Exp_time,Van,OC6,FP1_emit1
13.07928056,0,0,0.037787891
13.09596111,0,0,0.037555826
13.11263889,0,0,0.037337875
13.12931944,0,0,0.036735198
13.14599722,0,0,0.037502429
13.162675,0,0,0.037863242
13.17935556,0,0,0.036833089
13.19603611,0,0,0.037046292
13.21271111,0,0,0.037534546
13.22939722,0,0,0.036975102
13.246075,0,0,0.038328939
13.26275556,0,0,0.038143762
13.27944444,0,0,0.03848363
13.29612778,0,0,0.037807957
13.31280833,0,0,0.037876179
13.32948611,0,0,0.037473795
13.34616667,0,0,0.03832972
13.36284444,0,0,0.037327458
13.379525,0,0,0.037797699
13.39620278,0,0,0.037090498
13.41290278,0,0,0.037967985
13.42958333,0,0,0.037399709
13.44626667,0,0,0.037108765
13.46295278,0,0,0.036954693
13.47964444,0,0,0.037501568
13.49632222,0,0,0.036988032
13.51300278,5.5,0,0.034849904
13.52968611,5.5,0,0.03610972
13.54637778,5.5,0,0.036461064
13.56305278,5.5,0,0.036886489
13.57973333,5.5,0,0.038093352
13.59641111,5.5,0,0.037678823
13.6131,5.5,0,0.037444496
13.62978611,5.5,0,0.037909631
13.64646667,5.5,0,0.037789923
13.66314444,5.5,0,0.038511261
13.67982778,5.5,0,0.037576591
13.69650278,5.5,0,0.038525407
13.71318333,5.5,0,0.038192887
13.72986389,5.5,0,0.038567313
13.74653889,5.5,0,0.037847137
13.76321667,5.5,0,0.038210682
13.77989722,5.5,0,0.038463956
13.796575,5.5,0,0.039267192
13.81325556,5.5,0,0.040202799
13.82993611,5.5,0,0.040245469
13.84661667,5.5,0,0.040282537
13.86330833,5.5,0,0.039483871
13.87998889,5.5,0,0.040497384
13.89667222,5.5,0,0.041248453
13.91334444,5.5,0,0.041032121
13.930025,5.5,0,0.040179406
13.94670556,5.5,0,0.041193914
13.96338333,5.5,0,0.04094841
13.98006389,5.5,0,0.041531514
13.99675278,5.5,0,0.0422916
14.01343056,5.5,0,0.041651399
14.03011389,5.5,0,0.041656634
14.04679167,5.5,0,0.043850477
14.06346944,5.5,0,0.042999874
14.08015833,5.5,0,0.044147157
14.09684722,5.5,0,0.044311132
14.11353056,5.5,0,0.04500743
14.13021944,5.5,0,0.044696603
14.14690833,5.5,0,0.04505427
14.16358611,5.5,0,0.045417404
14.18028056,5.5,0,0.045220151
14.19696111,5.5,0,0.046388246
14.21364167,5.5,0,0.046975723
14.230325,5.5,0,0.046796731
14.247,5.5,0,0.04724461
14.26368056,5.5,0,0.046862137
14.28035833,5.5,0,0.048751486
14.29703889,5.5,0,0.048630845
14.31371667,5.5,0,0.048353845
