Time_Hr,Van_Concentration_uM,OC6_Concentration_nM,Genotype,OD600,GFP_Fluorescence
0,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.1211,37456
0.250293333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.1179,30749
0.500295,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.1195,33724
0.752331944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.1228,46559
1.002336944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.126,65353
1.252339444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.1297,101359
1.502343333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.1349,152604
1.7545475,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.1411,220644
2.004551389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.1495,301934
2.254553889,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.1597,410175
2.504558611,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.1691,528690
2.756486667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.1831,664131
3.006489167,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.2005,808492
3.256492778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.2228,1013642
3.506494444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.2467,1264509
3.756496944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.2762,1567220
4.006501667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.31,1959266
4.256505833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.3507,2471821
4.5065075,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.3995,3075653
4.758459722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.4529,3687472
5.008460833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.5053,4372472
5.258463611,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.5635,4666913
5.508466389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6073,4694425
5.758467778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6531,4352285
6.008470833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.677,4058247
6.258472778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6874,3736323
6.508475833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6992,3301579
6.758476944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.7122,2904642
7.008477778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.7125,2539235
7.258481667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.7099,2238907
7.508485,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.7044,2032850
7.758488333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.7016,1819100
8.008490556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6956,1712792
8.258492778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6944,1611824
8.508496111,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6944,1547633
8.758498056,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.689,1502904
9.008500278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6882,1465658
9.258503333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.684,1420528
9.508505278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6875,1411926
9.758506111,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6824,1378237
10.0085075,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6804,1378748
10.25851222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6791,1369435
10.50851556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6741,1362836
10.75851778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6777,1364576
11.00852167,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6755,1338409
11.25852667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.675,1311195
11.50852861,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6762,1297168
11.75853222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6713,1301615
12.00853556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6734,1300839
12.2585375,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6667,1288702
12.50853972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6683,1274122
12.75854361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6661,1275097
13.00854639,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6664,1289157
13.25854972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6627,1255006
13.50855194,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6585,1260114
13.75855389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6631,1263933
14.00855722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6596,1241049
14.25856056,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6574,1253878
14.50856278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6574,1258926
14.75856333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6589,1256127
15.00856444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6561,1225492
15.25856583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.656,1267986
15.50856694,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6554,1180449
15.75856778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6554,1102866
16.00856972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.655,1074112
16.25857194,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6541,1033180
16.50857583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6497,985127
16.75857778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6554,949081
17.00857944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6476,920226
17.25858083,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6521,896244
17.50858306,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6509,869286
17.75858444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6508,839560
18.00858833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6509,821824
18.25858944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6503,798227
18.5085925,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6499,783133
18.75859528,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6478,758666
19.00859861,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6519,743438
19.25860139,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6513,729792
19.50860417,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6516,712267
19.758605,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.649,698764
20.00860667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.652,683711
20.25860917,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6495,669526
20.50861361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6456,659385
20.75861639,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6484,645236
21.00861778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6522,633903
21.25861889,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6515,622231
21.50862222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6482,608091
21.75862389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6488,598500
22.00862556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6502,588099
22.25862806,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6505,577625
22.50862944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.649,566429
22.75863361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6523,554896
23.00863722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6493,546153
23.25863806,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6495,535850
23.50864278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.6535,527251
23.75864583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_D,0.651,516016
0,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.1172,37565
0.250293333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.1146,31228
0.500295,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.1162,32709
0.752331944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.118,40544
1.002336944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.1203,56215
1.252339444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.1231,85083
1.502343333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.1267,127069
1.7545475,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.1314,180333
2.004551389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.1378,252750
2.254553889,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.1448,344524
2.504558611,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.154,462705
2.756486667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.1638,596517
3.006489167,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.174,734880
3.256492778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.1901,910829
3.506494444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.2069,1137475
3.756496944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.2253,1401775
4.006501667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.2489,1715993
4.256505833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.2763,2149503
4.5065075,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.3075,2666990
4.758459722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.3474,3170729
5.008460833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.3825,3846068
5.258463611,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.432,4665168
5.508466389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.4782,5556277
5.758467778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5263,5916570
6.008470833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.558,5895477
6.258472778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5922,5610326
6.508475833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6177,5242019
6.758476944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6261,4922124
7.008477778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6359,4496896
7.258481667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6503,3981073
7.508485,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6557,3542290
7.758488333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6587,3080373
8.008490556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6574,2734919
8.258492778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.656,2467522
8.508496111,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6523,2266898
8.758498056,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6457,2087951
9.008500278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6428,2011027
9.258503333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6357,1910701
9.508505278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6339,1861444
9.758506111,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6281,1783394
10.0085075,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.623,1755559
10.25851222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6205,1703776
10.50851556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6124,1671436
10.75851778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.611,1665007
11.00852167,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6057,1622701
11.25852667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6025,1574007
11.50852861,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.6041,1553284
11.75853222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5944,1537467
12.00853556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.594,1553150
12.2585375,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5875,1513837
12.50853972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5897,1488423
12.75854361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5824,1472994
13.00854639,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5811,1477235
13.25854972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.576,1453219
13.50855194,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5683,1437420
13.75855389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5691,1448812
14.00855722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5681,1406672
14.25856056,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5655,1401702
14.50856278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.56,1423955
14.75856333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5599,1416156
15.00856444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5575,1372250
15.25856583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5546,1436171
15.50856694,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5518,1408677
15.75856778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5494,1376217
16.00856972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5479,1368905
16.25857194,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5447,1342961
16.50857583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5386,1303299
16.75857778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.544,1256747
17.00857944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5358,1221519
17.25858083,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5398,1194034
17.50858306,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5363,1141553
17.75858444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5349,1084693
18.00858833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5326,1042918
18.25858944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5291,1002351
18.5085925,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5267,970248
18.75859528,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5237,930534
19.00859861,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5255,902656
19.25860139,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5207,879114
19.50860417,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5187,851251
19.758605,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5134,828404
20.00860667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5165,807075
20.25860917,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5133,784414
20.50861361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5073,762676
20.75861639,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5082,747252
21.00861778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5102,728430
21.25861889,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5055,708534
21.50862222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5027,693272
21.75862389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5,678971
22.00862556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.5013,664944
22.25862806,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.4995,646860
22.50862944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.4961,634185
22.75863361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.4963,620837
23.00863722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.4919,611132
23.25863806,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.4918,595801
23.50864278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.4929,585539
23.75864583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_18_U,0.4906,574338
0,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1096,35995
0.250293333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1079,29238
0.500295,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1088,29617
0.752331944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1094,31142
1.002336944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1101,34634
1.252339444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1115,41744
1.502343333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1129,51463
1.7545475,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1151,62031
2.004551389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1175,79239
2.254553889,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1204,98101
2.504558611,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1243,123839
2.756486667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1302,155122
3.006489167,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1364,193145
3.256492778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1449,241597
3.506494444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1543,304094
3.756496944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1643,364270
4.006501667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1783,435196
4.256505833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.1961,535445
4.5065075,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.2181,672559
4.758459722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.2452,806001
5.008460833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.2724,1032261
5.258463611,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.3089,1339670
5.508466389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.3492,1725258
5.758467778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.3997,2229769
6.008470833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.4507,2822451
6.258472778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.5063,3438945
6.508475833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.5549,3747464
6.758476944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.601,3780623
7.008477778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6185,3608093
7.258481667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6321,3386065
7.508485,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6332,3213240
7.758488333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6343,2913546
8.008490556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6424,2619413
8.258492778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6513,2289290
8.508496111,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6525,2011660
8.758498056,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6526,1802374
9.008500278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6525,1618241
9.258503333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6484,1490972
9.508505278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6485,1397338
9.758506111,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6453,1328294
10.0085075,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6433,1291275
10.25851222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6405,1232216
10.50851556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6383,1221954
10.75851778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6386,1230143
11.00852167,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6349,1191569
11.25852667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6337,1169517
11.50852861,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6347,1162113
11.75853222,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6307,1155376
12.00853556,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6303,1150926
12.2585375,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6276,1151467
12.50853972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6282,1136449
12.75854361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6265,1131845
13.00854639,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6248,1128046
13.25854972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6213,1132685
13.50855194,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6209,1135103
13.75855389,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6203,1125731
14.00855722,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6182,1103614
14.25856056,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6192,1111917
14.50856278,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6159,1120414
14.75856333,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6155,1110358
15.00856444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.615,1037096
15.25856583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6138,1040097
15.50856694,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6135,1002656
15.75856778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6112,958076
16.00856972,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6115,937028
16.25857194,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6093,891447
16.50857583,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6066,849617
16.75857778,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6102,829323
17.00857944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.606,820615
17.25858083,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6111,792997
17.50858306,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.608,779186
17.75858444,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6078,745754
18.00858833,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6083,734100
18.25858944,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6058,717709
18.5085925,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6084,710598
18.75859528,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6052,690594
19.00859861,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6074,681485
19.25860139,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6064,669466
19.50860417,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6062,659747
19.758605,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6061,643722
20.00860667,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6089,635587
20.25860917,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6079,623394
20.50861361,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6058,613015
20.75861639,18,0,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.6063,601377
