Time_Hr,Van_Concentration_uM,OC6_Concentration_nM,Genotype,OD600,GFP_Fluorescence
13.00854639,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7193,174599
13.25854972,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7191,171349
13.50855194,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7184,172183
13.75855389,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7185,171567
14.00855722,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.718,170314
14.25856056,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7176,169411
14.50856278,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7189,168874
14.75856333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7191,161029
15.00856444,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7196,156736
15.25856583,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7193,156703
15.50856694,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7207,155076
15.75856778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7208,151131
16.00856972,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7207,150287
16.25857194,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7211,150347
16.50857583,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7213,149896
16.75857778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7214,146520
17.00857944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.721,146120
17.25858083,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7207,144265
17.50858306,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7207,142422
17.75858444,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7204,139370
18.00858833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7213,138344
18.25858944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7211,136676
18.5085925,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7209,136135
18.75859528,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7214,135176
19.00859861,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7207,135115
19.25860139,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7201,134017
19.50860417,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7199,131995
19.758605,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7207,130622
20.00860667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7197,129109
20.25860917,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7198,129097
20.50861361,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7197,128497
20.75861639,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7192,127574
21.00861778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7188,125942
21.25861889,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7195,126367
21.50862222,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7183,124379
21.75862389,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7189,122927
22.00862556,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.719,122579
22.25862806,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7189,121092
22.50862944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7181,119415
22.75863361,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7185,119440
23.00863722,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7176,118385
23.25863806,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7178,116475
23.50864278,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7192,116200
23.75864583,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_D,0.7185,116837
0,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1275,36895
0.250293333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1246,31826
0.500295,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1249,34302
0.752331944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1262,41546
1.002336944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1285,59029
1.252339444,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1314,84433
1.502343333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1362,122456
1.7545475,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.142,173140
2.004551389,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.149,236952
2.254553889,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1579,318289
2.504558611,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1693,424461
2.756486667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1809,549219
3.006489167,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.1932,685186
3.256492778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.2097,852677
3.506494444,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.2287,1053426
3.756496944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.251,1278439
4.006501667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.2786,1553031
4.256505833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.309,1909889
4.5065075,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.3423,2304555
4.758459722,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.383,2715100
5.008460833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.4245,3337744
5.258463611,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.4752,4015104
5.508466389,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5352,4804676
5.758467778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5871,5382677
6.008470833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6265,5600462
6.258472778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6598,5459383
6.508475833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6904,5201742
6.758476944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7129,4819270
7.008477778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7235,4423789
7.258481667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7257,4053396
7.508485,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7331,3553519
7.758488333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7348,3072538
8.008490556,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7293,2724422
8.258492778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7182,2436362
8.508496111,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7122,2201524
8.758498056,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.7048,2013125
9.008500278,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6982,1905883
9.258503333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.693,1807985
9.508505278,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6872,1755586
9.758506111,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6821,1684407
10.0085075,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6794,1644499
10.25851222,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6748,1608054
10.50851556,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6721,1582176
10.75851778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6656,1579266
11.00852167,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6614,1548194
11.25852667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6593,1537232
11.50852861,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6556,1508081
11.75853222,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6528,1493442
12.00853556,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6473,1488092
12.2585375,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6467,1475520
12.50853972,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.643,1468868
12.75854361,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6394,1472061
13.00854639,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6384,1448140
13.25854972,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6365,1443046
13.50855194,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6312,1447979
13.75855389,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6313,1412269
14.00855722,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6273,1415813
14.25856056,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6246,1408086
14.50856278,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6228,1414320
14.75856333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6211,1396012
15.00856444,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6181,1389959
15.25856583,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.616,1420980
15.50856694,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6187,1406964
15.75856778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6177,1389407
16.00856972,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6134,1372618
16.25857194,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6141,1393892
16.50857583,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6147,1373780
16.75857778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6104,1364421
17.00857944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6069,1377392
17.25858083,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6033,1361346
17.50858306,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6057,1342847
17.75858444,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.603,1245501
18.00858833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6003,1205159
18.25858944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.6008,1163464
18.5085925,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5976,1147755
18.75859528,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.596,1120383
19.00859861,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5968,1096712
19.25860139,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5951,1076967
19.50860417,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5949,1036937
19.758605,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.594,1004826
20.00860667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5934,974804
20.25860917,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5918,948295
20.50861361,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5921,927789
20.75861639,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5891,899432
21.00861778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5883,881748
21.25861889,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5869,855483
21.50862222,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5842,831775
21.75862389,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5831,818238
22.00862556,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5843,798575
22.25862806,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5837,784551
22.50862944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5814,764221
22.75863361,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5818,749129
23.00863722,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5813,736430
23.25863806,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5809,724518
23.50864278,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5846,712516
23.75864583,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_20_U,0.5821,698178
0,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1212,36068
0.250293333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1204,30193
0.500295,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1213,31430
0.752331944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1234,33706
1.002336944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1268,38670
1.252339444,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1315,46063
1.502343333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1386,57452
1.7545475,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1486,71481
2.004551389,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1602,90358
2.254553889,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1759,113214
2.504558611,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.1924,137611
2.756486667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.2099,158540
3.006489167,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.2332,181838
3.256492778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.2634,211225
3.506494444,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.2989,250873
3.756496944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.3429,293807
4.006501667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.3954,355920
4.256505833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.4589,434689
4.5065075,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.5247,511978
4.758459722,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.5924,553633
5.008460833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6549,569088
5.258463611,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6939,545516
5.508466389,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6926,523891
5.758467778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6869,487626
6.008470833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6874,452441
6.258472778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6925,412658
6.508475833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6997,379387
6.758476944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7059,345729
7.008477778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.709,317417
7.258481667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7113,294499
7.508485,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7104,274887
7.758488333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7111,260545
8.008490556,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7095,250446
8.258492778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7092,240281
8.508496111,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7064,234300
8.758498056,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7062,231550
9.008500278,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7051,227010
9.258503333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7033,224846
9.508505278,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.702,223734
9.758506111,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7018,220557
10.0085075,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6998,221469
10.25851222,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.7004,218570
10.50851556,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6982,218356
10.75851778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6982,216647
11.00852167,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6975,217983
11.25852667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6965,214879
11.50852861,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6961,212986
11.75853222,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.695,213383
12.00853556,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6942,212098
12.2585375,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.694,212924
12.50853972,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6936,212262
12.75854361,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6937,211942
13.00854639,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6929,211478
13.25854972,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.692,211060
13.50855194,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.692,209654
13.75855389,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6923,205434
14.00855722,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6918,198212
14.25856056,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6916,192960
14.50856278,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.692,189282
14.75856333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6902,185042
15.00856444,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6901,180716
15.25856583,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6896,182727
15.50856694,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6891,179884
15.75856778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6893,176893
16.00856972,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6891,174373
16.25857194,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6892,175151
16.50857583,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6899,173906
16.75857778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.69,170693
17.00857944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6895,169042
17.25858083,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6888,168224
17.50858306,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6885,165374
17.75858444,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6889,159655
18.00858833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6893,160385
18.25858944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6881,159205
18.5085925,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6897,157970
18.75859528,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6895,157052
19.00859861,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6888,156290
19.25860139,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6882,153567
19.50860417,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6892,153473
19.758605,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6887,151952
20.00860667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6891,149554
20.25860917,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6881,148015
20.50861361,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.688,148596
20.75861639,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6889,146556
21.00861778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6882,145801
21.25861889,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6888,145172
21.50862222,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6879,143311
21.75862389,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6882,141589
22.00862556,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.689,140322
22.25862806,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6885,139538
22.50862944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6881,137059
22.75863361,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6882,136967
23.00863722,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6869,135297
23.25863806,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6885,134841
23.50864278,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.6888,133737
23.75864583,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_RD,0.688,132043
0,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1257,36274
0.250293333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1246,32000
0.500295,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.126,35785
0.752331944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1288,47265
1.002336944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1329,71558
1.252339444,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1385,108745
1.502343333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1452,166459
1.7545475,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1547,246883
2.004551389,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.166,349484
2.254553889,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1791,478153
2.504558611,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.1917,618742
2.756486667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.2073,791352
3.006489167,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.2256,980374
3.256492778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.2507,1227603
3.506494444,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.2772,1529565
3.756496944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.3054,1857743
4.006501667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.3401,2267266
4.256505833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.3782,2798032
4.5065075,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.4166,3386322
4.758459722,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.466,3937016
5.008460833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5174,4704448
5.258463611,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.5667,5237700
5.508466389,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6103,5574662
5.758467778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6456,5521336
6.008470833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6767,5234226
6.258472778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6997,4934199
6.508475833,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.718,4569400
6.758476944,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.7181,4192039
7.008477778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.7211,3742092
7.258481667,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.7225,3272322
7.508485,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.7126,2890034
7.758488333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.7015,2562172
8.008490556,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6964,2314482
8.258492778,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6852,2110420
8.508496111,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6792,1971514
8.758498056,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6699,1861623
9.008500278,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.665,1786598
9.258503333,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6573,1739421
9.508505278,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.65,1694549
9.758506111,18,139,Marionette-Clo PVanCC-GFP PLuxB-sRNA_22_U,0.6465,1662176
