exp_time,od_measured,od_setpoint,od_zero_setpoint,thermostat_setpoint,heating_rate,internal_air_temp,external_air_temp,media_temp,opt_gen_act_int,pump_1_rate,pump_2_rate,pump_3_rate,pump_4_rate,media_vol,stirring_rate,Van,OC6,IPTG,LED_457nm_setpoint,LED_500nm_setpoint,LED_523nm_setpoint,LED_595nm_setpoint,LED_623nm_setpoint,LED_6500K_setpoint,laser_setpoint,LED_UV_int,FP1_base,FP1_emit1,FP1_emit2,FP2_base,FP2_emit1,FP2_emit2,FP3_base,FP3_emit1,FP3_emit2,custom_prog_param1,custom_prog_param2,custom_prog_param3,custom_prog_status,zigzag_target,growth_rate
0.19,-0.008098837,0.5,7111,37,0.2377,33.375,34.625,36.81,0,0,0.25,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10886,0.036193276,0.015065221,0,0,0,0,0,0,0,0,0,0,5,2
60.25,0.000746444,0.5,7111,37,0.19815,33.375,34.5625,36.95,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10838,0.036076767,0.015131943,0,0,0,0,0,0,0,0,0,0,5,2
120.28,0.003030741,0.5,7111,37,0.19845,33.3125,34.5625,36.95,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10843,0.03587568,0.015124965,0,0,0,0,0,0,0,0,0,0,5,2
180.34,-0.004482472,0.5,7111,37,0.18285,33.3125,34.625,36.71,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10943,0.0362789,0.01535228,0,0,0,0,0,0,0,0,0,0,5,2
240.41,-0.000971024,0.5,7111,37,0.20815,33.3125,34.625,36.89,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10867,0.036256557,0.015091562,0,0,0,0,0,0,0,0,0,0,5,2
300.45,-0.004735723,0.5,7111,37,0.20055,33.3125,34.625,36.89,0,0,0.25,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10929,0.036325373,0.015097447,0,0,0,0,0,0,0,0,0,0,5,2
360.51,0.000931348,0.5,7111,37,0.16875,33.3125,34.6875,36.93,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10892,0.035989717,0.015148733,0,0,0,0,0,0,0,0,0,0,5,2
420.56,-0.001255637,0.5,7111,37,0.17905,33.3125,34.6875,36.85,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10980,0.036338798,0.015209472,0,0,0,0,0,0,0,0,0,0,5,2
480.6,-0.002333757,0.5,7111,37,0.15995,33.3125,34.8125,36.95,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10824,0.036400591,0.015243902,0,0,0,0,0,0,0,0,0,0,5,2
540.64,0.004746177,0.5,7111,37,0.16815,33.375,34.8125,36.85,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10976,0.035805394,0.015032799,0,0,0,0,0,0,0,0,0,0,5,2
600.71,-0.00389888,0.5,7111,37,0.20555,33.3125,34.8125,36.97,0,0,0.25,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10893,0.035986413,0.015239144,0,0,0,0,0,0,0,0,0,0,5,2
660.75,-0.007649517,0.5,7111,37,0.20265,33.25,34.875,36.93,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10969,0.036010575,0.01531589,0,0,0,0,0,0,0,0,0,0,5,2
720.82,-0.004284892,0.5,7111,37,0.20885,33.375,34.875,36.89,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10913,0.035920462,0.01530285,0,0,0,0,0,0,0,0,0,0,5,2
780.89,-0.007153224,0.5,7111,37,0.23775,33.3125,34.9375,37.05,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10936,0.035936357,0.014996342,0,0,0,0,0,0,0,0,0,0,5,2
840.96,-0.003861615,0.5,7111,37,0.20535,33.3125,34.9375,37.01,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10889,0.035907797,0.015336578,0,0,0,0,0,0,0,0,0,0,5,2
901.02,0.001152827,0.5,7111,37,0.14205,33.375,35,36.95,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10948,0.035805627,0.015162587,0,0,0,0,0,0,0,0,0,0,5,2
961.1,-0.002143155,0.5,7111,37,0.18205,33.375,35,37.05,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10932,0.035858031,0.015184779,0,0,0,0,0,0,0,0,0,0,5,2
1021.16,-0.001693853,0.5,7111,37,0.15175,33.375,34.9375,36.95,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10995,0.035925421,0.015006821,0,0,0,0,0,0,0,0,0,0,5,2
1081.23,-0.004009652,0.5,7111,37,0.19235,33.375,35,36.85,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10979,0.036068859,0.01530194,0,0,0,0,0,0,0,0,0,0,5,2
1141.29,-0.006397152,0.5,7111,37,0.20855,33.375,34.875,36.69,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10999,0.036185108,0.015001364,0,0,0,0,0,0,0,0,0,0,5,2
1201.37,-0.007450208,0.5,7111,37,0.21535,33.4375,34.9375,37.11,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10892,0.036356959,0.015240544,0,0,0,0,0,0,0,0,0,0,5,2
1261.45,-0.002783416,0.5,7111,37,0.17445,33.4375,34.9375,37.11,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10901,0.035776534,0.015136226,0,0,0,0,0,0,0,0,0,0,5,2
1321.5,-0.002558461,0.5,7111,37,0.20295,33.4375,34.875,36.89,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10986,0.036227926,0.015019115,0,0,0,0,0,0,0,0,0,0,5,2
1381.58,0.002834162,0.5,7111,37,0.16585,33.4375,34.9375,36.87,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10965,0.035841313,0.015230278,0,0,0,0,0,0,0,0,0,0,5,2
1441.66,0.019074343,0.5,7111,37,0.25625,33.4375,34.9375,36.93,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11024,0.036103048,0.015330189,0,0,0,0,0,0,0,0,0,0,5,7.619793408
1501.74,0.000677196,0.5,7111,37,0.19125,33.5,34.9375,36.95,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11010,0.035876476,0.015077203,0,0,0,0,0,0,0,0,0,0,5,-2.775610694
1561.77,0.004648257,0.5,7111,37,0.17475,33.5,34.9375,37.01,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11035,0.036248301,0.015405528,0,0,0,0,0,0,0,0,0,0,5,3.142028544
1621.85,0.009023409,0.5,7111,37,0.16205,33.5,34.9375,36.81,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11220,0.035650624,0.014795009,0,0,0,0,0,0,0,0,0,0,5,4.974917176
1681.92,0.010861264,0.5,7111,37,0.18705,33.5,34.875,36.93,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11103,0.035756102,0.014950914,0,0,0,0,0,0,0,0,0,0,5,5.282312724
1742,0.004416167,0.5,7111,37,0.16525,33.5,34.875,37.09,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10980,0.035974499,0.015118397,0,0,0,0,0,0,0,0,0,0,5,2.318405675
1802.06,0.004306657,0.5,7111,37,0.18995,33.375,34.875,36.95,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11145,0.036069987,0.014984298,0,0,0,0,0,0,0,0,0,0,5,2.127154285
