exp_time,od_measured,od_setpoint,od_zero_setpoint,thermostat_setpoint,heating_rate,internal_air_temp,external_air_temp,media_temp,opt_gen_act_int,pump_1_rate,pump_2_rate,pump_3_rate,pump_4_rate,media_vol,stirring_rate,Van,OC6,IPTG,LED_457nm_setpoint,LED_500nm_setpoint,LED_523nm_setpoint,LED_595nm_setpoint,LED_623nm_setpoint,LED_6500K_setpoint,laser_setpoint,LED_UV_int,FP1_base,FP1_emit1,FP1_emit2,FP2_base,FP2_emit1,FP2_emit2,FP3_base,FP3_emit1,FP3_emit2,custom_prog_param1,custom_prog_param2,custom_prog_param3,custom_prog_status,zigzag_target,growth_rate
0.19,-0.005530626,0.5,6376,37,0.12965,31.5625,34.5,37.01,0,0,0.25,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12159,0.032897442,0.014639362,0,0,0,0,0,0,0,0,0,0,5,2
60.25,-0.003919375,0.5,6376,37,0.1878,31.6875,34.5,36.63,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12085,0.033264377,0.014729003,0,0,0,0,0,0,0,0,0,0,5,2
120.31,-0.006890412,0.5,6376,37,0.1982,31.625,34.625,36.61,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12195,0.03296433,0.014104141,0,0,0,0,0,0,0,0,0,0,5,2
180.38,-0.005286456,0.5,6376,37,0.2251,31.6875,34.625,37.01,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12513,0.032925757,0.014305123,0,0,0,0,0,0,0,0,0,0,5,2
240.44,-0.006676574,0.5,6376,37,0.1563,31.6875,34.625,36.77,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12155,0.032908268,0.014644179,0,0,0,0,0,0,0,0,0,0,5,2
300.51,-0.005100662,0.5,6376,37,0.1884,31.8125,34.6875,37.09,0,0,0.25,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12131,0.033220674,0.014260984,0,0,0,0,0,0,0,0,0,0,5,2
360.57,-0.005283495,0.5,6376,37,0.1422,31.8125,34.75,37.05,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12151,0.032836804,0.014237511,0,0,0,0,0,0,0,0,0,0,5,2
420.63,-0.002616167,0.5,6376,37,0.1422,32,34.8125,37.03,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12149,0.033253766,0.0145691,0,0,0,0,0,0,0,0,0,0,5,2
480.68,-0.002863468,0.5,6376,37,0.1849,31.9375,34.8125,36.89,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12179,0.033089745,0.014286887,0,0,0,0,0,0,0,0,0,0,5,2
540.74,-0.00491255,0.5,6376,37,0.1419,31.8125,34.875,36.93,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12101,0.033137757,0.014544253,0,0,0,0,0,0,0,0,0,0,5,2
600.8,-0.003765053,0.5,6376,37,0.1861,31.875,34.875,36.93,0,0,0.25,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12187,0.033150078,0.014523673,0,0,0,0,0,0,0,0,0,0,5,2
660.86,-0.001648533,0.5,6376,37,0.1175,31.875,34.875,37.17,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12118,0.033173791,0.014276283,0,0,0,0,0,0,0,0,0,0,5,2
720.93,-0.004755464,0.5,6376,37,0.2023,31.875,34.9375,36.95,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12081,0.032944293,0.01456833,0,0,0,0,0,0,0,0,0,0,5,2
780.97,-0.002210975,0.5,6376,37,0.1452,32,34.9375,36.85,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12138,0.033201516,0.014499918,0,0,0,0,0,0,0,0,0,0,5,2
841.04,-0.003421875,0.5,6376,37,0.1682,31.875,35,37.01,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12144,0.033267457,0.014328063,0,0,0,0,0,0,0,0,0,0,5,2
901.1,-0.003392624,0.5,6376,37,0.1449,32.0625,35,36.95,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12132,0.032970656,0.014259809,0,0,0,0,0,0,0,0,0,0,5,2
961.16,-0.003796908,0.5,6376,37,0.1437,32,35,37.03,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12166,0.03296071,0.014548742,0,0,0,0,0,0,0,0,0,0,5,2
1021.23,-0.003763908,0.5,6376,37,0.1643,32,34.9375,36.93,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12138,0.03311913,0.014335146,0,0,0,0,0,0,0,0,0,0,5,2
1081.3,0.000724427,0.5,6376,37,0.1873,31.75,34.9375,36.79,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12164,0.033212759,0.014304505,0,0,0,0,0,0,0,0,0,0,5,2
1141.33,-0.002243755,0.5,6376,37,0.1199,32.0625,34.9375,36.95,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12105,0.032961586,0.014374226,0,0,0,0,0,0,0,0,0,0,5,2
1201.37,-0.00255485,0.5,6376,37,0.1667,31.9375,34.9375,36.77,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12129,0.033143705,0.014263336,0,0,0,0,0,0,0,0,0,0,5,2
1261.44,-0.001431565,0.5,6376,37,0.1446,32.125,34.9375,36.87,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12222,0.033218786,0.014563901,0,0,0,0,0,0,0,0,0,0,5,2
1321.52,-0.0029574,0.5,6376,37,0.1926,31.9375,34.875,36.97,0,0,0,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,12136,0.033371786,0.014172709,0,0,0,0,0,0,0,0,0,0,5,2
