exp_time,od_measured,od_setpoint,od_zero_setpoint,thermostat_setpoint,heating_rate,internal_air_temp,external_air_temp,media_temp,opt_gen_act_int,pump_1_rate,pump_2_rate,pump_3_rate,pump_4_rate,media_vol,stirring_rate,Van,OC6,IPTG,LED_457nm_setpoint,LED_500nm_setpoint,LED_523nm_setpoint,LED_595nm_setpoint,LED_623nm_setpoint,LED_6500K_setpoint,laser_setpoint,LED_UV_int,FP1_base,FP1_emit1,FP1_emit2,FP2_base,FP2_emit1,FP2_emit2,FP3_base,FP3_emit1,FP3_emit2,custom_prog_param1,custom_prog_param2,custom_prog_param3,custom_prog_status,zigzag_target,growth_rate
0.19,0.001344276,0.5,6374,37,0.1718,32.1875,34.5625,36.95,0,0,0.25,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11157,0.035134893,0.016133369,0,0,0,0,0,0,0,0,0,0,5,2
60.24,0.000845459,0.5,6374,37,0.15135,32.125,34.5625,36.93,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11265,0.035419441,0.016422548,0,0,0,0,0,0,0,0,0,0,5,2
120.28,0.000688531,0.5,6374,37,0.15545,32.1875,34.5625,36.89,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11237,0.035418706,0.016374477,0,0,0,0,0,0,0,0,0,0,5,2
180.33,-0.001208379,0.5,6374,37,0.14335,32.1875,34.625,36.85,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11266,0.035150009,0.016332327,0,0,0,0,0,0,0,0,0,0,5,2
240.37,0.002036919,0.5,6374,37,0.20815,32.1875,34.625,37.03,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11206,0.035605925,0.016419775,0,0,0,0,0,0,0,0,0,0,5,2
300.44,-0.001024924,0.5,6374,37,0.19205,32.125,34.6875,36.93,0,0,0.25,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11229,0.035532995,0.016029923,0,0,0,0,0,0,0,0,0,0,5,2
360.5,-0.001090736,0.5,6374,37,0.11875,32.1875,34.6875,36.93,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11213,0.035316151,0.01623116,0,0,0,0,0,0,0,0,0,0,5,2
420.57,0.001292753,0.5,6374,37,0.14875,32.25,34.75,36.93,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11241,0.035317143,0.016546571,0,0,0,0,0,0,0,0,0,0,5,2
480.64,0.0009768,0.5,6374,37,0.18025,32.25,34.75,36.93,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11236,0.035332859,0.016286935,0,0,0,0,0,0,0,0,0,0,5,1.059258268
540.7,0.003261779,0.5,6374,37,0.12875,32.25,34.8125,36.89,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11219,0.035297264,0.016400749,0,0,0,0,0,0,0,0,0,0,5,4.623532631
600.78,0.00112951,0.5,6374,37,0.11135,32.3125,34.875,36.81,0,0,0.25,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11254,0.035631775,0.016172028,0,0,0,0,0,0,0,0,0,0,5,1.210889476
660.83,0.004103458,0.5,6374,37,0.19435,32.25,34.9375,36.81,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11332,0.035121779,0.01632545,0,0,0,0,0,0,0,0,0,0,5,5.020483199
720.87,-0.001205926,0.5,6374,37,0.12845,32.1875,34.9375,36.97,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11314,0.0355312,0.016439809,0,0,0,0,0,0,0,0,0,0,5,5.020483199
780.94,0.003318205,0.5,6374,37,0.19615,32.25,34.9375,36.87,0,0,0.07,0,0,20,0.5,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,11274,0.035479865,0.016409438,0,0,0,0,0,0,0,0,0,0,5,5.020483199
