exp_time,od_measured,od_setpoint,od_zero_setpoint,thermostat_setpoint,heating_rate,internal_air_temp,external_air_temp,media_temp,opt_gen_act_int,pump_1_rate,pump_2_rate,pump_3_rate,pump_4_rate,media_vol,stirring_rate,LED_395nm_setpoint,LED_457nm_setpoint,LED_500nm_setpoint,LED_523nm_setpoint,LED_595nm_setpoint,LED_623nm_setpoint,LED_6500K_setpoint,laser_setpoint,LED_UV_int,FP1_base,FP1_emit1,FP1_emit2,FP2_base,FP2_emit1,FP2_emit2,FP3_base,FP3_emit1,FP3_emit2,custom_prog_param1,custom_prog_param2,custom_prog_param3,custom_prog_status,zigzag_target,growth_rate
125974.56,0.4452232621504494,0.5,8450.0,37.0,0.13939999999806027,33.0,35.0,37.43000000000001,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12188.0,0.0467673121102724,0.01788644568427962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1802135361832335
126034.61,0.4625533823878561,0.5,8450.0,37.0,0.10029999999805378,33.125,35.0,37.53000000000003,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12280.0,0.045928338762214985,0.01750814332247557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1802135361832335
126094.67,0.46438363915216196,0.5,8450.0,37.0,0.19689999999805688,33.1875,35.0,37.110000000000014,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13062.0,0.04486296126167509,0.0170724238248354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1802135361832335
126154.71,0.4801252296479482,0.5,8450.0,37.0,0.14319999999805458,33.0625,35.0625,37.29000000000002,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13116.0,0.04544068313510217,0.01715462031107045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1802135361832335
126214.78,0.48398734953599915,0.5,8450.0,37.0,0.13719999999805407,33.0625,35.0,37.29000000000002,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12564.0,0.04640241961158867,0.017191977077363897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1452382716084013
126274.85,0.4959891584083142,0.5,8450.0,37.0,0.10669999999805738,33.0,35.0625,37.370000000000005,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12768.0,0.045817669172932333,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1614622561846406
126334.89,0.5039138499986144,0.5,8450.0,37.0,0.13799999999804882,33.0,35.0,37.210000000000036,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12640.0,0.04683544303797468,0.017800632911392406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1509429008154735
126394.93,0.5112721569869518,0.5,8450.0,37.0,0.1596999999980541,32.9375,35.0,37.110000000000014,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12780.0,0.046948356807511735,0.017527386541471048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1368859288228679
126454.99,0.5131215824919934,0.5,8450.0,37.0,0.12094999999804243,32.875,35.0,37.190000000000055,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13685.0,0.0453050785531604,0.017318231640482278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0908739565738
126515.07,0.5393210026076796,0.5,8450.0,37.0,0.1105499999980459,32.875,35.0625,37.09000000000003,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12833.0,0.04675446115483519,0.01800046754461155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1857246361080254
126575.12,0.5277140837164132,0.5,8450.0,37.0,0.1440499999980413,32.875,35.0,37.13000000000005,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14622.0,0.04397483244426207,0.016823963890028725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0611694537193677
126635.21,0.5306400397215625,0.5,8450.0,37.0,0.17194999999804095,32.8125,35.0625,37.13000000000005,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13895.0,0.045196113709967616,0.01727240014393667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.024698794478332
126695.24,0.5694585859819771,0.5,8450.0,37.0,0.1003499999980424,32.8125,35.0625,36.93000000000001,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14245.0,0.04471744471744472,0.01698841698841699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1852703353794725
126755.31,0.5527873543913335,0.5,8450.0,37.0,0.26049999999804485,32.8125,35.0,37.03000000000003,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13666.0,0.04609980974681692,0.01770818088687253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.1852703353794725
126815.36,0.5274280009117716,0.5,8450.0,37.0,0.42487499999804595,32.6875,35.0625,36.29000000000002,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14393.0,0.04391023414159661,0.01709164177030501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.1852703353794725
126875.41,0.4963637212690588,0.5,8450.0,37.0,0.4411749999980411,32.6875,35.0625,36.33000000000004,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13643.0,0.044858169024408125,0.017151652862273693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.1852703353794725
126935.45,0.46364274134338757,0.5,8450.0,37.0,0.5600749999980398,32.625,35.0625,35.89000000000004,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12379.0,0.046611196380967765,0.017529687373778174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.1852703353794725
126995.51,0.4156062863974959,0.5,8450.0,37.0,0.4653999999980381,32.6875,35.0625,36.210000000000036,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12016.0,0.04635486018641811,0.01747669773635153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1852703353794725
127055.57,0.4355420365655215,0.5,8450.0,37.0,0.302349999998046,32.875,35.0625,37.03000000000003,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12347.0,0.045760103668907426,0.017251154126508465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1852703353794725
127115.64,0.44617459931668085,0.5,8450.0,37.0,0.16894999999804516,33.125,35.0,37.25000000000006,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12514.0,0.045948537637845614,0.017260668051782006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1852703353794725
127175.69,0.4455251092764816,0.5,8450.0,37.0,0.15184999999804452,33.1875,35.0625,37.450000000000045,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12774.0,0.0452481603256615,0.017770471269766712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1852703353794725
127235.73,0.4601648229140695,0.5,8450.0,37.0,0.11014999999804295,33.0625,35.0625,37.35000000000002,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13005.0,0.04544405997693195,0.017147251057285658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1852703353794725
127295.77,0.47325199307970345,0.5,8450.0,37.0,0.17649999999804,33.0625,35.125,37.170000000000016,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13483.0,0.04427797967811318,0.01698435066379886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1852703353794725
127355.81,0.48185444802928373,0.5,8450.0,37.0,0.12094999999804279,33.0625,35.125,37.370000000000005,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13258.0,0.0454065469904963,0.017197163976467037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.180049094161062
127415.87,0.4944971957748659,0.5,8450.0,37.0,0.15404999999803343,33.0625,35.0625,37.210000000000036,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13089.0,0.0456108182443273,0.017266406906562764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1987447998929683
127475.94,0.4912815516091488,0.5,8450.0,37.0,0.0876499999980401,33.0625,35.0625,37.33000000000004,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12799.0,0.04640987577154465,0.017579498398312368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.119235284191999
127536.0,0.49046738152226854,0.5,8450.0,37.0,0.14104999999802648,33.0,35.0625,37.09000000000003,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13025.0,0.04644913627639156,0.017658349328214973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0582976840264702
127596.06,0.5254206466116993,0.5,8450.0,37.0,0.13034999999803024,32.9375,35.125,37.170000000000016,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13695.0,0.044906900328587074,0.01715954728002921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.21190399109022
127656.13,0.5306775244644882,0.5,8450.0,37.0,0.128749999998024,32.9375,35.0625,37.01000000000005,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13714.0,0.045209275193233193,0.01742744640513344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.181174885884563
127716.19,0.5213030547024479,0.5,8450.0,37.0,0.14134999999802333,32.875,35.125,37.09000000000003,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13521.0,0.0454108423933141,0.017602248354411657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0686471815924596
127776.26,0.5583518642695414,0.5,8450.0,37.0,0.1433499999980323,32.8125,35.0625,37.03000000000003,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13739.0,0.045636509207365894,0.017614091273018415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2211882022374918
127836.34,0.5516232329771593,0.5,8450.0,37.0,0.27634999999803384,32.875,35.125,36.93000000000001,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14533.0,0.04472579646322163,0.016789375903117045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.2211882022374918
127896.41,0.515457165666861,0.5,8450.0,37.0,0.3698499999980281,32.75,35.125,36.53000000000003,0.0,0.02,0.25,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13364.0,0.04557018856629751,0.017434899730619575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.2211882022374918
127956.44,0.4732907344646985,0.5,8450.0,37.0,0.48767499999802644,32.6875,35.0625,36.09000000000003,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13496.0,0.04512448132780083,0.017486662714878483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.2211882022374918
128016.49,0.4564187204838458,0.5,8450.0,37.0,0.5357249999980314,32.625,35.0625,36.150000000000034,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12375.0,0.0458989898989899,0.017454545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2211882022374918
128076.59,0.44807275181778744,0.5,8450.0,37.0,0.3482499999980193,32.8125,35.125,36.690000000000055,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12476.0,0.04616864379608849,0.017874318691888425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2211882022374918
128136.63,0.4589384371629063,0.5,8450.0,37.0,0.23474999999802393,33.0,35.125,37.27000000000004,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13376.0,0.044482655502392346,0.017269736842105265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2211882022374918
128196.7,0.4733282367580751,0.5,8450.0,37.0,0.18049999999801528,33.125,35.125,37.190000000000055,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12146.0,0.04734068829244196,0.017618969207969702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2211882022374918
128256.75,0.4676599981559833,0.5,8450.0,37.0,0.11934999999802229,33.125,35.125,37.33000000000004,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12896.0,0.045595533498759305,0.017524813895781637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2211882022374918
128316.79,0.49276770884407706,0.5,8450.0,37.0,0.12144999999802181,33.0,35.1875,37.27000000000004,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12268.0,0.04686990544506032,0.018095859145745026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2211882022374918
128376.86,0.493421195288978,0.5,8450.0,37.0,0.1183499999980161,33.0,35.125,37.29000000000002,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13055.0,0.04565300651091536,0.017234775947912676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1641046219355566
128436.92,0.52128241044395,0.5,8450.0,37.0,0.132049999998011,33.0,35.125,37.25000000000006,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13350.0,0.045692883895131084,0.017153558052434455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2706857569346737
128496.95,0.5518897204700353,0.5,8450.0,37.0,0.2376999999980235,32.9375,35.125,36.81,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13174.0,0.04584788219219675,0.01776225899499013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.3783203543013085
128556.99,0.5274417385938015,0.5,8450.0,37.0,0.08154999999801743,32.9375,35.125,37.110000000000014,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12152.0,0.04846938775510204,0.01802172481895984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.173474836164499
128617.07,0.5498035480944865,0.5,8450.0,37.0,0.16794999999801985,32.9375,35.125,37.01000000000005,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13472.0,0.0458729216152019,0.017295130641330165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.239368948509103
128677.13,0.5461080533683784,0.5,8450.0,37.0,0.29364999999801294,32.8125,35.125,36.89000000000004,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14066.0,0.04485994596900327,0.017133513436655767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.239368948509103
128737.18,0.4957985966099251,0.5,8450.0,37.0,0.45555560013296,32.8125,35.125,36.170000000000016,0.0,0.01812654550619786,0.14250618202479143,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12919.0,0.04667543927548572,0.01741620868488273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.239368948509103
128797.22,0.480834933507312,0.5,8450.0,37.0,0.5104249999980182,32.6875,35.1875,36.05000000000001,0.0,0.02,0.25,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12575.0,0.046123260437375746,0.01757455268389662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.239368948509103
128857.27,0.43606409138678204,0.5,8450.0,37.0,0.5719749999980116,32.75,35.125,36.23000000000002,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12710.0,0.04547600314712825,0.017151848937844216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.239368948509103
128917.3,0.4444891024578551,0.5,8450.0,37.0,0.2962499999980131,32.875,35.125,36.93000000000001,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,11842.0,0.046867083262962336,0.017564600574227325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.239368948509103
128977.35,0.45283523139170545,0.5,8450.0,37.0,0.17754999999801307,33.125,35.1875,37.13000000000005,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12918.0,0.044898591113175415,0.017572379625329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.239368948509103
129037.4,0.4560388430451784,0.5,8450.0,37.0,0.1729499999980079,33.1875,35.1875,37.33000000000004,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12227.0,0.04661814018156539,0.017665821542487938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.239368948509103
129097.44,0.4708821998377417,0.5,8450.0,37.0,0.15779999999800634,33.1875,35.125,37.27000000000004,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12901.0,0.045655375552282766,0.017207968374544608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.239368948509103
129157.49,0.4949083809969577,0.5,8450.0,37.0,0.11664999999800937,33.1875,35.125,37.370000000000005,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13184.0,0.045358009708737865,0.017217839805825242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.239368948509103
129217.56,0.4939627425832819,0.5,8450.0,37.0,0.1234499999980046,33.125,35.1875,37.110000000000014,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13123.0,0.045721252762325686,0.017297873961746552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1716628148712778
129277.63,0.5163137129985222,0.5,8450.0,37.0,0.18624999999801173,33.0625,35.125,37.110000000000014,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13241.0,0.04516275205800166,0.01721924325957254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2458430457207506
129337.71,0.5087689290967189,0.5,8450.0,37.0,0.1378499999980046,33.0625,35.1875,37.110000000000014,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13474.0,0.045346593439216265,0.01699569541338875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1393890678293404
129397.78,0.5271392266795659,0.5,8450.0,37.0,0.22049999999800704,33.0625,35.1875,36.85000000000002,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12869.0,0.046312844820887406,0.017483875981039707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1888318877282322
129457.84,0.522750681753157,0.5,8450.0,37.0,0.1538499999980091,32.9375,35.1875,37.110000000000014,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13069.0,0.04644578774198485,0.017598898155941543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1043101180722528
129517.91,0.545207423959071,0.5,8450.0,37.0,0.1272499999979972,32.9375,35.1875,37.25000000000006,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14534.0,0.043690656391908625,0.01713224164029173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.175279634772397
129577.99,0.5369006079826679,0.5,8450.0,37.0,0.052649999997997965,32.875,35.25,36.97000000000003,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13534.0,0.04581055120437417,0.0175853406236146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.070455672473647
129638.05,0.5646001607321016,0.5,8450.0,37.0,0.18294999999800735,32.8125,35.25,36.81,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13722.0,0.04562017198659087,0.017417286109896516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1678473208899456
129698.11,0.5588383333771427,0.5,8450.0,37.0,0.26462499999800215,32.875,35.1875,36.97000000000003,0.0,0.02,0.25,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13546.0,0.04591761405580983,0.017495939760815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.1678473208899456
129758.15,0.538993440341809,0.5,8450.0,37.0,0.515724999997998,32.75,35.1875,35.83000000000004,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13375.0,0.045906542056074764,0.017271028037383177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.1678473208899456
129818.19,0.4874341513240043,0.5,8450.0,37.0,0.5093999999980038,32.6875,35.25,35.99000000000001,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12593.0,0.046374970221551653,0.017867069006590963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.1678473208899456
129878.24,0.4690908075116561,0.5,8450.0,37.0,0.4474249999979996,32.75,35.1875,36.410000000000025,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12374.0,0.046791659932115724,0.017536770648133183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.1678473208899456
129938.28,0.4333712726416432,0.5,8450.0,37.0,0.5250749999979978,32.8125,35.25,36.23000000000002,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,11806.0,0.04726410299847535,0.017872268338133154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1678473208899456
129998.35,0.42761498573313084,0.5,8450.0,37.0,0.2937999999980026,33.0,35.25,36.870000000000005,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12025.0,0.046652806652806654,0.017713097713097713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1678473208899456
130058.39,0.4585074414395993,0.5,8450.0,37.0,0.1473499999980019,33.1875,35.25,37.35000000000002,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12791.0,0.04573528262059261,0.017199593464154485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1678473208899456
130118.46,0.46563063208393624,0.5,8450.0,37.0,0.10944999999799515,33.25,35.3125,37.210000000000036,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.111,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12520.0,0.04616613418530351,0.01733226837060703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1678473208899456
