exp_time,od_measured,od_setpoint,od_zero_setpoint,thermostat_setpoint,heating_rate,internal_air_temp,external_air_temp,media_temp,opt_gen_act_int,pump_1_rate,pump_2_rate,pump_3_rate,pump_4_rate,media_vol,stirring_rate,LED_395nm_setpoint,LED_457nm_setpoint,LED_500nm_setpoint,LED_523nm_setpoint,LED_595nm_setpoint,LED_623nm_setpoint,LED_6500K_setpoint,laser_setpoint,LED_UV_int,FP1_base,FP1_emit1,FP1_emit2,FP2_base,FP2_emit1,FP2_emit2,FP3_base,FP3_emit1,FP3_emit2,custom_prog_param1,custom_prog_param2,custom_prog_param3,custom_prog_status,zigzag_target,growth_rate
52611.11,0.48122854737584847,0.5,8450.0,37.0,0.14214999999917657,32.125,33.75,37.27000000000004,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12807.0,0.04036854845006637,0.01600687124228937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1850728683863352
52671.18,0.5009037841143152,0.5,8450.0,37.0,0.12344999999916997,32.25,33.75,37.190000000000055,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13534.0,0.039603960396039604,0.016033692921530958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2460344066818272
52731.22,0.5161035507882479,0.5,8450.0,37.0,0.11444999999916877,32.25,33.75,37.05000000000001,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13013.0,0.04049796357488665,0.01613770844540075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2734128569624823
52791.26,0.5166741097768642,0.5,8450.0,37.0,0.13994999999916888,32.25,33.8125,36.93000000000001,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13918.0,0.03901422618192269,0.015663169995689036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.213056920087081
52851.33,0.5287198564455983,0.5,8450.0,37.0,0.229499999999171,32.125,33.875,36.85000000000002,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14102.0,0.03893064813501631,0.015884271734505743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2215432515464717
52911.39,0.5515632041098983,0.5,8450.0,37.0,0.14164999999916222,32.1875,33.875,37.170000000000016,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14118.0,0.03909902252443689,0.01593710157246069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2873592384242056
52971.47,0.5483059328215979,0.5,8450.0,37.0,0.3759749999991703,32.1875,33.8125,36.85000000000002,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14042.0,0.03916820965674405,0.015667283862697622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.2873592384242056
53031.53,0.5238970333127976,0.5,8450.0,37.0,0.5158749999991704,32.125,33.8125,36.23000000000002,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13855.0,0.039408155900396966,0.015734391916275712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.2873592384242056
53091.59,0.47033226859599486,0.5,8450.0,37.0,0.5819499999991636,32.0625,33.875,36.01000000000005,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13279.0,0.03968672339784622,0.015739136983206566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.2873592384242056
53151.65,0.44999344284737075,0.5,8450.0,37.0,0.3922999999991659,32.1875,33.8125,36.410000000000025,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12553.0,0.04070740062136541,0.016251095355691865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2873592384242056
53211.71,0.4530567550906184,0.5,8450.0,37.0,0.1785499999991571,32.3125,33.8125,37.25000000000006,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12474.0,0.040484207150873815,0.016354016354016353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2873592384242056
53271.78,0.46656350537916513,0.5,8450.0,37.0,0.11864999999915873,32.4375,33.9375,37.410000000000025,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13083.0,0.03966980050447145,0.015898494229152335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2873592384242056
53331.83,0.4896802192645815,0.5,8450.0,37.0,0.11814999999916317,32.5,33.9375,37.35000000000002,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13304.0,0.039461815995189414,0.015559230306674684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2873592384242056
53391.87,0.48458034175861275,0.5,8450.0,37.0,0.14184999999916323,32.5,33.9375,37.27000000000004,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13087.0,0.039810498968441965,0.016046458317414226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2873592384242056
53451.94,0.4959024883734048,0.5,8450.0,37.0,0.15729999999916397,32.5,33.9375,37.170000000000016,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13734.0,0.039027231687782146,0.01580020387359837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2873592384242056
53511.99,0.49375289732227473,0.5,8450.0,37.0,0.12294999999916253,32.4375,33.9375,37.110000000000014,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13849.0,0.039280814499241826,0.015669001371940213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2099588949526763
53572.02,0.5143959137047942,0.5,8450.0,37.0,0.09574999999916625,32.375,33.875,37.09000000000003,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13249.0,0.03977658691221979,0.015850252849271645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2723350848766666
53632.07,0.5273068693226322,0.5,8450.0,37.0,0.13244999999915705,32.3125,33.8125,36.89000000000004,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13241.0,0.040178234272335925,0.016161921305037383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2830866647936885
53692.13,0.5295455777546819,0.5,8450.0,37.0,0.1756499999991578,32.25,33.8125,37.03000000000003,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13990.0,0.03917083631165118,0.015939957112223017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2316420250596058
53752.2,0.5351220934048802,0.5,8450.0,37.0,0.1291499999991549,32.25,33.8125,37.110000000000014,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13198.0,0.040233368692226094,0.0162903470222761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2014870073848205
53812.28,0.5453589665622014,0.5,8450.0,37.0,0.13284999999915892,32.1875,33.8125,37.01000000000005,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14554.0,0.03902707159543768,0.01559708671155696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1982605547864456
53872.36,0.5600312875011643,0.5,8450.0,37.0,0.13104999999915798,32.1875,33.75,37.01000000000005,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14396.0,0.03938594053903862,0.015976660183384273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.1982605547864456
53932.41,0.5266456257874026,0.5,8450.0,37.0,0.47854999999916054,32.0625,33.75,36.39000000000004,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13399.0,0.039704455556384806,0.01604597358011792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.1982605547864456
53992.48,0.5048522153276984,0.5,8450.0,37.0,0.46084999999915877,32.0625,33.6875,36.650000000000034,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12765.0,0.04026635330983157,0.016216216216216217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.1982605547864456
54052.55,0.47759127890163444,0.5,8450.0,37.0,0.4613499999991529,32.0625,33.625,36.710000000000036,0.0,0.02,0.25,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12142.0,0.0411793773678142,0.016636468456596935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.1982605547864456
54112.62,0.4410666347330469,0.5,8450.0,37.0,0.43129999999915913,32.0625,33.625,36.870000000000005,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12721.0,0.040091187799701285,0.016036475119880513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1982605547864456
54172.67,0.43605592711736674,0.5,8450.0,37.0,0.1441499999991486,32.25,33.625,37.170000000000016,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12899.0,0.03969299945732227,0.01628033180866734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1982605547864456
54232.71,0.4560718109387136,0.5,8450.0,37.0,0.10894999999915617,32.3125,33.5625,37.190000000000055,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12930.0,0.04006187161639598,0.01608662026295437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1982605547864456
54292.75,0.47243453032141774,0.5,8450.0,37.0,0.14234999999914738,32.25,33.5,37.25000000000006,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12329.0,0.04079811825776624,0.016059696650174385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1982605547864456
54352.83,0.48711288605051156,0.5,8450.0,37.0,0.20149999999914275,32.375,33.4375,37.01000000000005,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13751.0,0.03912442731437714,0.01585339248054687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1982605547864456
54412.88,0.47354528186926614,0.5,8450.0,37.0,0.20134999999914205,32.25,33.375,37.35000000000002,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13118.0,0.039716420186003965,0.0162372312852569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1982605547864456
54472.93,0.49876835075403536,0.5,8450.0,37.0,0.13144999999913853,32.25,33.4375,37.110000000000014,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13875.0,0.039063063063063064,0.015567567567567567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2940301892001944
54532.97,0.4999234972934148,0.5,8450.0,37.0,0.18194999999914432,32.125,33.375,37.13000000000005,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13400.0,0.03962686567164179,0.016119402985074627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.236268640590653
54593.01,0.5050156718381661,0.5,8450.0,37.0,0.14154999999914666,32.125,33.375,37.110000000000014,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13204.0,0.040139351711602544,0.016282944562253862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2048583510638395
54653.08,0.5262900335637318,0.5,8450.0,37.0,0.1992999999991484,32.0,33.3125,36.93000000000001,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13650.0,0.039706959706959706,0.016263736263736263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2684044132506807
54713.15,0.5330021921733868,0.5,8450.0,37.0,0.12614999999914048,32.0625,33.25,36.950000000000045,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13867.0,0.03944616715944328,0.015576548640657677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2430034375970376
54773.2,0.5461767975623866,0.5,8450.0,37.0,0.17674999999913624,32.0,33.25,36.97000000000003,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14736.0,0.038273615635179156,0.015472312703583062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2541048397300767
54833.28,0.5545889694092908,0.5,8450.0,37.0,0.1525499999991389,32.0625,33.25,37.05000000000001,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14641.0,0.038658561573663,0.015504405436787105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.2541048397300767
54893.35,0.502700403054515,0.5,8450.0,37.0,0.5365499999991341,31.9375,33.1875,36.29000000000002,0.0,0.019846699231770754,0.149386796927083,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13652.0,0.03926164664518019,0.01604160562554937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.2541048397300767
54953.39,0.47205906802293557,0.5,8450.0,37.0,0.5771262432350395,31.875,33.25,36.25000000000006,0.0,0.019710165764787572,0.25,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12632.0,0.04045281823939202,0.015991133628879037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.2541048397300767
55013.46,0.4285891910486608,0.5,8450.0,37.0,0.5538603095409605,32.0,33.1875,36.55000000000001,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12572.0,0.04024817053770283,0.01630607699650016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2541048397300767
55073.53,0.4413339414664213,0.5,8450.0,37.0,0.19604999999913403,32.0625,33.0625,37.210000000000036,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12546.0,0.0403315797863861,0.016100749242786545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2541048397300767
55133.57,0.4553869495230133,0.5,8450.0,37.0,0.12434999999913046,32.1875,33.0625,37.63000000000005,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12939.0,0.03980214854316408,0.015998145142592162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2541048397300767
55193.62,0.45617955442320873,0.5,8450.0,37.0,0.17294999999913202,32.1875,33.0,37.210000000000036,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13320.0,0.03926426426426426,0.01584084084084084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2541048397300767
55253.66,0.46606459166117487,0.5,8450.0,37.0,0.2031999999991369,32.1875,32.875,37.05000000000001,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12878.0,0.04045659263860848,0.016306879950302843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2541048397300767
55313.71,0.4613457460492689,0.5,8450.0,37.0,0.14944999999912467,32.0,32.875,37.190000000000055,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13427.0,0.03895136664928875,0.01564012810009682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2541048397300767
55373.75,0.4729369666900572,0.5,8450.0,37.0,0.09104999999912664,32.0,32.75,37.190000000000055,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13119.0,0.04009451939934446,0.015778641664761034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2658426881722797
55433.79,0.4976654543563813,0.5,8450.0,37.0,0.19124999999912987,31.9375,32.75,36.85000000000002,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13007.0,0.039978473129853156,0.016222034289228877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.355448422002644
55493.86,0.5218219553308251,0.5,8450.0,37.0,0.17004999999913323,32.0,32.8125,37.09000000000003,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13576.0,0.03918680023571008,0.01598408956982911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.4298711261416726
55553.93,0.5204073428219025,0.5,8450.0,37.0,0.22629999999913464,31.9375,32.875,36.870000000000005,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13931.0,0.03912138396382169,0.01593568300911636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.3502337954456674
55613.99,0.5203113823091648,0.5,8450.0,37.0,0.18054999999913277,31.8125,32.9375,37.05000000000001,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13210.0,0.04019682059046177,0.016048448145344438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.282168869660469
55674.02,0.5189598099000178,0.5,8450.0,37.0,0.1625499999991315,31.9375,33.0,37.170000000000016,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14382.0,0.03893756083993881,0.015575024335975525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2102574204870058
55734.09,0.5314037706737038,0.5,8450.0,37.0,0.20194999999912236,31.9375,33.0625,37.190000000000055,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14229.0,0.038934570243868157,0.015742497715932252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2208316087843007
55794.17,0.5571415522413093,0.5,8450.0,37.0,0.09534999999912722,31.9375,33.1875,37.03000000000003,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14273.0,0.03909479436698662,0.01597421705317733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.301681664023861
55854.25,0.5744979658755036,0.5,8450.0,37.0,0.49419999999912684,31.9375,33.25,36.410000000000025,0.0,0.02,0.25,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13948.0,0.03943217665615142,0.01605965012905076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.301681664023861
55914.31,0.4946689934473304,0.5,8450.0,37.0,0.5632499999991206,31.8125,33.3125,36.210000000000036,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,14359.0,0.03899993035726722,0.015669614875687722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.301681664023861
55974.35,0.4724907465005168,0.5,8450.0,37.0,0.5857249999991272,31.8125,33.4375,36.29000000000002,0.0,0.02,0.15000000000000002,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13222.0,0.03978218121312963,0.015806988352745424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.301681664023861
56034.4,0.43394487969380147,0.5,8450.0,37.0,0.5811749999991294,31.875,33.4375,36.49000000000001,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12488.0,0.040438821268417684,0.016335682254964765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.301681664023861
56094.47,0.44516188816313995,0.5,8450.0,37.0,0.1933499999991189,32.0625,33.4375,37.29000000000002,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12974.0,0.03992600585786959,0.016263295822414058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.301681664023861
56154.54,0.44129095902349613,0.5,8450.0,37.0,0.2143999999991137,32.3125,33.4375,37.13000000000005,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12779.0,0.04014398622740434,0.015963690429611082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.301681664023861
56214.59,0.45594566276475557,0.5,8450.0,37.0,0.11174999999911411,32.3125,33.5,37.33000000000004,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13304.0,0.03961214672279014,0.01585989176187613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.301681664023861
56274.63,0.46612517623922217,0.5,8450.0,37.0,0.10144999999912319,32.3125,33.5625,37.33000000000004,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13217.0,0.03957025043504577,0.01603994855110842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.301681664023861
56334.68,0.46410548263873225,0.5,8450.0,37.0,0.14154999999912,32.375,33.625,37.190000000000055,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12898.0,0.04008373391223446,0.016204062645371376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.301681664023861
56394.75,0.4805151283672846,0.5,8450.0,37.0,0.18204999999912067,32.3125,33.5625,37.09000000000003,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,12846.0,0.04040168145726296,0.015880429705744978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.3408381394835842
56454.79,0.49567197959524123,0.5,8450.0,37.0,0.2137999999991108,32.3125,33.6875,36.950000000000045,0.0,0.0,0.25,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13025.0,0.04015355086372361,0.016276391554702497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.3669632243220375
56514.85,0.49485843106210176,0.5,8450.0,37.0,0.15624999999911796,32.25,33.6875,37.170000000000016,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13815.0,0.03937748823742309,0.01577994933043793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.2936871050706045
56574.92,0.5190649551721379,0.5,8450.0,37.0,0.12964999999910604,32.25,33.75,37.210000000000036,0.0,0.0,0.07,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13901.0,0.0394216243435724,0.015754262283288974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.3722746678165052
56634.99,0.5220759099156178,0.5,8450.0,37.0,0.1377499999991052,32.25,33.8125,37.210000000000036,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13389.0,0.03965942191351109,0.015983269848383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.3210128408115778
56695.06,0.5321765481303743,0.5,8450.0,37.0,0.19064999999911136,32.1875,33.8125,37.110000000000014,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13051.0,0.04045666998697418,0.016320588460654355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.312449077989423
56755.13,0.5665609198078411,0.5,8450.0,37.0,0.13144999999910323,32.1875,33.875,37.03000000000003,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0,13680.0,0.039546783625731,0.015862573099415203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.4346545846332526
