exp_time,od_measured,od_setpoint,od_zero_setpoint,thermostat_setpoint,heating_rate,internal_air_temp,external_air_temp,media_temp,opt_gen_act_int,pump_1_rate,pump_2_rate,pump_3_rate,pump_4_rate,media_vol,stirring_rate,comm_tar,comm_est,pid_kp,pid_ki,pid_kd,Van,OC6,IPTG,LED_457nm_setpoint,LED_500nm_setpoint,LED_523nm_setpoint,LED_595nm_setpoint,LED_623nm_setpoint,LED_6500K_setpoint,laser_setpoint,LED_UV_int,FP1_base,FP1_emit1,FP1_emit2,FP2_base,FP2_emit1,FP2_emit2,FP3_base,FP3_emit1,FP3_emit2,custom_prog_param1,custom_prog_param2,custom_prog_param3,custom_prog_status,zigzag_target,growth_rate
2042.12,0.024022375,0.5,6358.2,37,0.125,32.875,34.5625,37.09,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9638,0.035069516,0.016600955,4424,0.04181736,0.034810127,3146,0.018118245,0,0,0,0,0,5,-0.010808894
2102.17,0.024508445,0.5,6358.2,37,0.1111,32.875,34.5625,36.73,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9645,0.035044064,0.016796267,4418,0.042326845,0.035536442,3134,0.017230377,0,0,0,0,0,5,0.049827754
2162.24,0.025382738,0.5,6358.2,37,0.1876,32.8125,34.5,36.97,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9636,0.035180573,0.016708178,4404,0.042007266,0.035195277,3109,0.018333869,0,0,0,0,0,5,0.152491086
2222.31,0.025253629,0.5,6358.2,37,0.2053,32.75,34.4375,36.87,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9614,0.035261078,0.016746411,4424,0.0420434,0.035262206,3110,0.018327974,0,0,0,0,0,5,0.129568087
2282.38,0.025415327,0.5,6358.2,37,0.1477,32.8125,34.5,37.05,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9648,0.035136816,0.016791045,4412,0.042157752,0.03513146,3117,0.018607636,0,0,0,0,0,5,0.142237395
2342.42,0.025577662,0.5,6358.2,37,0.1889,32.875,34.4375,37.05,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9761,0.035037394,0.016801557,4432,0.042193141,0.034747292,3137,0.018807778,0,0,0,0,0,5,0.15422639
2402.47,0.026681022,0.5,6358.2,37,0.1303,32.8125,34.375,36.95,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9620,0.035135135,0.016943867,4434,0.041271989,0.034957149,3168,0.018939394,0,0,0,0,0,5,0.273214521
2462.53,0.025870283,0.5,6358.2,37,0.1656,32.9375,34.3125,36.77,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9623,0.035332017,0.016938585,4446,0.041835358,0.035087719,3160,0.01835443,0,0,0,0,0,5,0.166981042
2522.57,0.026389967,0.5,6358.2,37,0.1706,32.875,34.3125,36.89,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9598,0.035424047,0.016878516,4461,0.041694687,0.034745573,3133,0.018831791,0,0,0,0,0,5,0.218298895
2582.62,0.027397673,0.5,6358.2,37,0.1453,32.875,34.3125,36.93,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9671,0.035156654,0.016751112,4452,0.042228212,0.035040431,3144,0.018765903,0,0,0,0,0,5,0.319806482
2642.69,0.026778218,0.5,6358.2,37,0.1733,32.75,34.375,36.97,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9691,0.035290476,0.01681973,4427,0.042240795,0.035464197,3147,0.018748014,0,0,0,0,0,5,0.235208254
2702.75,0.028111677,0.5,6358.2,37,0.1574,32.8125,34.3125,37.03,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9628,0.035105941,0.016929788,4462,0.041909458,0.0349619,3134,0.01818762,0,0,0,0,0,5,0.369236598
2762.79,0.028078993,0.5,6358.2,37,0.1368,32.8125,34.375,36.81,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9622,0.035127832,0.016940345,4455,0.041975309,0.034567901,3137,0.018489002,0,0,0,0,0,5,0.347284804
2822.86,0.028177444,0.5,6358.2,37,0.1718,32.6875,34.4375,36.73,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9658,0.035203976,0.017084282,4448,0.042041367,0.035521583,3146,0.018436109,0,0,0,0,0,5,0.340420755
2882.92,0.028535317,0.5,6358.2,37,0.1447,32.8125,34.375,36.87,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9674,0.034939012,0.016745917,4481,0.041954921,0.035259987,3140,0.018471338,0,0,0,0,0,5,0.361261925
2943,0.029381787,0.5,6358.2,37,0.1632,32.8125,34.4375,37.03,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9617,0.035250078,0.016949153,4442,0.042098154,0.034894192,3149,0.018418546,0,0,0,0,0,5,0.43089623
3003.07,0.029577815,0.5,6358.2,37,0.1829,32.75,34.4375,36.81,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9697,0.035165515,0.016706198,4481,0.041954921,0.035259987,3175,0.018582677,0,0,0,0,0,5,0.42930026
3063.13,0.028860518,0.5,6358.2,37,0.2068,32.8125,34.4375,36.85,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9690,0.03498452,0.016924665,4447,0.04182595,0.0353047,3167,0.018945374,0,0,0,0,0,5,0.334184918
3123.2,0.030426411,0.5,6358.2,37,0.1718,32.875,34.4375,36.81,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9740,0.035112936,0.016632444,4457,0.042180839,0.035449854,3161,0.018664979,0,0,0,0,0,5,0.475985238
3183.27,0.031537859,0.5,6358.2,37,0.1998,32.75,34.4375,36.95,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9740,0.035420945,0.016940452,4503,0.041972019,0.034865645,3212,0.01867995,0,0,0,0,0,5,0.559819036
3243.33,0.03081863,0.5,6358.2,37,0.1718,32.8125,34.5,36.89,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9706,0.035235937,0.017102823,4485,0.042363434,0.03522854,3174,0.018903592,0,0,0,0,0,5,0.46262009
3303.37,0.031766051,0.5,6358.2,37,0.1147,32.8125,34.4375,36.97,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9749,0.035080521,0.016822238,4492,0.042742654,0.034728406,3162,0.018975332,0,0,0,0,0,5,0.530325389
3363.42,0.033405573,0.5,6358.2,37,0.1871,32.875,34.4375,36.87,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9815,0.03494651,0.016811004,4511,0.042340944,0.035247174,3187,0.019140257,0,0,0,0,0,5,0.654782927
3423.49,0.033829799,0.5,6358.2,37,0.13,32.875,34.4375,37.05,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9733,0.035240933,0.016849892,4502,0.041981342,0.03553976,3182,0.019484601,0,0,0,0,0,5,0.659901647
3483.56,0.034190794,0.5,6358.2,37,0.1712,32.75,34.375,37.01,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9826,0.035314472,0.016486872,4499,0.041342521,0.034896644,3156,0.018377693,0,0,0,0,0,5,0.65874972
3543.61,0.03399425,0.5,6358.2,37,0.1512,32.8125,34.375,37.05,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9787,0.035250843,0.016756922,4488,0.041889483,0.034313725,3168,0.018308081,0,0,0,0,0,5,0.608517125
3603.67,0.036329528,0.5,6358.2,37,0.1556,32.8125,34.3125,36.89,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9808,0.035073409,0.016415171,4534,0.042126158,0.034847816,3202,0.017801374,0,0,0,0,0,5,0.77740967
3663.75,0.034716287,0.5,6358.2,37,0.1647,32.875,34.3125,36.87,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9767,0.035323027,0.016791236,4502,0.041981342,0.03487339,3167,0.018629618,0,0,0,0,0,5,0.602273459
3723.82,0.035668937,0.5,6358.2,37,0.1288,32.8125,34.375,36.77,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9891,0.034981296,0.016378526,4527,0.042191297,0.035122598,3213,0.01774043,0,0,0,0,0,5,0.653373531
3783.88,0.037117851,0.5,6358.2,37,0.1723,32.75,34.375,36.97,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9785,0.035053654,0.016453756,4513,0.041879016,0.034788389,3209,0.018697414,0,0,0,0,0,5,0.740158329
3843.96,0.037811924,0.5,6358.2,37,0.1485,32.6875,34.375,36.81,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9974,0.034890716,0.016843794,4520,0.042256637,0.034955752,3228,0.018587361,0,0,0,0,0,5,0.758729892
3904.01,0.037183521,0.5,6358.2,37,0.1909,32.75,34.375,36.85,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9973,0.034793944,0.016845483,4535,0.041896362,0.034840132,3187,0.018512708,0,0,0,0,0,5,0.670516946
3964.08,0.039230531,0.5,6358.2,37,0.178,32.75,34.3125,37.11,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9919,0.035084182,0.016836375,4527,0.042191297,0.034901701,3176,0.018576826,0,0,0,0,0,5,0.797759942
4024.16,0.038107303,0.5,6358.2,37,0.1518,32.8125,34.4375,37.01,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9993,0.034824377,0.016811768,4517,0.042727474,0.034978968,3225,0.018604651,0,0,0,0,0,5,0.670723851
4084.23,0.038932201,0.5,6358.2,37,0.1786,32.8125,34.375,36.81,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9895,0.035169277,0.016472966,4551,0.042847726,0.034497913,3256,0.018734644,0,0,0,0,0,5,0.701434956
4144.27,0.040952131,0.5,6358.2,37,0.1274,32.8125,34.4375,37.01,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9905,0.034931853,0.016860172,4515,0.042303433,0.035437431,3218,0.018645121,0,0,0,0,0,5,0.818109655
4204.35,0.042410873,0.5,6358.2,37,0.1088,32.8125,34.4375,37.05,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9856,0.035206981,0.016842532,4580,0.041266376,0.035371179,3221,0.018938218,0,0,0,0,0,5,0.882206958
4264.42,0.041282606,0.5,6358.2,37,0.1968,32.8125,34.375,36.89,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9812,0.035161027,0.016816143,4508,0.042369122,0.035492458,3221,0.018938218,0,0,0,0,0,5,0.757206051
4324.46,0.042975653,0.5,6358.2,37,0.2068,32.8125,34.5,36.97,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9927,0.035055908,0.016722071,4518,0.042054006,0.035192563,3240,0.019135802,0,0,0,0,0,5,0.839923207
4384.51,0.043041839,0.5,6358.2,37,0.1453,32.6875,34.4375,36.87,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9781,0.035272467,0.01697168,4556,0.04214223,0.035338016,3213,0.018985372,0,0,0,0,0,5,0.802543754
4444.57,0.044171883,0.5,6358.2,37,0.1768,32.8125,34.4375,36.77,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9998,0.035007001,0.016503301,4578,0.041939712,0.034731324,3201,0.018119338,0,0,0,0,0,5,0.840163985
4504.63,0.045203156,0.5,6358.2,37,0.1653,32.625,34.4375,37.01,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9958,0.035047198,0.016770436,4570,0.042450766,0.034573304,3224,0.019540943,0,0,0,0,0,5,0.867391127
4564.7,0.045503603,0.5,6358.2,37,0.1756,32.625,34.375,37.05,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9833,0.035289332,0.016983627,4569,0.042460057,0.034799737,3218,0.018645121,0,0,0,0,0,5,0.843895397
4624.79,0.046706075,0.5,6358.2,37,0.1309,32.75,34.375,36.87,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9893,0.035277469,0.016577378,4598,0.042192258,0.034580252,3239,0.018524236,0,0,0,0,0,5,0.879948818
4684.86,0.04690497,0.5,6358.2,37,0.1777,32.8125,34.3125,36.97,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10028,0.035301157,0.016354208,4605,0.041910966,0.035396308,3255,0.018740399,0,0,0,0,0,5,0.848699585
4744.94,0.049485181,0.5,6358.2,37,0.135,32.75,34.3125,37.05,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9976,0.035084202,0.016840417,4574,0.041976388,0.035198951,3271,0.018648731,0,0,0,0,0,5,0.966913425
4804.98,0.050220332,0.5,6358.2,37,0.1677,32.875,34.3125,36.97,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9969,0.035108837,0.016751931,4623,0.042180402,0.034609561,3242,0.017890191,0,0,0,0,0,5,0.96280791
4865.04,0.048711522,0.5,6358.2,37,0.1318,32.6875,34.25,36.81,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10021,0.035026444,0.016764794,4613,0.04227184,0.034467808,3265,0.019295559,0,0,0,0,0,5,0.823154384
4925.11,0.050589796,0.5,6358.2,37,0.1347,32.8125,34.25,37.03,0,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,9978,0.035377831,0.016837041,4625,0.041945946,0.035027027,3257,0.019035923,0,0,0,0,0,5,0.895499605
