exp_time,od_measured,od_setpoint,od_zero_setpoint,thermostat_setpoint,heating_rate,internal_air_temp,external_air_temp,media_temp,opt_gen_act_int,pump_1_rate,pump_2_rate,pump_3_rate,pump_4_rate,media_vol,stirring_rate,OC6 (nM),IPTG (uM),,LED_457nm_setpoint,LED_500nm_setpoint,LED_523nm_setpoint,LED_595nm_setpoint,LED_623nm_setpoint,LED_6500K_setpoint,laser_setpoint,LED_UV_int,FP1_base,FP1_emit1,FP1_emit2,FP2_base,FP2_emit1,Background,Background Corrected,Post Induction Average,Normalised FP2,FP2 Moving Average,mScarlet Signal (AU),FP2_emit2,FP3_base,FP3_emit1,FP3_emit2,custom_prog_param1,custom_prog_param2,custom_prog_param3,custom_prog_status,zigzag_target,growth_rate,,,OC6 (nM),IPTG (uM)
23.46,0.508833097,0.5,7176,37,0.21345,32.25,33.75,37.11,0,0,0,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16482,0.03506856,0.015896129,7122,0.177899466,,0.128126713,,1.042176655,0.998810605,0.998810605,0.152906487,6342,0.048249763,0,0,0,0,0,5,0.975493787,0.988251866,0.000274514,0,29.99999998
23.47,0.516779856,0.5,7176,37,0.17455,32.1875,33.75,37.19,0,0,0,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17295,0.034634287,0.015784909,7548,0.172231055,,0.122458301,,0.996070059,0.998610512,0.998610512,0.147323794,6565,0.047220107,0,0,0,0,0,5,0.973209842,0.984291227,0.000273414,0,29.99999998
23.49,0.534289582,0.5,7176,37,0.18245,32.25,33.75,37.01,0,0,0,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17092,0.034987128,0.01567985,7166,0.180156294,,0.13038354,,1.060533581,0.999451024,0.999451024,0.154479486,6890,0.046879536,0,0,0,0,0,5,1.024512371,0.980330587,0.000272314,0,29.99999998
23.51,0.517377685,0.5,7176,37,0.20915,32.25,33.75,36.93,0,0,0,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17624,0.034498411,0.015490241,7410,0.178002699,,0.128229946,,1.043016344,1.000400183,1.000400183,0.153036437,7029,0.047232892,0,0,0,0,0,5,0.876792232,0.976369948,0.000271214,0,29.99999998
23.52,0.523036847,0.5,7176,37,0.24595,32.25,33.8125,36.97,0,0,0,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16611,0.035037024,0.015953284,7500,0.178666667,,0.128893913,,1.048417025,1.001478817,1.001478817,0.153466667,6628,0.048581774,0,0,0,0,0,5,0.865588945,0.972409309,0.000270114,0,29.99999998
23.54,0.548972821,0.5,7176,37,0.18765,32.1875,33.9375,37.09,0,0,0,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16223,0.035505147,0.016026629,7666,0.178189408,,0.128416655,,1.044535024,1.004079002,1.004079002,0.153143752,7194,0.047122602,0,0,0,0,0,5,0.967500551,0.963132042,0.000267537,0,29.99999998
23.56,0.550859241,0.5,7176,37,0.17495,32.25,33.9375,36.97,0,0.02,0.15,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16945,0.035231632,0.01575686,7842,0.176740627,,0.126967874,,1.032750712,1.006870959,1.006870959,0.151747003,6953,0.048180641,0,0,0,0,0,0.44,0.967500551,0.95487625,0.000265243,0,29.99999998
23.57,0.519515938,0.5,7176,37,0.497475,32.125,33.9375,36.33,0,0.02,0.15,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16384,0.035217285,0.015991211,7330,0.177353342,,0.127580589,,1.037734508,1.007937104,1.007937104,0.151841746,6496,0.047567734,0,0,0,0,0,0.44,0.967500551,0.951258036,0.000264238,0,29.99999999
23.59,0.46688489,0.5,7176,37,0.604875,32.125,34,36.29,0,0.02,0.15,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16621,0.034895614,0.015642861,6935,0.173612112,,0.123839359,,1.007303519,1.010064026,1.010064026,0.14852199,6216,0.046814672,0,0,0,0,0,0.44,0.967500551,0.942395051,0.000261776,0,29.99999999
23.61,0.409888954,0.5,7176,37,0.388,32.1875,34.0625,36.63,0,0,0.25,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15280,0.035471204,0.015968586,6716,0.167361525,,0.117588772,,0.956461533,1.010574569,1.010574569,0.142644431,6647,0.043929592,0,0,0,0,0,5,0.967500551,0.938386349,0.000260663,0,29.99999999
23.62,0.457188125,0.5,7176,37,0.25045,32.4375,34.0625,37.25,0,0,0.07,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15674,0.035472757,0.015886181,6836,0.165740199,,0.115967446,,0.943273745,1.012170015,1.012170015,0.141018139,6075,0.045761317,0,0,0,0,0,5,0.967500551,0.935215252,0.000259782,0,29.99999999
23.64,0.447311426,0.5,7176,37,0.16815,32.625,34,37.35,0,0,0.07,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,14630,0.036226931,0.016267943,6889,0.166352156,,0.116579402,,0.948251372,1.010930917,1.010930917,0.141820293,6360,0.045125786,0,0,0,0,0,5,0.967500551,0.927559309,0.000257655,0,29.99999999
23.66,0.451163303,0.5,7176,37,0.17615,32.5625,34,37.37,0,0,0.07,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16019,0.03520819,0.015731319,6841,0.168688788,,0.118916035,,0.967257431,1.013493655,1.013493655,0.144569507,6298,0.045252461,0,0,0,0,0,5,0.967500551,0.919843956,0.000255512,0,29.99999999
23.67,0.460356981,0.5,7176,37,0.19685,32.5625,34.0625,37.25,0,0,0.07,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16271,0.035277488,0.015856432,6911,0.16958472,,0.119811967,,0.974544899,1.013639611,1.013639611,0.145420344,6120,0.046405229,0,0,0,0,0,5,0.967500551,0.915594627,0.000254332,0,29.99999999
23.69,0.492595818,0.5,7176,37,0.1317,32.625,34.0625,37.45,0,0,0.25,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15991,0.035332374,0.015883935,6893,0.173364283,,0.123591529,,1.005287683,1.01582534,1.01582534,0.148701581,6036,0.047051027,0,0,0,0,0,5,0.967500551,0.91837959,0.000255105,0,29.99999999
23.71,0.482315088,0.5,7176,37,0.09845,32.5625,34.0625,37.13,0,0,0.07,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16572,0.034636737,0.015628771,6912,0.174913194,,0.125140441,,1.017886459,1.01481241,1.01481241,0.150318287,6081,0.047525078,0,0,0,0,0,5,0.855851367,0.921698044,0.000256027,0,29.99999999
23.72,0.50039659,0.5,7176,37,0.18245,32.5,34.0625,37.17,0,0,0.07,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16002,0.035495563,0.016060492,6790,0.178645066,,0.128872313,,1.048241329,1.013073023,1.013073023,0.153019146,6634,0.046578233,0,0,0,0,0,5,0.923468857,0.920163564,0.000255601,0,29.99999999
23.74,0.500323597,0.5,7176,37,0.19265,32.4375,34,37.13,0,0,0.07,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16233,0.035236863,0.016078359,7194,0.174172922,,0.124400169,,1.011865117,1.009928057,1.009928057,0.148874062,6820,0.045894428,0,0,0,0,0,5,0.876857774,0.918629084,0.000255175,0,29.99999999
23.76,0.505243209,0.5,7176,37,0.15725,32.375,34.125,37.09,0,0,0.07,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16333,0.034959897,0.015673789,7137,0.177245341,,0.127472588,,1.036856031,1.006391023,1.006391023,0.151464201,6390,0.047574335,0,0,0,0,0,5,0.862369383,0.917094603,0.000254749,0,29.99999999
23.77,0.5106303,0.5,7176,37,0.17305,32.375,34.0625,36.97,0,0,0,0,0,20,0.5,0,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16811,0.035036583,0.015882458,7374,0.17453214,,0.124759387,,1.014786979,1.003581306,1.003581306,0.149443992,6719,0.046733145,0,0,0,0,0,5,0.8510687,0.915560123,0.000254322,0,29.99999999
23.79,0.522822107,0.5,7176,37,0.24455,32.3125,34.125,36.81,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16208,0.03541461,0.016103159,7470,0.174966533,,0.12519378,,1.01832031,1.003995778,1.003995778,0.15060241,6546,0.047662695,0,0,0,0,0,5,0.879301531,0.914025643,0.000253896,0,29.99999999
23.81,0.519241333,0.5,7176,37,0.22545,32.25,34.0625,36.93,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16366,0.035317121,0.015947696,7510,0.174700399,,0.124927646,,1.016155594,1.004837812,1.004837812,0.150199734,7018,0.046024508,0,0,0,0,0,5,0.814718968,0.912491163,0.00025347,0,29.99999999
23.82,0.525720784,0.5,7176,37,0.22515,32.3125,34.0625,37.09,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16601,0.035419553,0.015721944,7375,0.178847458,,0.129074704,,1.04988757,1.005179957,1.005179957,0.153627119,6694,0.047654616,0,0,0,0,0,5,0.811187432,0.910956683,0.000253044,0,29.99999999
23.84,0.555380267,0.5,7176,37,0.13585,32.3125,34,37.03,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16817,0.03514301,0.0156984,7428,0.180533118,,0.130760365,,1.063598652,1.006486154,1.006486154,0.155223479,6584,0.048147023,0,0,0,0,0,5,0.935276467,0.910840279,0.000253011,0,29.99999999
23.86,0.554335377,0.5,7176,37,0.4318,32.25,34,36.65,0,0.02,0.25,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16288,0.035609037,0.016085462,7362,0.183645748,,0.133872995,,1.088916642,1.008465356,1.008465356,0.157565879,7029,0.047232892,0,0,0,0,0,0.44,0.935276467,0.914525764,0.000254035,9,29.99999999
23.87,0.501870617,0.5,7176,37,0.52735,32.1875,34.0625,36.23,0,0.019720632,0.148882526,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16476,0.035263413,0.015780529,7299,0.176051514,,0.126278761,,1.027145496,1.008894259,1.008894259,0.150568571,6717,0.046895936,0,0,0,0,0,0.44,0.935276467,0.915794518,0.000254387,16.54314174,29.99999999
23.89,0.450440061,0.5,7176,37,0.58992292,32.125,34.0625,36.09,0,0.013523212,0.124092846,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16224,0.034886588,0.015594181,6897,0.17369871,,0.123925956,,1.008007896,1.010228258,1.010228258,0.148180368,6516,0.045426642,0,0,0,0,0,0.44,0.935276467,0.922642896,0.00025629,20.95071404,29.99999999
23.91,0.450611362,0.5,7176,37,0.530209706,32.25,34.0625,36.23,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15898,0.034972953,0.015599446,6737,0.168621048,,0.118848295,,0.966706435,1.007703961,1.007703961,0.143981,5895,0.046310433,0,0,0,0,0,5,0.935276467,0.928068409,0.000257797,20.95071404,29.99999999
23.92,0.456291276,0.5,7176,37,0.21375,32.4375,34.0625,37.19,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15677,0.035274606,0.015755565,6753,0.168221531,,0.118448778,,0.963456785,1.008445102,1.008445102,0.143491781,6456,0.044919455,0,0,0,0,0,5,0.935276467,0.934474108,0.000259576,20.95071404,29.99999999
23.94,0.472263911,0.5,7176,37,0.2587,32.5625,34,37.05,0,0,0.25,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15480,0.035335917,0.015633075,7021,0.166358069,,0.116585315,,0.948299468,1.008069691,1.008069691,0.142287423,6091,0.045969463,0,0,0,0,0,5,0.935276467,0.940282734,0.00026119,20.95071404,29.99999999
23.96,0.472248043,0.5,7176,37,0.17315,32.5625,34.0625,37.35,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15578,0.035562973,0.015598922,6988,0.168431597,,0.118658844,,0.96516545,1.010090679,1.010090679,0.143961076,6662,0.044581207,0,0,0,0,0,5,0.935276467,0.946629487,0.000262953,20.95071404,29.99999999
23.97,0.486745939,0.5,7176,37,0.19005,32.5625,34.125,37.27,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15430,0.035904083,0.015942968,7081,0.167914136,,0.118141383,,0.96095645,1.010413517,1.010413517,0.14447112,6836,0.044616735,0,0,0,0,0,5,0.935276467,0.95163182,0.000264342,20.95071404,29.99999999
23.99,0.474185115,0.5,7176,37,0.14095,32.5,34.125,37.21,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15730,0.03553719,0.015893198,7325,0.167235495,,0.117462742,,0.955436412,1.00792095,1.00792095,0.142798635,6328,0.046776233,0,0,0,0,0,5,0.935276467,0.959709514,0.000266586,20.95071404,29.99999999
24.01,0.486439364,0.5,7176,37,0.21025,32.5,34.0625,37.19,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15740,0.035641677,0.015946633,7137,0.17206109,,0.122288337,,0.994687576,1.002538038,1.002538038,0.147400869,6405,0.046682279,0,0,0,0,0,5,0.965056064,0.967955375,0.000268876,20.95071404,29.99999999
24.02,0.507658894,0.5,7176,37,0.1961,32.4375,34.0625,37.13,0,0,0.25,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15966,0.035450332,0.015846173,7121,0.174694565,,0.124921812,,1.01610814,0.996463453,0.996463453,0.149698076,6442,0.046879851,0,0,0,0,0,5,1.044895751,0.970292235,0.000269526,20.95071404,29.99999999
24.04,0.507911673,0.5,7176,37,0.21535,32.375,34.0625,37.11,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16851,0.034953415,0.015488695,7239,0.174471612,,0.124698859,,1.014294649,0.98900339,0.98900339,0.149330018,6684,0.046529025,0,0,0,0,0,5,0.994144387,0.972629095,0.000270175,20.95071404,29.99999999
24.06,0.517348952,0.5,7176,37,0.17845,32.3125,34.0625,37.09,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16096,0.035350398,0.015780318,7171,0.178357272,,0.128584519,,1.045900426,0.984758007,0.984758007,0.152837819,6494,0.04789036,0,0,0,0,0,5,0.999667291,0.974965955,0.000270824,20.95071404,29.99999999
24.07,0.532699695,0.5,7176,37,0.20815,32.3125,34.0625,37.11,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17883,0.034222446,0.01554549,7599,0.172127912,,0.122355158,,0.995231099,0.982370795,0.982370795,0.147782603,6771,0.04666962,0,0,0,0,0,5,1.037404643,0.977302815,0.000271473,20.95071404,29.99999999
24.09,0.537308374,0.5,7176,37,0.21105,32.3125,34.125,37.05,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17236,0.034810861,0.015722906,7502,0.176086377,,0.126313624,,1.02742907,0.981650576,0.981650576,0.151026393,6566,0.047669814,0,0,0,0,0,5,1.011377439,0.979639675,0.000272122,20.95071404,29.99999999
24.11,0.541541392,0.5,7176,37,0.20395,32.25,34.0625,37.01,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16302,0.03539443,0.015764937,7562,0.176276117,,0.126503364,,1.02897241,0.981438472,0.981438472,0.151150489,6591,0.048551054,0,0,0,0,0,5,0.984350527,0.98416428,0.000273379,20.95071404,29.99999999
24.12,0.540720622,0.5,7176,37,0.17065,32.25,34.0625,37.09,0,0.02,0.15,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16340,0.035434517,0.015789474,7516,0.179749867,,0.129977114,,1.057227725,0.982679036,0.982679036,0.154204364,6796,0.04841083,0,0,0,0,0,0.44,0.984350527,0.987898311,0.000274416,26.80810694,29.99999999
24.14,0.492781966,0.5,7176,37,0.521425,32.125,34.0625,36.23,0,0.02,0.15,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17297,0.034572469,0.015609643,7281,0.175800027,,0.126027274,,1.025099917,0.984489999,0.984489999,0.150528774,6291,0.048005087,0,0,0,0,0,0.44,0.984350527,0.991364412,0.000275379,31.7868909,29.99999999
24.16,0.470836931,0.5,7176,37,0.581525,32.125,34.0625,36.29,0,0.02,0.15,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16209,0.034857178,0.015485224,7090,0.168265162,,0.118492409,,0.963811677,0.985328249,0.985328249,0.143441467,6176,0.046470207,0,0,0,0,0,0.44,0.984350527,0.999424475,0.000277618,36.01885726,30
24.17,0.414328047,0.5,7176,37,0.583225,32.125,34,36.29,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15230,0.035850295,0.015889691,6602,0.164950015,,0.115177262,,0.936846427,0.986832314,0.986832314,0.141320812,6256,0.044597187,0,0,0,0,0,5,0.984350527,1.006633371,0.00027962,36.01885726,30
24.19,0.442587283,0.5,7176,37,0.2468,32.4375,34,37.19,0,0,0.25,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15468,0.035040083,0.015515904,6697,0.164849933,,0.11507718,,0.936032362,0.987420939,0.987420939,0.140361356,6305,0.044567803,0,0,0,0,0,5,0.984350527,1.011928979,0.000281091,36.01885726,30
24.21,0.442573073,0.5,7176,37,0.17505,32.5625,34,37.45,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15125,0.035636364,0.015801653,6795,0.164385578,,0.114612824,,0.932255319,0.988083787,0.988083787,0.140544518,6196,0.045190445,0,0,0,0,0,5,0.984350527,1.013609952,0.000281558,36.01885726,30
24.22,0.459253464,0.5,7176,37,0.15005,32.5625,34,37.49,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15216,0.03568612,0.015838591,6875,0.165090909,,0.115318156,,0.937992452,0.988304057,0.988304057,0.140945455,6046,0.045815415,0,0,0,0,0,5,0.984350527,1.019868554,0.000283297,36.01885726,30
24.24,0.461853066,0.5,7176,37,0.17425,32.5625,33.9375,37.19,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16301,0.034905834,0.015581866,6906,0.167535476,,0.117762723,,0.957876447,0.988182538,0.988182538,0.142919201,6393,0.045049273,0,0,0,0,0,5,0.984350527,1.019782968,0.000283273,36.01885726,30
24.26,0.455472352,0.5,7176,37,0.18055,32.5,33.9375,37.33,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15271,0.035623076,0.016043481,7022,0.166761606,,0.116988853,,0.951581825,0.98995732,0.98995732,0.14226716,6301,0.045548326,0,0,0,0,0,5,0.984350527,1.011364939,0.000280935,36.01885726,30
24.27,0.470151541,0.5,7176,37,0.2202,32.5,33.875,37.09,0,0,0.25,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15693,0.035429809,0.015866947,7115,0.167673928,,0.117901175,,0.959002609,0.992650422,0.992650422,0.143499649,6218,0.04567385,0,0,0,0,0,5,1.030293163,1.007869503,0.000279964,36.01885726,30
24.29,0.475654908,0.5,7176,37,0.18705,32.4375,33.9375,37.21,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15990,0.035522201,0.015697311,7083,0.169560921,,0.119788167,,0.974351315,0.993564573,0.993564573,0.144853875,6349,0.046306505,0,0,0,0,0,5,1.013691114,1.005661063,0.00027935,36.01885726,30
24.31,0.482852851,0.5,7176,37,0.18925,32.4375,34,37.27,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16433,0.034747155,0.015578409,7013,0.173107087,,0.123334334,,1.003195665,0.992313156,0.992313156,0.148010837,6408,0.04650437,0,0,0,0,0,5,1.008064588,1.003452623,0.000278737,36.01885726,30
24.32,0.507081003,0.5,7176,37,0.18385,32.375,33.9375,37.21,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17244,0.034446764,0.015135699,7279,0.170078307,,0.120305554,,0.978559716,0.990457651,0.990457651,0.145212254,6467,0.04623473,0,0,0,0,0,5,1.104537789,1.001244183,0.000278123,36.01885726,30
24.34,0.513434035,0.5,7176,37,0.16875,32.3125,34,36.89,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15401,0.035647036,0.015778196,7375,0.171118644,,0.121345891,,0.987021765,0.989127857,0.989127857,0.146983051,6331,0.047701785,0,0,0,0,0,5,1.086663295,0.999035743,0.00027751,36.01885726,30
24.36,0.52100838,0.5,7176,37,0.17135,32.375,34,36.95,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16815,0.034909307,0.015521855,7328,0.173580786,,0.123808033,,1.007048711,0.989543965,0.989543965,0.148744541,6719,0.046881976,0,0,0,0,0,5,1.076263832,0.996827303,0.000276896,36.01885726,30
24.37,0.531134156,0.5,7176,37,0.21065,32.3125,34,37.05,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17365,0.03455226,0.015433343,7273,0.176405885,,0.126633132,,1.030027932,0.991552772,0.991552772,0.151106833,6810,0.046696035,0,0,0,0,0,5,1.080196175,0.994618863,0.000276283,36.01885726,30
24.39,0.549025119,0.5,7176,37,0.20155,32.3125,34,37.05,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17630,0.034259784,0.015598412,7444,0.175040301,,0.125267548,,1.018920337,0.991442591,0.991442591,0.150188071,6464,0.047648515,0,0,0,0,0,5,1.125575036,0.992410423,0.00027567,36.01885726,30
24.41,0.536107888,0.5,7176,37,0.23185,32.3125,34.0625,37.01,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16697,0.03539558,0.015931006,7442,0.178043537,,0.128270783,,1.043348515,0.993059857,0.993059857,0.15278151,6467,0.048090305,0,0,0,0,0,5,0.997869975,0.990201982,0.000275056,36.01885726,30
24.42,0.5207232,0.5,7176,37,0.18325,32.3125,34.0625,37.09,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16266,0.035780155,0.015922784,7617,0.176709991,,0.126937238,,1.032501516,0.994851947,0.994851947,0.151634502,6718,0.048079786,0,0,0,0,0,5,0.860626047,0.987993542,0.000274443,36.01885726,30
24.44,0.542042708,0.5,7176,37,0.18555,32.3125,34.0625,37.03,0,0,0,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17373,0.03453635,0.015426236,7370,0.183039349,,0.133266596,,1.083984215,0.996498742,0.996498742,0.156987788,7004,0.047687036,0,0,0,0,0,5,0.937973285,0.973790966,0.000270497,36.01885726,30
24.46,0.560739875,0.5,7176,37,0.21405,32.25,34.0625,37.01,0,0.02,0.15,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16794,0.035131595,0.015779445,7714,0.178636246,,0.128863493,,1.048169583,0.998361272,0.998361272,0.153616801,6652,0.048857486,0,0,0,0,0,0.44,0.937973285,0.962475465,0.000267354,39.61602867,30
24.47,0.515345297,0.5,7176,37,0.521225,32.0625,34.0625,36.39,0,0.02,0.15,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15834,0.035493242,0.01604143,7291,0.176518996,,0.126746243,,1.030947973,0.998799199,0.998799199,0.150733781,6583,0.047546711,0,0,0,0,0,0.44,0.937973285,0.95518528,0.000265329,42.67362437,30
24.49,0.458962244,0.5,7176,37,0.586825,32.0625,34.0625,36.29,0,0.02,0.15,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16263,0.035048884,0.015741253,7023,0.17100954,,0.121236787,,0.986134318,0.999412136,0.999412136,0.146518582,6359,0.046076427,0,0,0,0,0,0.44,0.937973285,0.947197884,0.000263111,45.27258072,30
24.51,0.436297533,0.5,7176,37,0.563625,32.1875,34,36.31,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15308,0.035275673,0.015678077,6813,0.164831939,,0.115059186,,0.935886001,1.000076073,1.000076073,0.140319977,6113,0.045313267,0,0,0,0,0,5,0.937973285,0.931668571,0.000258797,45.27258072,30
24.52,0.425482357,0.5,7176,37,0.1567,32.375,34.0625,37.53,0,0,0.25,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,14941,0.03580751,0.015929322,6746,0.166024311,,0.116251557,,0.945584697,1.000961962,1.000961962,0.141565372,6184,0.044954722,0,0,0,0,0,5,0.937973285,0.917244602,0.00025479,45.27258072,30
24.54,0.454996812,0.5,7176,37,0.19645,32.5625,34.0625,37.43,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15355,0.035493325,0.015630088,6628,0.17003621,,0.120263457,,0.978217297,1.002232345,1.002232345,0.145594448,5999,0.046174362,0,0,0,0,0,5,0.937973285,0.904697973,0.000251305,45.27258072,30
24.56,0.476023971,0.5,7176,37,0.18355,32.5625,34.0625,37.41,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,14987,0.035831054,0.015813705,7081,0.164101116,,0.114328362,,0.929941519,1.002598971,1.002598971,0.141081768,6417,0.045348294,0,0,0,0,0,5,0.937973285,0.889651306,0.000247125,45.27258072,30
24.57,0.465601586,0.5,7176,37,0.19455,32.5,34.0625,37.43,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15686,0.035573123,0.015937779,6924,0.16926632,,0.119493567,,0.971955048,1.004769568,1.004769568,0.145002889,6466,0.045468605,0,0,0,0,0,5,0.937973285,0.87321856,0.000242561,45.27258072,30
24.59,0.499323883,0.5,7176,37,0.19995,32.5,34.0625,37.25,0,0,0.07,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16745,0.034696924,0.015586742,6854,0.172162241,,0.122389488,,0.995510333,1.005794421,1.005794421,0.147213306,6167,0.046051565,0,0,0,0,0,5,0.937973285,0.864427904,0.000240119,45.27258072,30
24.61,0.466346482,0.5,7176,37,0.1908,32.4375,34.125,37.21,0,0,0.25,0,0,20,0.5,60,30,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15558,0.035544414,0.01568325,7017,0.171013254,,0.1212405,,0.986164523,1.008371072,1.008371072,0.146501354,6498,0.045860265,0,0,0,0,0,5,0.686096419,0.862172674,0.000239492,45.27258072,30
