exp_time,od_measured,od_setpoint,od_zero_setpoint,thermostat_setpoint,heating_rate,internal_air_temp,external_air_temp,media_temp,opt_gen_act_int,pump_1_rate,pump_2_rate,pump_3_rate,pump_4_rate,media_vol,stirring_rate,OC6 (nM),IPTG (uM),,LED_457nm_setpoint,LED_500nm_setpoint,LED_523nm_setpoint,LED_595nm_setpoint,LED_623nm_setpoint,LED_6500K_setpoint,laser_setpoint,LED_UV_int,FP1_base,FP1_emit1,FP1_emit2,FP2_base,FP2_emit1,Background,Background Corrected,Post Induction Average,Normalised FP2,FP2 Moving Average,mScarlet Signal (AU),FP2_emit2,FP3_base,FP3_emit1,FP3_emit2,custom_prog_param1,custom_prog_param2,custom_prog_param3,custom_prog_status,zigzag_target,growth_rate,,,OC6 (nM),IPTG (uM)
9.63,0.411301373,0.5,7176,37,0.474225,32.3125,33.875,36.61,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15427,0.034355351,0.014519997,5823,0.04997424,,0.000201487,,0.001638885,-0.001375471,0,0.037266014,5593,0.02360093,0,0,0,0,0,5,1.183206417,1.176369444,0.000326769,0,0
9.64,0.417343784,0.5,7176,37,0.25125,32.625,33.875,37.35,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15114,0.03427286,0.014489877,6016,0.049867021,,9.43E-05,,0.000766772,-0.001223824,0,0.037234043,5663,0.023838955,0,0,0,0,0,5,1.183206417,1.180761432,0.000327989,0,0
9.66,0.441486432,0.5,7176,37,0.15415,32.6875,33.875,37.35,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15973,0.034182683,0.014587116,5976,0.049531459,,-0.000241294,,-0.001962674,-0.0015125,0,0.037650602,5576,0.023852224,0,0,0,0,0,5,1.183206417,1.18621704,0.000329505,0,0
9.68,0.457872664,0.5,7176,37,0.19155,32.6875,33.9375,37.33,0,0,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15567,0.03404638,0.014453652,6022,0.049319163,,-0.00045359,,-0.003689481,-0.001337355,0,0.037363002,5633,0.02378839,0,0,0,0,0,5,1.183206417,1.189725966,0.000330479,0,0
9.69,0.470912271,0.5,7176,37,0.16225,32.625,33.9375,37.49,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15509,0.034173706,0.014507705,6043,0.049147774,,-0.000624979,,-0.005083549,-0.001513657,0,0.037564124,5631,0.023619251,0,0,0,0,0,5,1.183206417,1.192998149,0.000331388,0,0
9.71,0.470205256,0.5,7176,37,0.19205,32.5625,33.9375,37.21,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15768,0.034183156,0.014586504,6031,0.050074614,,0.000301861,,0.002455326,-0.001414392,0,0.037141436,5821,0.023879059,0,0,0,0,0,5,1.183206417,1.203301826,0.000334251,0,0
9.73,0.482528057,0.5,7176,37,0.15095,32.5,33.9375,37.05,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15784,0.033895084,0.014508363,6341,0.049676707,,-9.60E-05,,-0.000781234,-0.00133724,0,0.037533512,5814,0.023563811,0,0,0,0,0,5,1.201655362,1.206890813,0.000335247,0,0
9.74,0.49646956,0.5,7176,37,0.20935,32.4375,33.9375,37.11,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16133,0.034091613,0.014628401,6232,0.049582798,,-0.000189955,,-0.001545083,-0.001415534,0,0.037387677,6118,0.02402746,0,0,0,0,0,5,1.227021904,1.210479801,0.000336244,0,0
9.76,0.505419675,0.5,7176,37,0.18335,32.375,34,37.09,0,0,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16826,0.033816712,0.014204208,6309,0.048977651,,-0.000795102,,-0.006467324,-0.001509128,0,0.037565383,5790,0.023661485,0,0,0,0,0,5,1.219271661,1.214068788,0.000337241,0,0
9.78,0.500866587,0.5,7176,37,0.22155,32.3125,33.9375,36.87,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16386,0.033809349,0.014402539,6471,0.049605934,,-0.000166819,,-0.001356898,-0.001718871,0,0.037552156,5664,0.023658192,0,0,0,0,0,5,1.131160028,1.217657775,0.000338238,0,0
9.79,0.53042058,0.5,7176,37,0.22065,32.3125,33.9375,37.13,0,0,0,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16417,0.033745508,0.01431443,6530,0.050229709,,0.000456956,,0.003716857,-0.00193732,0,0.037672282,6082,0.024169681,0,0,0,0,0,5,1.246593424,1.221246762,0.000339235,0,0
9.81,0.532156304,0.5,7176,37,0.17765,32.25,33.9375,36.97,0,0,0,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16869,0.033849072,0.014464402,6451,0.049914742,,0.000141989,,0.001154929,-0.002089458,0,0.037978608,6248,0.023847631,0,0,0,0,0,5,1.19406479,1.22483575,0.000340232,0,0
9.83,0.554652496,0.5,7176,37,0.17315,32.25,33.9375,37.09,0,0,0,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17457,0.033339062,0.014206336,6670,0.049325337,,-0.000447416,,-0.00363926,-0.002251763,0,0.037331334,6182,0.023778712,0,0,0,0,0,5,1.258575149,1.233398451,0.000342611,0,0
9.84,0.564916906,0.5,7176,37,0.18955,32.3125,33.9375,37.11,0,0.02,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17707,0.033150731,0.014344609,6611,0.049765542,,-7.21E-06,,-5.87E-05,-0.00234179,0,0.037513236,6472,0.023794808,0,0,0,0,0,0.44,1.258575149,1.238817434,0.000344116,0,0
9.86,0.523571184,0.5,7176,37,0.514975,32.125,33.9375,36.49,0,0.02,0.15,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16921,0.03344956,0.014242657,6207,0.04913807,,-0.000634683,,-0.005162484,-0.002269246,0,0.037538263,6176,0.024287565,0,0,0,0,0,0.44,1.258575149,1.24504174,0.000345845,0,0
9.88,0.452083328,0.5,7176,37,0.539275,32.0625,33.9375,36.29,0,0.02,0.15,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15754,0.034277009,0.014345563,6133,0.049894016,,0.000121263,,0.000986346,-0.002181091,0,0.037502038,6279,0.024048415,0,0,0,0,0,0.44,1.258575149,1.253029066,0.000348064,0,0
9.89,0.437165159,0.5,7176,37,0.604375,32.1875,33.9375,36.21,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16236,0.03393693,0.014227642,5960,0.04966443,,-0.000108324,,-0.0008811,-0.002346501,0,0.037416107,5790,0.023834197,0,0,0,0,0,5,1.258575149,1.254853721,0.00034857,0,0
9.91,0.456488981,0.5,7176,37,0.21625,32.375,33.9375,37.25,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15013,0.034570039,0.014520749,6133,0.049241807,,-0.000530947,,-0.004318695,-0.002561868,0,0.037502038,5809,0.02375624,0,0,0,0,0,5,1.258575149,1.258060389,0.000349461,0,0
9.93,0.457296802,0.5,7176,37,0.16455,32.5,34,37.27,0,0,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16034,0.033803168,0.014219783,6206,0.049468257,,-0.000304497,,-0.002476762,-0.002528528,0,0.037060909,5689,0.02337845,0,0,0,0,0,5,1.258575149,1.260059127,0.000350016,0,0
9.94,0.467450063,0.5,7176,37,0.24675,32.5,33.9375,37.35,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15745,0.034106065,0.014353763,6240,0.049038462,,-0.000734292,,-0.005972694,-0.002544337,0,0.037660256,5853,0.023748505,0,0,0,0,0,5,1.258575149,1.262426924,0.000350674,0,0
9.96,0.489308509,0.5,7176,37,0.14475,32.5,33.9375,37.27,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16316,0.03401569,0.014280461,6190,0.048788368,,-0.000984385,,-0.00800694,-0.002584664,0,0.036995153,5962,0.02398524,0,0,0,0,0,5,1.258575149,1.268990513,0.000352497,0,0
9.98,0.489419723,0.5,7176,37,0.18485,32.5,33.875,37.27,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15598,0.034619823,0.014617259,6212,0.049581455,,-0.000191298,,-0.001556009,-0.002859159,0,0.037830006,6382,0.024287057,0,0,0,0,0,5,1.258575149,1.270057274,0.000352794,0,0
9.99,0.517501642,0.5,7176,37,0.19415,32.4375,33.875,37.37,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17524,0.032983337,0.013980826,6431,0.049447986,,-0.000324767,,-0.002641639,-0.003130124,0,0.037474732,5851,0.023756623,0,0,0,0,0,5,1.363023138,1.273625398,0.000353785,0,0
10.01,0.517869733,0.5,7176,37,0.18165,32.375,33.875,37.01,0,0,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15960,0.034085213,0.014285714,6491,0.049299029,,-0.000473724,,-0.003853247,-0.003023019,0,0.037744569,5832,0.024005487,0,0,0,0,0,5,1.297005074,1.274121601,0.000353923,0,0
10.03,0.532177847,0.5,7176,37,0.17595,32.3125,33.9375,37.27,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16959,0.033492541,0.014328675,6585,0.049506454,,-0.000266299,,-0.002166065,-0.002980663,0,0.037661352,5982,0.024072217,0,0,0,0,0,5,1.313916826,1.274617803,0.000354061,0,0
10.04,0.550715034,0.5,7176,37,0.22385,32.25,33.9375,37.09,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16879,0.033532792,0.014396587,6724,0.049375372,,-0.000397381,,-0.003232282,-0.003017914,0,0.037328971,6011,0.023956081,0,0,0,0,0,5,1.350940276,1.275114005,0.000354198,0,0
10.06,0.539473932,0.5,7176,37,0.16995,32.25,33.9375,37.05,0,0,0,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16677,0.034058883,0.014331115,6526,0.049647564,,-0.00012519,,-0.001018286,-0.003192389,0,0.037848606,5797,0.023805417,0,0,0,0,0,5,1.22152417,1.275610207,0.000354336,0,0
10.08,0.559350866,0.5,7176,37,0.20785,32.25,33.875,37.09,0,0,0,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16464,0.033952867,0.014516521,6596,0.049120679,,-0.000652074,,-0.005303939,-0.003292646,0,0.037143723,6197,0.023721155,0,0,0,0,0,5,1.268995398,1.269215572,0.00035256,0,0
10.09,0.569337353,0.5,7176,37,0.17485,32.25,33.875,36.89,0,0.02,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17777,0.033413962,0.014063115,6644,0.049668874,,-0.000103879,,-0.000844947,-0.003227795,0,0.037627935,6594,0.023961177,0,0,0,0,0,0.44,1.268995398,1.268008664,0.000352225,0,0
10.11,0.537986987,0.5,7176,37,0.566,32.0625,33.9375,36.33,0,0.02,0.15,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16568,0.034041526,0.014546113,6396,0.048936836,,-0.000835918,,-0.006799315,-0.003212991,0,0.037054409,6383,0.024126586,0,0,0,0,0,0.44,1.268995398,1.266243187,0.000351734,0,0
10.13,0.476025119,0.5,7176,37,0.593775,32.0625,33.875,36.05,0,0.02,0.15,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15778,0.033971353,0.014387121,6323,0.049501819,,-0.000270934,,-0.002203768,-0.002950173,0,0.037165902,5726,0.023576668,0,0,0,0,0,0.44,1.268995398,1.264154848,0.000351154,0,0
10.14,0.440833188,0.5,7176,37,0.5765,32.1875,33.9375,36.39,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15703,0.033942559,0.014519519,6159,0.049521026,,-0.000251727,,-0.002047536,-0.002620701,0,0.037993181,5604,0.02337616,0,0,0,0,0,5,1.268995398,1.262066509,0.000350574,0,0
10.16,0.469786304,0.5,7176,37,0.26765,32.375,33.9375,37.33,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15672,0.034201123,0.014420623,6116,0.049215173,,-0.00055758,,-0.004535329,-0.00255282,0,0.037279267,5586,0.023451486,0,0,0,0,0,5,1.268995398,1.25997817,0.000349994,0,0
10.18,0.46922058,0.5,7176,37,0.16355,32.5625,33.875,37.49,0,0,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15340,0.034419817,0.014667536,6028,0.049601858,,-0.000170895,,-0.001390054,-0.002640042,0,0.036828135,5786,0.023505012,0,0,0,0,0,5,1.268995398,1.252916117,0.000348032,0,0
10.19,0.495204596,0.5,7176,37,0.18175,32.5625,33.9375,37.37,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15615,0.03439001,0.014409222,5995,0.049874896,,0.000102143,,0.000830823,-0.002265039,0,0.037531276,5897,0.024080041,0,0,0,0,0,5,1.268995398,1.248997781,0.000346944,0,0
10.21,0.499284911,0.5,7176,37,0.12385,32.5,33.9375,37.19,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16378,0.033886921,0.014470631,6158,0.049041897,,-0.000730856,,-0.005944752,-0.002368796,0,0.037349789,6081,0.024009209,0,0,0,0,0,5,1.268995398,1.244274124,0.000345632,0,0
10.23,0.511341717,0.5,7176,37,0.18485,32.5,33.9375,37.27,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15667,0.034467352,0.014425225,6290,0.049443561,,-0.000329192,,-0.002677632,-0.002268219,0,0.03736089,6066,0.024068579,0,0,0,0,0,5,1.268995398,1.237787446,0.00034383,0,0
10.24,0.497677436,0.5,7176,37,0.21245,32.4375,33.9375,37.17,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16273,0.033736865,0.014686905,6477,0.049405589,,-0.000367164,,-0.002986496,-0.002351893,0,0.037362977,5903,0.024394376,0,0,0,0,0,5,1.124287806,1.237463439,0.00034374,0,0
10.26,0.525843882,0.5,7176,37,0.19145,32.375,33.875,37.21,0,0,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15729,0.03433149,0.014304787,6517,0.049409237,,-0.000363516,,-0.002956821,-0.002129708,0,0.037593985,5846,0.023776941,0,0,0,0,0,5,1.233230072,1.234878897,0.000343022,0,0
10.28,0.534669193,0.5,7176,37,0.22075,32.375,33.9375,37.21,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16300,0.034355828,0.014601227,6484,0.049506477,,-0.000266276,,-0.002165874,-0.002194414,0,0.03732264,6286,0.024180719,0,0,0,0,0,5,1.221500146,1.232294356,0.000342304,0,0
10.29,0.54443389,0.5,7176,37,0.20625,32.3125,33.875,37.29,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17277,0.033454882,0.014470105,6537,0.049716996,,-5.58E-05,,-0.00045353,-0.002084426,0,0.037325991,6438,0.0240758,0,0,0,0,0,5,1.214720027,1.229374107,0.000341493,0,0
10.31,0.582327254,0.5,7176,37,0.18055,32.3125,33.875,37.13,0,0.02,0.15,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17816,0.033172429,0.014256848,6648,0.049638989,,-0.000133764,,-0.00108803,-0.002296439,0,0.037605295,6333,0.024159166,0,0,0,0,0,0.44,1.214720027,1.231981327,0.000342217,0,0
10.33,0.500106678,0.5,7176,37,0.5794,32.125,33.9375,36.39,0,0.02,0.15,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17105,0.033732827,0.01438176,6371,0.04975671,,-1.60E-05,,-0.000130494,-0.002143437,0,0.037356773,6120,0.024019608,0,0,0,0,0,0.44,1.214720027,1.234444486,0.000342901,0,0
10.34,0.4701303,0.5,7176,37,0.553075,32.0625,33.875,36.17,0,0.02,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15569,0.034234697,0.014387565,6176,0.049222798,,-0.000549955,,-0.00447331,-0.001983035,0,0.036917098,6134,0.024127812,0,0,0,0,0,0.44,1.214720027,1.229657999,0.000341572,0,0
10.36,0.436134638,0.5,7176,37,0.5829,32.125,33.9375,36.33,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15092,0.034654121,0.014974821,5988,0.050267201,,0.000494448,,0.004021816,-0.001981315,0,0.037241149,5913,0.024014882,0,0,0,0,0,5,1.214720027,1.228113135,0.000341143,0,0
10.38,0.447079941,0.5,7176,37,0.25765,32.375,33.9375,37.11,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15088,0.034530753,0.014647402,5910,0.049238579,,-0.000534175,,-0.00434495,-0.00202304,0,0.037055838,5615,0.023508459,0,0,0,0,0,5,1.214720027,1.226568272,0.000340713,0,0
10.39,0.476774361,0.5,7176,37,0.12435,32.5,33.9375,37.41,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15320,0.034530026,0.014686684,6165,0.049635036,,-0.000137717,,-0.001120181,-0.002027004,0,0.03730738,5708,0.023826209,0,0,0,0,0,5,1.214720027,1.225023408,0.000340284,0,0
10.41,0.483158634,0.5,7176,37,0.24245,32.5625,33.9375,37.51,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15879,0.033881227,0.014547516,6069,0.049431537,,-0.000341216,,-0.002775434,-0.001860851,0,0.03773274,5867,0.023862281,0,0,0,0,0,5,1.214720027,1.223478544,0.000339855,0,0
10.43,0.469637773,0.5,7176,37,0.19605,32.625,33.875,37.45,0,0,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15558,0.034516005,0.014590564,6379,0.049694309,,-7.84E-05,,-0.000638058,-0.001808292,0,0.037780216,6044,0.023659828,0,0,0,0,0,5,1.214720027,1.228824518,0.00034134,0,0
10.44,0.488365478,0.5,7176,37,0.17905,32.5625,33.875,37.21,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16027,0.034005116,0.014350783,6323,0.049501819,,-0.000270934,,-0.002203768,-0.001686817,0,0.037956666,5786,0.023677843,0,0,0,0,0,5,1.214720027,1.228982765,0.000341384,0,0
10.46,0.497183631,0.5,7176,37,0.19155,32.5625,33.875,37.13,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15903,0.034521788,0.014399799,6481,0.049220799,,-0.000551954,,-0.004489567,-0.001752408,0,0.037031322,5795,0.023295945,0,0,0,0,0,5,1.207670171,1.22969958,0.000341583,0,0
10.48,0.527305225,0.5,7176,37,0.19525,32.4375,33.9375,37.17,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16608,0.033899326,0.014330443,6169,0.04895445,,-0.000818304,,-0.006656042,-0.001984108,0,0.037121089,6402,0.02374258,0,0,0,0,0,5,1.323747015,1.230739258,0.000341872,0,0
10.49,0.538524815,0.5,7176,37,0.16245,32.4375,33.9375,37.13,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17022,0.033544824,0.014393138,6551,0.049916043,,0.00014329,,0.001165515,-0.00212302,0,0.037704167,5871,0.024016352,0,0,0,0,0,5,1.32072173,1.231778935,0.000342161,0,0
10.51,0.523270265,0.5,7176,37,0.20445,32.375,33.875,36.89,0,0,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16803,0.033684461,0.014223651,6609,0.049629293,,-0.00014346,,-0.001166895,-0.002188841,0,0.037524588,6031,0.023213397,0,0,0,0,0,5,1.168479181,1.232818613,0.00034245,0,0
10.53,0.545806273,0.5,7176,37,0.20055,32.375,33.9375,37.05,0,0,0,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16437,0.033826124,0.014479528,6350,0.049606299,,-0.000166454,,-0.001353929,-0.001949418,0,0.037480315,5997,0.023678506,0,0,0,0,0,5,1.236553259,1.229100858,0.000341417,0,0
10.54,0.558639027,0.5,7176,37,0.21755,32.375,33.9375,37.03,0,0.02,0.15,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16827,0.033755274,0.01432222,6872,0.049767171,,-5.58E-06,,-4.54E-05,-0.002255608,0,0.037834692,6101,0.023930503,0,0,0,0,0,0.44,1.236553259,1.225802828,0.000340501,0,0
10.56,0.508348609,0.5,7176,37,0.498175,32.1875,34,36.47,0,0.02,0.15,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15596,0.034496025,0.01481149,6506,0.049031663,,-0.00074109,,-0.006027992,-0.002103087,0,0.037350138,5956,0.024009402,0,0,0,0,0,0.44,1.236553259,1.221736989,0.000339371,0,0
10.58,0.481634223,0.5,7176,37,0.53895,32.1875,34,36.29,0,0.02,0.15,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16265,0.03381494,0.014202275,6276,0.04987253,,9.98E-05,,0.000811582,-0.002327132,0,0.037444232,5950,0.024033613,0,0,0,0,0,0.44,1.236553259,1.221873789,0.000339409,0,0
10.59,0.453296776,0.5,7176,37,0.55955,32.1875,34.0625,36.31,0,0,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15073,0.034432429,0.014396603,5995,0.049541284,,-0.000231469,,-0.001882756,-0.002293111,0,0.037197665,5666,0.022943876,0,0,0,0,0,5,1.236553259,1.22201059,0.000339447,0,0
10.61,0.455397093,0.5,7176,37,0.26805,32.375,34,37.13,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15167,0.034614624,0.014571108,6134,0.049722856,,-4.99E-05,,-0.00040586,-0.002530414,0,0.037495924,5892,0.024100475,0,0,0,0,0,5,1.236553259,1.22214739,0.000339485,0,0
10.63,0.479835452,0.5,7176,37,0.12065,32.5625,34.0625,37.33,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15534,0.034183082,0.014355607,5959,0.049337137,,-0.000435616,,-0.003543281,-0.002628436,0,0.037254573,5706,0.024009814,0,0,0,0,0,5,1.236553259,1.222284191,0.000339523,0,0
10.64,0.467679552,0.5,7176,37,0.19545,32.5,34,37.27,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15351,0.034525438,0.014396456,6128,0.049118799,,-0.000653954,,-0.005319233,-0.002442396,0,0.037206266,5891,0.023086063,0,0,0,0,0,5,1.236553259,1.222756699,0.000339655,0,0
10.66,0.497449103,0.5,7176,37,0.18645,32.5,34.0625,37.35,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16050,0.034143302,0.014392523,6392,0.04928035,,-0.000492403,,-0.004005181,-0.002191125,0,0.038172716,5775,0.023203463,0,0,0,0,0,5,1.236553259,1.217701738,0.00033825,0,0
10.68,0.51739249,0.5,7176,37,0.18275,32.5,34.0625,37.29,0,0,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16087,0.034313421,0.014545907,6413,0.049586777,,-0.000185976,,-0.001512723,-0.002292785,0,0.038047716,5931,0.024110605,0,0,0,0,0,5,1.236553259,1.212790839,0.000336886,0,0
10.69,0.510866829,0.5,7176,37,0.23475,32.4375,34,37.01,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15845,0.034332597,0.014389397,6601,0.049840933,,6.82E-05,,0.000554573,-0.002037541,0,0.037418573,6332,0.023689198,0,0,0,0,0,5,1.136647175,1.215129584,0.000337536,0,0
10.71,0.522168922,0.5,7176,37,0.20875,32.375,34,37.19,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15753,0.034723545,0.014790833,6306,0.049476689,,-0.000296064,,-0.002408173,-0.00200143,0,0.037741833,6351,0.023618328,0,0,0,0,0,5,1.145461398,1.214226707,0.000337285,0,0
10.73,0.529380523,0.5,7176,37,0.19685,32.375,34,37.21,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16498,0.033943508,0.014486604,6528,0.049632353,,-0.0001404,,-0.001142009,-0.001883094,0,0.037990196,6198,0.024201355,0,0,0,0,0,5,1.1293374,1.21332383,0.000337034,0,0
10.74,0.555544253,0.5,7176,37,0.18415,32.3125,34,36.87,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16134,0.034213462,0.014565514,6625,0.049056604,,-0.000716149,,-0.005825126,-0.001260589,0,0.037283019,5841,0.023968499,0,0,0,0,0,5,1.217592838,1.213887711,0.000337191,0,0
10.76,0.565900044,0.5,7176,37,0.22325,32.25,34,37.03,0,0.02,0.25,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,17159,0.033510111,0.014161664,6866,0.049519371,,-0.000253382,,-0.002061,-0.001102006,0,0.037867754,6284,0.023870146,0,0,0,0,0,0.44,1.217592838,1.212104057,0.000336696,0,0
10.78,0.504734355,0.5,7176,37,0.49845,32.1875,33.9375,36.25,0,0.02,0.15,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,16488,0.033903445,0.01431344,6479,0.049081648,,-0.000691105,,-0.005621414,-0.000948585,0,0.037042754,6271,0.024079094,0,0,0,0,0,0.44,1.217592838,1.214412715,0.000337337,0,0
10.79,0.459997898,0.5,7176,37,0.581475,32.0625,33.9375,36.09,0,0.016028353,0.13411341,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15852,0.034128186,0.014446127,5990,0.049248748,,-0.000524005,,-0.004262234,-0.000759964,0,0.037228715,5846,0.024290113,0,0,0,0,0,0.44,1.217592838,1.214310308,0.000337308,0,0
10.81,0.441967872,0.5,7176,37,0.607905407,32.1875,33.9375,36.37,0,0,0.07,0,0,20,0.5,0,0,,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,15060,0.034462151,0.014741036,5855,0.04970111,,-7.16E-05,,-0.000582741,-0.000386316,0,0.037233134,5466,0.023966337,0,0,0,0,0,5,1.217592838,1.215283481,0.000337579,0,0
