exp_time,od_measured,Van,OC6,IPTG,FP1_emit1,FP2_emit1,growth_rate
3567.98,0.010405139,0,0,0,0.043859649,0.039647577,5.616325554
3628.03,0.00696835,0,0,0,0.04391033,0.04,4.132745437
3688.11,0.02965718,0,0,0,0.043518412,0.0399729,8.271085316
3748.14,0.005421987,0,0,0,0.041891463,0.038513514,2.759805119
3808.19,0.009837279,0,0,0,0.043939569,0.04028436,4.408965358
3868.25,0.027011977,0,0,0,0.043789717,0.038657172,7.218820905
3928.29,0.005238734,0,0,0,0.043918142,0.040472175,1.937278575
3988.34,0.008712366,0,0,0,0.043904125,0.038305085,3.366404961
4048.41,0.015508497,0,0,0,0.043922018,0.039905309,4.928018816
4108.47,0.01822782,0,0,0,0.044099021,0.03887762,5.166300598
4168.51,0.008959879,0,0,0,0.044054896,0.040719376,2.777408912
4228.59,0.01113223,0,0,0,0.043809964,0.038630973,3.289801742
4288.66,0.009332476,0,0,0,0.044088868,0.040581671,2.59627899
4348.75,0.013787164,0,0,0,0.043804035,0.039945836,3.637178158
4408.83,0.01045209,0,0,0,0.043894009,0.040013564,2.624511173
4468.87,0.014409128,0,0,0,0.043954776,0.040622884,3.456465274
4528.91,0.021179552,0,0,0,0.043729755,0.038983051,4.439164974
4588.98,0.010450599,0,0,0,0.044085401,0.038214406,2.09807594
4649.03,0.017016967,0,0,0,0.043597981,0.039837947,3.455827083
4709.1,0.016012575,0,0,0,0.043849527,0.039553753,3.100526076
4769.15,0.008457563,0,0,0,0.043752148,0.039932318,1.030559883
4829.19,0.014699773,0,0,0,0.043722745,0.039487006,2.637344866
4889.26,0.022740885,0,0,0,0.043981216,0.039607312,3.814474672
4949.29,0.017706883,0,0,0,0.043877785,0.03879892,2.873117974
5009.36,0.018713411,0,0,0,0.043900185,0.039905309,2.895323097
5069.44,0.014087782,0,0,0,0.043938348,0.040216289,1.898759339
5129.47,0.020163857,0,0,0,0.043872746,0.038604809,2.87957297
5189.55,0.026327915,0,0,0,0.043597666,0.040134907,3.535808422
5249.61,0.014697577,0,0,0,0.044073648,0.040567951,1.610176602
5309.68,0.021437107,0,0,0,0.04398388,0.039248574,2.661989966
5369.74,0.020678257,0,0,0,0.043533195,0.039123103,2.42076859
5429.78,0.020547858,0,0,0,0.043806474,0.039314516,2.280751943
5489.85,0.017963148,0,0,0,0.043323782,0.04009434,1.763411236
5549.89,0.018157911,0,0,0,0.043964828,0.038762113,1.707592609
5609.96,0.010823813,0,0,0,0.043758637,0.039070394,0.070139937
5670,0.022280071,0,0,0,0.0436871,0.040107853,2.232464905
5730.07,0.024109768,0,0,0,0.043722745,0.039123103,2.357615005
5790.15,0.024406802,0,0,0,0.043982545,0.039580514,2.276468659
5850.19,0.020673979,0,0,0,0.04397965,0.038293898,1.664687194
5910.23,0.019616976,0,0,0,0.044026599,0.039717267,1.424011287
5970.31,0.012506048,0,0,0,0.043915828,0.040196078,0.002261777
6030.4,0.017588672,0,0,0,0.043872746,0.040107853,1.025276758
6090.46,0.017834398,0,0,0,0.043818286,0.03973064,1.015634927
6150.51,0.015076263,0,0,0,0.043962351,0.04009434,0.460830676
6210.56,0.027843925,0,0,0,0.043443375,0.040148448,2.278268955
6270.6,0.019975994,0,0,0,0.043722101,0.040327869,1.168104864
6330.65,0.019911702,0,0,0,0.043562772,0.039812646,1.100028553
6390.72,0.012380101,0,0,0,0.044173473,0.040106952,-0.380624324
6450.79,0.018715659,0,0,0,0.043740745,0.039959704,0.878217254
6510.84,0.017270959,0,0,0,0.043766427,0.039693129,0.593304062
6570.88,0.038013011,0,0,0,0.043757896,0.0387571,2.930345019
6630.93,0.015822564,0,0,0,0.043889649,0.040053405,0.154353263
6690.97,0.017456812,0,0,0,0.044365876,0.039235412,0.441514451
6751.04,0.019532555,0,0,0,0.043699762,0.040226064,0.756496557
6811.11,0.036175444,0,0,0,0.04378807,0.03873358,2.567565715
6871.19,0.024313258,0,0,0,0.043888573,0.038834951,1.247111232
6931.25,0.027586051,0,0,0,0.043981216,0.03930131,1.563620984
6991.29,0.022818919,0,0,0,0.043749292,0.039933444,0.916279089
7051.37,0.020669206,0,0,0,0.043883583,0.040174088,0.573630084
7111.44,0.019785459,0,0,0,0.043839672,0.039451688,0.413855528
7171.49,0.024722913,0,0,0,0.043988604,0.039026017,1.061512388
7231.53,0.031293712,0,0,0,0.043938532,0.039130435,1.715496845
7291.57,0.026311177,0,0,0,0.044235618,0.04004004,1.109452011
7351.62,0.026312637,0,0,0,0.04393733,0.040026684,1.054145806
7411.66,0.032259791,0,0,0,0.043717098,0.038448679,1.612755339
7471.71,0.039326161,0,0,0,0.044207142,0.038410154,2.126322767
7531.78,0.020922267,0,0,0,0.044022296,0.040789034,0.126778741
7591.84,0.032004941,0,0,0,0.044022296,0.039021164,1.395668655
7651.88,0.036633045,0,0,0,0.043621868,0.038666667,1.73106643
7711.93,0.028744809,0,0,0,0.044028744,0.03915063,0.917032555
7772.01,0.02352234,0,0,0,0.044040265,0.040626041,0.269661125
7832.04,0.028549955,0,0,0,0.043753533,0.040545032,0.837292406
7892.11,0.034447365,0,0,0,0.043300375,0.039228723,1.358759207
7952.17,0.029311484,0,0,0,0.043748587,0.039137645,0.806461889
8012.25,0.029503013,0,0,0,0.043752819,0.038741722,0.785677783
8072.31,0.028868472,0,0,0,0.044057377,0.039482415,0.681166928
8132.35,0.029566494,0,0,0,0.043700922,0.039906884,0.718783691
8192.42,0.031370813,0,0,0,0.043679982,0.038741722,0.860552991
8252.49,0.024788599,0,0,0,0.043823797,0.039564787,0.111043
8312.53,0.032384188,0,0,0,0.043581348,0.039774611,0.907350201
8372.57,0.035294393,0,0,0,0.043860638,0.039855072,1.120144242
8432.61,0.032556962,0,0,0,0.043791512,0.038599935,0.82193836
8492.66,0.031810198,0,0,0,0.043842755,0.038995373,0.711228559
8552.7,0.031999996,0,0,0,0.043693694,0.038588391,0.693513624
8612.77,0.036770462,0,0,0,0.043512392,0.040105194,1.075715268
8672.81,0.042862673,0,0,0,0.043744334,0.039973571,1.481848923
8732.83,0.034064193,0,0,0,0.043881475,0.040716612,0.718492776
8792.9,0.037735794,0,0,0,0.043814433,0.03886693,0.989655061
8852.98,0.035732182,0,0,0,0.043807158,0.038713911,0.776500315
8913.05,0.039582664,0,0,0,0.044030867,0.039170507,1.044693768
8973.11,0.032964778,0,0,0,0.043692033,0.039292731,0.443604325
9033.19,0.03794854,0,0,0,0.043731778,0.04,0.843798265
9093.22,0.035665772,0,0,0,0.044125945,0.040796345,0.615489584
9153.27,0.037215805,0,0,0,0.043526786,0.040483186,0.712341352
9213.31,0.038377862,0,0,0,0.043537108,0.039057456,0.768965999
9273.38,0.043248626,0,0,0,0.044023027,0.039037085,1.088971782
9333.45,0.049464874,0,0,0,0.043638805,0.0402859,1.437415188
9393.5,0.052107518,0,0,0,0.043575921,0.039240506,1.52168375
9453.55,0.045010417,0,0,0,0.043620011,0.038906752,1.006353669
9513.59,0.049598877,0,0,0,0.043657423,0.040026033,1.247258716
9573.63,0.041035942,0,0,0,0.043957279,0.039494982,0.616336166
9633.68,0.040521701,0,0,0,0.04385478,0.039007092,0.547687375
9693.73,0.043837825,0,0,0,0.043849786,0.039120595,0.756281115
9753.77,0.043120092,0,0,0,0.043579508,0.040914948,0.668943152
9813.84,0.059727568,0,0,0,0.043578994,0.038927888,1.612909904
9873.92,0.058192854,0,0,0,0.043611996,0.040255591,1.454171024
9933.98,0.058991898,0,0,0,0.044060666,0.039259496,1.422375106
9994.03,0.076133446,0,0,0,0.043220711,0.039284574,2.116519035
10054.06,0.070224691,0,0,0,0.0438771,0.039060019,1.768330008
10114.1,0.075795758,0,0,0,0.043559564,0.040012804,1.908940552
10174.18,0.06953513,0,0,0,0.043459029,0.039435717,1.554862837
10234.24,0.065148764,0,0,0,0.043632337,0.039644783,1.281643409
10294.32,0.067096816,0,0,0,0.043516196,0.040037831,1.305951025
10354.37,0.072979956,0,0,0,0.043654267,0.040294212,1.492798155
10414.41,0.046056364,0,0,0,0.044060892,0.040245776,0.037201611
10474.46,0.044019138,0,0,0,0.043929885,0.039751553,-0.100382794
10534.53,0.046255202,0,0,0,0.044117647,0.039154755,0.053284633
10594.58,0.044105134,0,0,0,0.043825137,0.040797259,-0.092172838
10654.63,0.046455597,0,0,0,0.043853964,0.0401744,0.068198108
10714.7,0.065558595,0,0,0,0.043807463,0.03872796,1.098130318
10774.78,0.073183462,0,0,0,0.043445287,0.03928347,1.373299207
10834.85,0.073933364,0,0,0,0.043639943,0.039050297,1.335218478
10894.91,0.071483957,0,0,0,0.043726653,0.04077381,1.167384079
10954.95,0.075154714,0,0,0,0.043587229,0.040260142,1.259242255
11015,0.081035189,0,0,0,0.043506635,0.03959171,1.422284116
11075.07,0.080482683,0,0,0,0.043264503,0.04028732,1.330645548
11135.13,0.081240105,0,0,0,0.043365696,0.040062112,1.292214212
11195.17,0.078568281,0,0,0,0.043620859,0.040366972,1.127280645
11255.24,0.085892147,0,0,0,0.043850033,0.04011194,1.338289598
11315.31,0.079525242,0,0,0,0.043609672,0.039481801,1.040321372
11375.38,0.080482165,0,0,0,0.043544691,0.039355438,1.024188653
11435.45,0.079053089,0,0,0,0.043130138,0.039389313,0.919231322
11495.49,0.082613474,0,0,0,0.043350717,0.040123457,1.005429227
11555.54,0.08371743,0,0,0,0.043337646,0.039501671,0.994980984
11615.62,0.082211892,0,0,0,0.043261584,0.039975772,0.890790232
11675.66,0.084678711,0,0,0,0.04355307,0.040233415,0.934943494
11735.69,0.086199468,0,0,0,0.043375817,0.038614772,0.941595678
11795.73,0.093716454,0,0,0,0.043306245,0.039209817,1.1453452
11855.78,0.101218206,0,0,0,0.042921608,0.040351942,1.319092541
11915.85,0.114966961,0,0,0,0.04329506,0.040577096,1.635236353
11975.92,0.116848279,0,0,0,0.043345286,0.039085989,1.602169157
12035.99,0.119221686,0,0,0,0.043630946,0.040084388,1.582385701
12096.06,0.115684121,0,0,0,0.043121582,0.039713347,1.412902559
12156.1,0.111594771,0,0,0,0.043436805,0.040552719,1.234289883
12216.16,0.110962971,0,0,0,0.042840803,0.039169139,1.155542448
12276.21,0.109521739,0,0,0,0.043703156,0.03898051,1.058544849
12336.27,0.115058158,0,0,0,0.043314894,0.038857816,1.153561588
12396.35,0.116836659,0,0,0,0.04359673,0.04020979,1.141900993
12456.39,0.113462218,0,0,0,0.043244949,0.03993005,0.996885017
12516.47,0.121336506,0,0,0,0.043569115,0.039307715,1.148334228
12576.55,0.1239477,0,0,0,0.043699079,0.040484634,1.154793449
12636.61,0.12125225,0,0,0,0.042472623,0.040816327,1.031093922
12696.66,0.12959701,0,0,0,0.043785609,0.039858282,1.179209117
12756.7,0.128707651,0,0,0,0.043075974,0.039395735,1.099590213
12816.75,0.126202203,0,0,0,0.043523641,0.039443155,0.985636218
12876.79,0.131200878,0,0,0,0.043433084,0.039673279,1.0528869
12936.83,0.142971374,0,0,0,0.043010753,0.039751903,1.25798714
12996.88,0.114108843,0,0,0,0.043887468,0.040056022,0.518612751
13056.95,0.122990022,0,0,0,0.043319838,0.040089711,0.717533553
13117.01,0.13273843,0,0,0,0.043482709,0.039965497,0.910488685
13177.07,0.144691577,0,0,0,0.04331197,0.039641204,1.123636002
13237.12,0.150565024,0,0,0,0.04298459,0.039885222,1.186826077
13297.2,0.153763309,0,0,0,0.04368932,0.040283688,1.190543046
13357.24,0.156558068,0,0,0,0.04293922,0.040203851,1.185053443
13417.3,0.158980578,0,0,0,0.04288984,0.03968254,1.171865946
13477.38,0.15761187,0,0,0,0.042857143,0.039237668,1.087332993
13537.42,0.162657377,0,0,0,0.043139241,0.039977943,1.127497883
13597.46,0.159816116,0,0,0,0.042683529,0.040056818,1.018256608
13657.51,0.164496408,0,0,0,0.042806183,0.039140022,1.053938344
13717.58,0.16876334,0,0,0,0.043089594,0.040022081,1.078067369
13777.65,0.169999893,0,0,0,0.042593516,0.038725625,1.046065279
13837.7,0.172163237,0,0,0,0.042871386,0.038513697,1.031697828
13897.76,0.179117481,0,0,0,0.042745215,0.038736264,1.098909427
13957.81,0.185510897,0,0,0,0.042479243,0.039075399,1.149179108
14017.85,0.177695146,0,0,0,0.042580142,0.039408867,0.962587532
14077.93,0.184165665,0,0,0,0.043452022,0.039012739,1.021757023
14138,0.18826553,0,0,0,0.042872666,0.039680426,1.036722133
14198.07,0.189631653,0,0,0,0.042421308,0.038943718,1.006576506
14258.15,0.192731756,0,0,0,0.043148458,0.040358744,1.004895186
14318.2,0.198364627,0,0,0,0.042926061,0.03926157,1.041073024
14378.25,0.196090648,0,0,0,0.042834583,0.040312094,0.954429827
14438.33,0.212489626,0,0,0,0.041747304,0.04,1.147656726
14498.39,0.213240517,0,0,0,0.042551157,0.039443742,1.100856528
14558.44,0.213568712,0,0,0,0.041885783,0.039114771,1.050427412
14618.51,0.210289421,0,0,0,0.041758242,0.039723219,0.951484518
14678.58,0.209144537,0,0,0,0.042561277,0.039769885,0.887532685
14738.65,0.226343647,0,0,0,0.042719558,0.040073337,1.080242536
14798.73,0.231289888,0,0,0,0.042346796,0.03971029,1.091082752
14858.77,0.247927441,0,0,0,0.042121829,0.039807302,1.244921437
14918.84,0.236947684,0,0,0,0.042228464,0.040247678,1.046785108
14978.91,0.235112909,0,0,0,0.04267948,0.039813857,0.971125324
15038.99,0.244106885,0,0,0,0.041670466,0.040010065,1.035190012
15099.03,0.254131041,0,0,0,0.042114859,0.039678553,1.1041621
15159.08,0.253439925,0,0,0,0.041419069,0.039177751,1.040784303
15219.15,0.267830835,0,0,0,0.042006156,0.039888917,1.154431348
15279.19,0.27322885,0,0,0,0.042596163,0.0390625,1.156572239
15339.27,0.275316024,0,0,0,0.042369838,0.04022158,1.12157331
15399.33,0.274668582,0,0,0,0.04236516,0.03987509,1.058431446
15459.37,0.286320926,0,0,0,0.04141334,0.039163864,1.130154124
15519.42,0.290336736,0,0,0,0.041579861,0.038871771,1.11543074
15579.46,0.304666642,0,0,0,0.04098291,0.038921454,1.204189592
15639.51,0.298416481,0,0,0,0.042058166,0.040027605,1.081795802
15699.55,0.298564183,0,0,0,0.041772042,0.039766082,1.029190499
15759.59,0.313286399,0,0,0,0.04213234,0.040377804,1.122129544
15819.64,0.304161705,0,0,0,0.041281682,0.038761417,0.977348165
15879.69,0.323018305,0,0,0,0.042274697,0.039299242,1.108929284
15939.76,0.32422296,0,0,0,0.042066996,0.039171032,1.064650121
15999.83,0.32905044,0,0,0,0.041708882,0.040201005,1.055756487
16059.89,0.333262082,0,0,0,0.04231238,0.039614795,1.041123148
16119.96,0.333278869,0,0,0,0.041791813,0.039741014,0.989218102
16180.02,0.346533102,0,0,0,0.041296734,0.040274397,1.056753484
16240.09,0.348597523,0,0,0,0.040359815,0.039551747,1.021734851
16300.13,0.358741897,0,0,0,0.039875632,0.039708802,1.056703571
16360.21,0.369375766,0,0,0,0.042180458,0.039786096,1.091502238
16420.24,0.369536445,0,0,0,0.041981172,0.039982521,1.038231847
16480.29,0.37669926,0,0,0,0.04136253,0.039559014,1.043913595
16540.33,0.369175649,0,0,0,0.042133151,0.039781421,0.931194104
16600.37,0.384875035,0,0,0,0.041557162,0.039401601,1.009572853
16660.42,0.38973209,0,0,0,0.040148526,0.040300689,0.996716783
16720.46,0.393510789,0,0,0,0.039841234,0.039765592,0.975827734
16780.51,0.408479997,0,0,0,0.040869074,0.03986711,1.039039732
16840.54,0.399236658,0,0,0,0.041036382,0.03932009,0.918422015
16900.62,0.401766999,0,0,0,0.040452338,0.0400982,0.891454756
16960.65,0.417645295,0,0,0,0.040381847,0.039395795,0.963162556
17020.75,0.429445035,0,0,0,0.040824142,0.039412829,0.998588218
17080.8,0.432252089,0,0,0,0.040702131,0.03880831,0.968204399
17140.87,0.44552446,0,0,0,0.040017753,0.039762952,1.010523763
17200.9,0.456065047,0,0,0,0.040802371,0.039017627,1.03014746
17260.94,0.454514248,0,0,0,0.040867965,0.039153016,0.968421533
17320.99,0.455792528,0,0,0,0.03997695,0.039423077,0.928425846
17381.06,0.460079764,0,0,0,0.039692069,0.039432789,0.910091005
17441.12,0.461455621,0,0,0,0.039766166,0.039903489,0.87354449
17501.19,0.481405214,0,0,0,0.040935673,0.038958641,0.956837671
17561.26,0.467528372,0,0,0,0.038608512,0.039352703,0.821247827
17621.31,0.508897101,0,0,0,0.04121755,0.039399625,1.034542843
17681.35,0.501336438,0,0,0,0.040616246,0.039107143,0.937910417
17741.43,0.527503975,0,0,0,0.03917609,0.03978334,1.043651871
17801.48,0.512448959,0,0,0,0.039114737,0.039928699,0.904603418
17861.53,0.534740854,0,0,0,0.039733259,0.039522059,0.987116635
17921.61,0.550157776,0,0,0,0.039428223,0.038809607,1.023029381
17981.66,0.565831473,0,0,0,0.039988873,0.03986414,1.023029381
18041.71,0.502832194,0,0,0,0.039728139,0.03912964,1.023029381
18101.76,0.475029984,0,0,0,0.039570901,0.039643211,1.023029381
18161.83,0.437714802,0,0,0,0.040866493,0.03979798,1.023029381
18221.89,0.443399954,0,0,0,0.040762508,0.039051875,1.023029381
18281.93,0.446538632,0,0,0,0.041252982,0.039020799,1.023029381
18341.97,0.461613506,0,0,0,0.039874845,0.039968956,1.023029381
18402.02,0.468185564,0,0,0,0.040649798,0.038958496,1.023029381
18462.06,0.477827959,0,0,0,0.039684233,0.039909639,1.023029381
18522.11,0.48490067,0,0,0,0.039769903,0.039500652,1.015957861
18582.15,0.48758969,0,0,0,0.039657095,0.038803264,0.981750535
18642.2,0.514659794,0,0,0,0.041275936,0.039507534,1.094758509
18702.25,0.511147645,0,0,0,0.040143221,0.039337474,1.019477768
18762.32,0.511221748,0,0,0,0.040813404,0.039075399,0.968938766
18822.37,0.53133716,0,0,0,0.040856859,0.040263797,1.03627181
18882.45,0.547784462,0,0,0,0.04109589,0.039197977,1.075913582
18942.52,0.550867886,0,0,0,0.040726817,0.039786856,1.075913582
19002.55,0.500618784,0,0,0,0.040640045,0.039718361,1.075913582
19062.62,0.462341803,0,0,0,0.041500038,0.039711858,1.075913582
19122.69,0.442231984,0,0,0,0.041628753,0.039558418,1.075913582
19182.76,0.47878913,0,0,0,0.039583915,0.03879228,1.075913582
19242.81,0.477748384,0,0,0,0.040396011,0.039068232,1.075913582
19302.85,0.491688237,0,0,0,0.040186125,0.038944495,1.075913582
19362.89,0.50494015,0,0,0,0.040301908,0.039775809,1.075913582
19422.95,0.504770137,0,0,0,0.04094579,0.039665599,1.075913582
19483.02,0.515662992,0,0,0,0.039395539,0.039205156,1.086168757
19543.06,0.541203799,0,0,0,0.039737785,0.039225762,1.176887757
19603.13,0.530957368,0,0,0,0.040650407,0.039665599,1.060700818
19663.2,0.537750296,0,0,0,0.039346647,0.039903681,1.045803537
19723.28,0.554912169,0,0,0,0.039638802,0.039598912,1.087759948
19783.36,0.552247844,0,0,0,0.039359917,0.039370079,1.087759948
19843.41,0.516518041,0,0,0,0.04125567,0.039909376,1.087759948
19903.45,0.498035532,0,0,0,0.040499326,0.039358601,1.087759948
19963.49,0.455702589,0,0,0,0.041419229,0.040127508,1.087759948
20023.54,0.457095549,0,0,0,0.040743132,0.039421338,1.087759948
20083.68,0.468765731,0,0,0,0.040519106,0.039835422,1.087759948
20143.73,0.483703855,0,0,0,0.039841725,0.039598733,1.087759948
20203.8,0.506586858,0,0,0,0.040353709,0.039247312,1.087759948
20263.83,0.5057645,0,0,0,0.039881526,0.039584799,1.087759948
20323.88,0.522525356,0,0,0,0.040126862,0.040021633,1.131179047
20383.95,0.506101282,0,0,0,0.041048538,0.039002108,0.978809997
20444.01,0.536370035,0,0,0,0.039433108,0.039840637,1.104131919
20504.07,0.538428337,0,0,0,0.041047165,0.039622323,1.06041569
20564.14,0.542672225,0,0,0,0.040235391,0.039675383,1.030948184
20624.22,0.537788568,0,0,0,0.039298105,0.039643041,0.952280731
20684.29,0.544052765,0,0,0,0.040604477,0.039119804,0.939408948
20744.37,0.58249267,0,0,0,0.040090461,0.039364641,0.939408948
20804.43,0.539427557,0,0,0,0.039541785,0.039749329,0.939408948
20864.48,0.496832886,0,0,0,0.039463628,0.039334065,0.939408948
20924.52,0.466331288,0,0,0,0.040469685,0.039317507,0.939408948
20984.57,0.438264556,0,0,0,0.040994364,0.039662282,0.939408948
21044.61,0.439860087,0,0,0,0.039985272,0.038919778,0.939408948
21104.65,0.46076011,0,0,0,0.039259992,0.039496612,0.939408948
21164.7,0.45850093,0,0,0,0.040323157,0.039533995,0.939408948
21224.74,0.455832901,0,0,0,0.040349506,0.039368581,0.939408948
21284.8,0.475426191,0,0,0,0.041500339,0.039855072,0.939408948
21344.87,0.476847847,0,0,0,0.040232298,0.039005088,0.901395949
21404.92,0.498634862,0,0,0,0.040658626,0.039254703,0.990356034
21465,0.50235428,0,0,0,0.041330201,0.039915966,0.963132789
21525.07,0.522857651,0,0,0,0.039568104,0.039446003,1.034987072
21585.13,0.519527368,0,0,0,0.040480708,0.039505743,0.964068445
21645.2,0.531819836,0,0,0,0.039910253,0.039631989,0.986020881
21705.26,0.548544882,0,0,0,0.040942312,0.039752194,1.029612816
21765.33,0.553398517,0,0,0,0.039518104,0.039409753,1.029612816
21825.37,0.513897586,0,0,0,0.040121539,0.039586618,1.029612816
21885.44,0.492558074,0,0,0,0.041417016,0.039708561,1.029612816
21945.49,0.444377681,0,0,0,0.040645635,0.039795114,1.029612816
22005.54,0.443928319,0,0,0,0.040235243,0.0396417,1.029612816
22065.58,0.461941594,0,0,0,0.040423833,0.039398139,1.029612816
22125.61,0.454734197,0,0,0,0.040380733,0.03993187,1.029612816
22185.67,0.473904768,0,0,0,0.040452617,0.039072975,1.029612816
22245.71,0.49501053,0,0,0,0.04039893,0.039852255,1.029612816
22305.73,0.484867599,0,0,0,0.040359374,0.039766509,0.916022654
22365.81,0.499948627,0,0,0,0.040481479,0.03976966,0.962109976
22425.89,0.518946972,0,0,0,0.041073547,0.038903625,1.02589355
22485.95,0.498764678,0,0,0,0.039364913,0.039650782,0.855596952
22546,0.53059232,0,0,0,0.039249259,0.039590207,0.998395814
22606.08,0.5436125,0,0,0,0.040139975,0.039205527,1.021204151
22666.13,0.524226658,0,0,0,0.039924847,0.039674106,0.861206348
22726.17,0.541049637,0,0,0,0.039739457,0.039469207,0.912906672
22786.21,0.546611687,0,0,0,0.039899258,0.038622304,0.912906672
22846.27,0.52881536,0,0,0,0.040233153,0.039239838,0.912906672
22906.33,0.464979752,0,0,0,0.0406117,0.039459262,0.912906672
22966.37,0.436512306,0,0,0,0.040337103,0.039797113,0.912906672
23026.41,0.450179791,0,0,0,0.041269603,0.039138943,0.912906672
23086.44,0.43365018,0,0,0,0.040698535,0.039976936,0.912906672
23146.48,0.470996444,0,0,0,0.040461583,0.039234635,0.912906672
23206.54,0.461416334,0,0,0,0.0400482,0.039115044,0.912906672
23266.57,0.476377122,0,0,0,0.040513834,0.039776952,0.912906672
23326.63,0.492897008,0,0,0,0.039876246,0.039609433,0.969532624
23386.7,0.495635757,0,0,0,0.039473684,0.03951049,0.937679152
23446.76,0.506724891,0,0,0,0.040282537,0.039600363,0.957176009
23506.83,0.535078875,0,0,0,0.04026055,0.039439986,1.072655002
23566.9,0.551002275,0,0,0,0.039883471,0.039397654,1.106996569
23626.95,0.554505114,0,0,0,0.039747125,0.039178785,1.106996569
23687,0.506751591,0,0,0,0.040539601,0.039665971,1.106996569
23747.04,0.459575886,0,0,0,0.040894894,0.039429841,1.106996569
23807.08,0.416926778,0,0,0,0.040677221,0.039953899,1.106996569
