exp_time,od_measured,Van,OC6,IPTG,FP1_emit1,FP2_emit1,growth_rate
2883.21,0.026077542,0,0,0,0.047903462,0.043533123,-2.171805928
2943.28,0.021747704,0,0,0,0.048050993,0.043574361,-2.607914488
3003.31,0.026942978,0,0,0,0.047967777,0.044250545,-1.834875243
3063.35,3.05E-02,0,0,0,0.048039216,0.044823232,-1.370537601
3123.4,0.027266081,0,0,0,0.04868179,0.043244949,-1.638842349
3183.48,0.026264258,0,0,0,0.048115871,0.042915746,-1.669203667
3243.53,0.027967487,0,0,0,0.047962804,0.043176804,-1.397242514
3303.61,0.028494868,0,0,0,0.048391059,0.043258604,-1.271336298
3363.69,0.027966001,0,0,0,0.048167668,0.043204037,-1.263972957
3423.74,0.020382688,0,0,0,0.048183931,0.043574361,-2.149685061
3483.82,0.023182923,0,0,0,0.04853536,0.043149606,-1.656010844
3543.85,0.020586506,0,0,0,0.048061636,0.043217666,-1.929550592
3603.88,0.024608339,0,0,0,0.048475946,0.04442344,-1.297724488
3663.94,0.025655189,0,0,0,0.048119199,0.042956412,-1.107856705
3723.99,0.028951019,0,0,0,0.04832577,0.04406673,-0.689885268
3784.05,0.027474306,0,0,0,0.048003919,0.043051599,-0.812453439
3844.12,0.027981752,0,0,0,0.048553212,0.044205873,-0.71692678
3904.16,0.026893969,0,0,0,0.047747307,0.042573321,-0.800032056
3964.2,0.023156743,0,0,0,0.048089833,0.043081761,-1.208878524
4024.28,0.024174856,0,0,0,0.048021561,0.043340715,-1.019353452
4084.35,0.028743181,0,0,0,0.048038137,0.042780749,-0.449123362
4144.4,0.029901329,0,0,0,0.048002931,0.04328594,-0.308160065
4204.47,0.024133379,0,0,0,0.048741559,0.043108874,-0.935673106
4264.53,0.030091817,0,0,0,0.047940167,0.043643264,-0.226917305
4324.61,0.030640953,0,0,0,0.048298573,0.044347826,-0.161318968
4384.66,0.019799479,0,0,0,0.047379153,0.043678868,-1.463298553
4444.71,0.023262073,0,0,0,0.048113323,0.04313602,-0.9066276
4504.76,0.032330495,0,0,0,0.048391029,0.043820933,0.126263622
4564.84,0.029997038,0,0,0,0.047905633,0.043004051,-0.104786291
4624.89,0.030773649,0,0,0,0.048083964,0.042956412,-0.022866635
4684.96,0.027703538,0,0,0,0.048398924,0.042231327,-0.337019203
4745.05,0.030325941,0,0,0,0.047834598,0.043505675,-0.048838182
4805.08,0.03095521,0,0,0,0.048014661,0.043081761,0.015217221
4865.16,0.03170368,0,0,0,0.048527075,0.043190416,0.086130686
4925.24,0.031372783,0,0,0,0.047902736,0.04280768,0.050348105
4985.29,0.032266705,0,0,0,0.048054641,0.042821159,0.132116163
5045.35,0.031310315,0,0,0,0.048114594,0.043231303,0.035245481
5105.41,0.030137461,0,0,0,0.048095703,0.042479547,-0.081052717
5165.48,0.024497908,0,0,0,0.047709471,0.042852674,-0.698543797
5225.56,0.033021213,0,0,0,0.047885951,0.042839275,0.232070719
5285.6,0.025087702,0,0,0,0.047769924,0.042627092,-0.603850024
5345.67,0.025811638,0,0,0,0.047996102,0.043068218,-0.488314394
5405.71,0.031921757,0,0,0,0.048703275,0.043217666,0.173488397
5465.77,0.032064826,0,0,0,0.048060503,0.043983663,0.178229526
5525.82,0.028445422,0,0,0,0.048042922,0.043942247,-0.18999928
5585.86,0.033139098,0,0,0,0.048483372,0.043000628,0.277680354
5645.93,0.028629927,0,0,0,0.047989309,0.043192488,-0.174987282
5705.99,0.032558227,0,0,0,0.047879451,0.0437382,0.219494609
5766.02,0.028172433,0,0,0,0.048394942,0.043122443,-0.225538568
5826.08,0.035555478,0,0,0,0.047697757,0.04368932,0.483989198
5886.15,0.030961993,0,0,0,0.047896205,0.04382716,0.044788303
5946.19,0.034117297,0,0,0,0.047862623,0.042740415,0.333681168
6006.24,0.025972573,0,0,0,0.047367817,0.042764177,-0.501293107
6066.31,0.030871279,0,0,0,0.047896912,0.043519098,0.042127077
6126.34,0.038613041,0,0,0,0.047881254,0.043234837,0.711312086
6186.4,0.029629615,0,0,0,0.048011639,0.043614685,-0.118700569
