exp_time,od_measured,Van,OC6 ,IPTG,FP1_emit1,FP3_emit1
20960.25,0.497929085,0,0,0,0.048338145,0.032208881
21020.28,0.506407022,0,0,0,0.048503305,0.032692689
21080.34,0.506277911,0,0,0,0.048395351,0.032640373
21140.38,0.515153182,0,0,0,0.048137536,0.032172092
21200.45,0.531209259,0,0,0,0.048275862,0.032439782
21260.49,0.535135748,0,0,0,0.048002259,0.032855778
21320.55,0.546908155,0,0,0,0.048439822,0.032553789
21380.59,0.547186672,0,0,0,0.04756114,0.0321955
21440.64,0.508324059,0,0,0,0.048728345,0.032821907
21500.68,0.461510286,0,0,0,0.049141185,0.031628671
21560.73,0.438557795,0,0,0,0.0496228,0.032927852
21620.76,0.427195149,0,0,0,0.04912501,0.031686471
21680.81,0.445156268,0,0,0,0.049222589,0.031686471
21740.89,0.447895985,0,0,0,0.048306333,0.032136106
21800.96,0.462662577,0,0,0,0.048579285,0.032114724
21861.03,0.465438353,0,0,0,0.048824879,0.032394366
21921.11,0.467144076,0,0,0,0.048847715,0.032173209
21981.17,0.473714838,0,0,0,0.048365327,0.032205128
22041.24,0.484238349,0,0,0,0.04807196,0.032044863
22101.29,0.482561929,0,0,0,0.049143125,0.032012805
22161.35,0.485531207,0,0,0,0.047761407,0.032197366
22221.39,0.507078923,0,0,0,0.04797075,0.031906615
22281.44,0.511603276,0,0,0,0.048237342,0.032691536
22341.48,0.515123266,0,0,0,0.047929809,0.032153032
22401.52,0.522530607,0,0,0,0.048339483,0.032574568
22461.59,0.519853215,0,0,0,0.047997708,0.03294347
22521.66,0.540816397,0,0,0,0.047635976,0.032722513
22581.72,0.539607767,0,0,0,0.047658921,0.032038835
22641.77,0.556878868,0,0,0,0.04771713,0.03246151
22701.83,0.540185544,0,0,0,0.047225581,0.032281867
22761.89,0.495549046,0,0,0,0.048944701,0.031833778
22821.96,0.472401729,0,0,0,0.049498544,0.031965272
22882.01,0.44418576,0,0,0,0.049210547,0.031762726
22942.11,0.43669032,0,0,0,0.048219303,0.032038032
23002.18,0.448369814,0,0,0,0.04923882,0.032651374
23062.26,0.467902519,0,0,0,0.048489604,0.031893419
23122.32,0.456437404,0,0,0,0.048417842,0.032540167
23182.36,0.465189952,0,0,0,0.049006413,0.032231742
23242.43,0.479387032,0,0,0,0.048210699,0.032873377
23302.47,0.490116252,0,0,0,0.048372581,0.032661842
23362.53,0.489238907,0,0,0,0.048595699,0.03188929
23422.6,0.502557126,0,0,0,0.048581797,0.032465008
23482.65,0.486823557,0,0,0,0.048601663,0.032906065
23542.71,0.512355721,0,0,0,0.048342246,0.032568177
23602.77,0.517961997,0,0,0,0.047801285,0.032215274
23662.82,0.515122175,0,0,0,0.049167574,0.032614808
23722.9,0.532200954,0,0,0,0.047972305,0.031763827
23782.96,0.529591565,0,0,0,0.04822462,0.032623297
23843.03,0.54909814,0,0,0,0.047656084,0.032188841
23903.11,0.553895019,0,0,0,0.047812818,0.033004552
23963.18,0.50031046,0,0,0,0.048116071,0.031877214
24023.24,0.457558972,0,0,0,0.047885305,0.032409295
24083.29,0.440501226,0,0,0,0.04876161,0.031906461
24143.35,0.444922625,0,0,0,0.049447401,0.032722782
24203.42,0.467709043,0,0,0,0.04785113,0.032072368
24263.49,0.4894001,0,0,0,0.048572516,0.032382109
24323.52,0.479569337,0,0,0,0.048471751,0.032565226
24383.57,0.500665392,0,0,0,0.049040842,0.0328125
24443.63,0.487453543,0,0,0,0.048716767,0.031849735
24503.67,0.51258717,0,0,0,0.048911353,0.032506251
24563.72,0.527241565,0,0,0,0.049021119,0.032475248
24623.75,0.508424415,0,0,0,0.048381038,0.032592025
24683.81,0.525929503,0,0,0,0.048230345,0.032419915
24743.88,0.52998916,0,0,0,0.048238013,0.031360947
24803.92,0.522868819,0,0,0,0.04779023,0.032517286
24863.95,0.53886762,0,0,0,0.047853373,0.03222819
24924.04,0.536518268,0,0,0,0.047472678,0.032170543
24984.09,0.555793716,0,0,0,0.047852933,0.03257329
25044.16,0.565500662,0,0,0,0.04726471,0.032858708
25104.2,0.526778383,0,0,0,0.04810506,0.032608696
25164.26,0.488239614,0,0,0,0.047297767,0.032526936
25224.36,0.46745675,0,0,0,0.048693495,0.032350532
25284.41,0.425463145,0,0,0,0.049631287,0.032595326
25344.44,0.425163478,0,0,0,0.049462718,0.032114724
25404.49,0.421185221,0,0,0,0.048528612,0.031951641
25464.53,0.437132725,0,0,0,0.048359375,0.032091918
25524.59,0.443406467,0,0,0,0.048480243,0.031910569
25584.65,0.455139825,0,0,0,0.048886776,0.031191124
25644.7,0.45316439,0,0,0,0.04838222,0.031946827
25704.76,0.466581965,0,0,0,0.048483916,0.031609797
25764.83,0.477001619,0,0,0,0.048474372,0.032508975
25824.9,0.489082005,0,0,0,0.048377358,0.03178387
25884.96,0.486642765,0,0,0,0.048955362,0.032579009
25945,0.492892445,0,0,0,0.048416722,0.03199839
26005.04,0.506518532,0,0,0,0.047692421,0.031510107
26065.12,0.517469161,0,0,0,0.047556143,0.032494759
26125.17,0.522086737,0,0,0,0.04857908,0.032276547
26185.21,0.539684163,0,0,0,0.048299729,0.032598274
26245.27,0.524294935,0,0,0,0.048276371,0.031885651
26305.34,0.555589825,0,0,0,0.047751636,0.03213466
26365.41,0.545244644,0,0,0,0.048283339,0.03236246
26425.46,0.530058734,0,0,0,0.049015794,0.032169478
26485.52,0.476387174,0,0,0,0.048361341,0.03271862
26545.59,0.4293641,0,0,0,0.049283298,0.032311516
26605.65,0.440817796,0,0,0,0.049031526,0.03161157
26665.69,0.443968475,0,0,0,0.049053959,0.031445231
26725.77,0.462315279,0,0,0,0.048531873,0.032776618
26785.82,0.460946767,0,0,0,0.048218839,0.031990029
26845.88,0.470603266,0,0,0,0.048737022,0.032148562
26905.94,0.475903834,0,0,0,0.048043365,0.032277346
26965.99,0.483809311,0,0,0,0.048276388,0.032182104
27026.03,0.499434893,0,0,0,0.048654709,0.032655456
27086.08,0.503420942,0,0,0,0.047666978,0.032999411
27146.12,0.501481386,0,0,0,0.048132658,0.031632059
27206.19,0.521875973,0,0,0,0.048033004,0.032361167
