Time,Van,OC6,IPTG,Sponge Circuit + mutagenised mScarlet-I,Sponge Circuit + mScarlet-I,Sponge Circuit,Negative Control Sponge Circuit + mScarlet
6.69,0,0,0,0.036551078,0.037781706,0.033135355,0.038444143
6.71,0,0,0,0.037412443,0.038276782,0.032573529,0.037795475
6.72,0,0,0,0.037637174,0.036726804,0.032968291,0.038158806
6.74,0,0,0,0.037129746,0.037460364,0.032928744,0.037693611
6.76,0,0,0,0.036777724,0.036676381,0.03314812,0.038174807
6.77,0,0,0,0.036656549,0.036981294,0.032762557,0.03774066
6.79,0,0,0,0.037109216,0.037083272,0.032617671,0.039126089
6.81,0,0,0,0.035885167,0.03736089,0.032870792,0.039466048
6.82,0,0,0,0.037301783,0.036662977,0.032870544,0.039385753
6.84,0,0,0,0.03676183,0.036221733,0.032789307,0.038510998
6.86,0,0,0,0.037474869,0.037546119,0.032680939,0.039185393
6.87,0,0,0,0.036275788,0.036748404,0.03264202,0.039087948
6.89,0,0,0,0.036535963,0.03621822,0.032748668,0.038855504
6.91,0,0,0,0.036331673,0.037147,0.032090288,0.037964095
6.92,0,0,0,0.037256107,0.036044068,0.032471836,0.037496088
6.94,0,0,0,0.036155837,0.037612661,0.032432624,0.038133402
6.96,0,0,0,0.036909062,0.036869827,0.032507574,0.03781539
6.97,0,0,0,0.038181977,0.038117791,0.032421944,0.037037037
6.99,0,0,0,0.037896567,0.038143274,0.032409972,0.037346677
7.01,0,0,0,0.038518519,0.037640109,0.032297713,0.037715123
7.02,0,0,0,0.036634139,3.74E-02,0.032393788,0.038954037
7.04,0,0,0,0.036939747,0.037587805,0.032023192,0.038949462
7.06,0,0,0,0.036512901,0.038255547,0.032111925,0.039690223
7.07,0,0,0,0.037195315,3.81E-02,0.032381217,0.039042911
7.09,0,0,0,0.036960496,3.73E-02,0.031939315,0.039217082
7.11,0,0,0,0.036110491,3.63E-02,0.032243801,0.038446001
7.12,0,0,0,0.036969745,3.69E-02,0.032127974,0.038362128
7.14,0,0,0,0.03665246,3.72E-02,0.032131018,0.038710121
7.16,0,0,0,0.036429202,3.68E-02,0.032093869,0.03795129
7.17,0,0,0,0.036288814,3.75E-02,0.031990869,0.038579094
7.19,0,0,0,0.036869884,3.74E-02,0.032142857,0.039459727
7.21,0,0,0,0.036283713,3.65E-02,0.031993383,0.037485187
7.22,0,0,0,0.036462947,3.69E-02,0.031984586,0.038597192
7.24,0,0,0,0.037019231,3.78E-02,0.032094706,0.037536982
7.26,0,0,0,0.038044891,0.037338865,0.031888375,0.037656385
7.27,0,0,0,0.036996047,0.037829457,0.032165099,0.038461538
7.29,0,0,0,0.036592914,3.74E-02,0.032003829,0.037893023
7.31,0,0,0,0.035933127,3.72E-02,0.031833954,0.038854245
7.32,0,0,0,0.036549598,3.81E-02,0.031656357,0.038063439
7.34,0,0,0,0.035903473,3.79E-02,0.031928521,0.038590032
7.36,0,0,0,0.035693084,3.72E-02,0.031775642,0.038966338
7.37,0,0,0,0.036048164,3.73E-02,0.032144983,0.039332201
7.39,0,0,0,0.036291552,3.74E-02,0.0318249,0.038834303
7.41,0,0,0,0.036043462,3.75E-02,0.031900051,0.038954869
7.42,0,0,0,0.036236727,0.03648834,0.031747018,0.038451286
7.44,0,0,0,0.036412476,0.037784679,0.031631352,0.038742543
7.46,0,0,0,0.035883252,3.83E-02,0.031801904,0.038300974
7.47,0,0,0,0.036020206,3.69E-02,0.031485405,0.037683483
7.49,0,0,0,0.03602295,3.65E-02,0.031806931,0.038391934
7.51,0,0,0,0.035839416,3.81E-02,0.031975527,0.038228714
7.52,0,0,0,0.036267171,0.037054827,0.03143717,0.039181204
7.54,0,0,0,0.035444267,3.62E-02,0.031668073,0.038616592
7.56,0,0,0,0.036175149,3.58E-02,0.03138014,0.038850262
7.57,0,0,0,0.035684474,0.037075754,0.031885238,0.038710126
7.59,0,0,0,0.035795455,0.036653551,0.031649236,0.039293154
7.61,0,0,0,0.035669324,0.037787807,0.031402839,0.038964673
7.62,0,0,0,0.035955376,0.038262911,0.031573298,0.039069052
7.64,0,0,0,0.035955531,0.037694182,0.031632159,0.038960129
7.66,0,0,0,0.036138579,0.037994155,0.031764742,0.0382794
7.67,0,0,0,0.036249906,0.037013581,0.031677186,0.038621709
7.69,0,0,0,0.037240045,0.037636404,0.031592463,0.038053609
7.71,0,0,0,0.036443825,0.037748393,0.031550312,0.038072383
7.72,0,0,0,0.03598089,0.036863746,0.031452359,0.037803724
7.74,0,0,0,0.036412419,0.036346114,0.031586141,0.037618336
7.76,0,0,0,0.036110064,0.036425159,0.031369704,0.036720802
7.77,0,0,0,0.035780155,0.037060258,0.031377106,0.037709066
7.79,0,0,0,0.036047466,0.036130148,0.031736925,0.037539103
7.81,0,0,0,0.036041448,0.037259367,0.031549034,0.037657423
7.82,0,0,0,0.035959415,0.036430728,0.031533615,0.039468246
7.84,0,0,0,0.035766745,0.036388761,0.031731804,0.038809035
7.86,0,0,0,0.036178248,0.037133461,0.031236821,0.038285049
7.87,0,0,0,0.035839161,0.036649944,0.031555723,0.038075342
7.89,0,0,0,0.035821993,0.037774827,0.031476364,0.038490566
7.91,0,0,0,0.035614274,0.03756112,0.031376432,0.038815973
7.92,0,0,0,0.035769714,0.037185271,0.031533261,0.038257877
7.94,0,0,0,0.035431979,0.037452638,0.031264923,0.038092683
7.96,0,0,0,0.035413745,0.037279559,0.031263179,0.038856664
7.97,0,0,0,0.035742539,0.036568312,0.031367307,0.038361638
7.99,0,0,0,0.035993627,0.037526938,0.031208646,0.037681896
8.01,0,0,0,0.035264832,0.03834944,0.031356124,0.037800465
8.02,0,0,0,3.55E-02,0.037152802,0.031468334,0.037750142
8.04,0,0,0,3.53E-02,3.70E-02,0.031072503,0.038484117
8.06,0,0,0,3.55E-02,3.65E-02,0.031524387,0.037993544
8.07,0,0,0,3.55E-02,3.67E-02,0.031347518,0.037389985
8.09,0,0,0,3.55E-02,3.65E-02,0.031105832,0.036789489
8.11,0,0,0,3.57E-02,3.69E-02,0.031347259,0.03737867
8.12,0,0,0,3.52E-02,3.68E-02,0.031112086,0.03742755
8.14,0,0,0,0.035466408,3.75E-02,0.031070133,0.037529662
8.16,0,0,0,0.035223718,3.83E-02,0.031325368,0.039625676
8.17,0,0,0,0.035073574,3.76E-02,0.031244866,0.038901763
8.19,0,0,0,0.035189219,3.78E-02,0.031291405,0.037615148
8.21,0,0,0,0.03497209,3.83E-02,0.031276602,0.038920276
8.22,0,0,0,0.035239865,3.73E-02,0.031282208,0.039039451
8.24,0,0,0,0.035134037,3.72E-02,0.031025156,0.037402565
8.26,0,0,0,0.035770723,3.75E-02,0.031064852,0.038192679
8.27,0,0,0,0.036036703,3.82E-02,0.030979559,0.037243948
8.29,0,0,0,0.037136794,3.80E-02,0.031312857,0.038147495
8.31,0,0,0,0.036739288,3.71E-02,0.030928648,0.038642229
8.32,0,0,0,0.036056595,0.037164094,0.031033647,0.037493108
8.34,0,0,0,0.036414566,0.036968839,0.030925432,0.037522081
8.36,0,0,0,0.036052412,0.036925396,0.031015137,0.038240552
8.37,0,0,0,0.03592138,0.036761669,0.030935289,0.037491479
8.39,0,0,0,0.035979312,0.037612195,0.031395736,0.037998146
8.41,0,0,0,0.035764846,0.037050131,0.030966988,0.038163864
8.42,0,0,0,0.035624908,0.037501813,0.031090164,0.038053396
8.44,0,0,0,0.035709048,0.036851747,0.031212883,0.038487925
8.46,0,0,0,0.035607443,3.78E-02,0.031015482,0.038396424
8.47,0,0,0,0.03560634,3.76E-02,0.031042773,0.037832245
8.49,0,0,0,0.035441935,3.81E-02,0.031108881,0.037607612
8.51,0,0,0,0.035986757,3.87E-02,0.030785536,0.038947013
8.52,0,0,0,0.035408338,3.81E-02,0.030764158,0.038150436
8.54,0,0,0,0.035529395,0.037101073,0.030658274,0.037920805
8.56,0,0,0,0.035612128,0.037810426,0.030710026,0.03846664
8.57,0,0,0,0.035419042,0.037770579,0.030777926,0.036850015
8.59,0,0,0,0.03580786,0.037300683,0.030788951,0.038806167
8.61,0,0,0,0.036465203,0.038001355,0.030860855,0.037087264
8.62,0,0,0,0.036340554,0.036463266,0.030487954,0.037973885
8.64,0,0,0,0.036969345,0.037277726,0.030919047,0.037680111
8.66,0,0,0,0.036774194,0.037853485,0.030783838,0.037309417
8.67,0,0,0,0.036190176,3.64E-02,0.030736989,0.038321047
8.69,0,0,0,0.036089645,3.77E-02,0.030703969,0.038775655
8.71,0,0,0,0.03643661,3.73E-02,0.030990721,0.03824766
8.72,0,0,0,0.03638205,3.76E-02,0.03092287,0.03804312
8.74,0,0,0,0.036063053,0.037141821,0.030802493,0.038269218
8.76,0,0,0,0.03602645,0.037227581,0.030808042,0.038420562
8.77,0,0,0,0.03607471,0.03833023,0.030830931,0.037469136
8.79,0,0,0,0.035655058,0.037092304,0.030622153,0.038295613
8.81,0,0,0,0.03621275,3.71E-02,0.030815306,0.038469178
8.82,0,0,0,0.035821119,3.77E-02,0.030630234,0.036901476
8.84,0,0,0,0.035935377,3.64E-02,0.030935633,0.037757079
8.86,0,0,0,0.035532621,3.76E-02,0.030619482,0.037256921
8.87,0,0,0,0.035800044,3.69E-02,0.030560645,0.037742831
8.89,0,0,0,0.035609161,3.65E-02,0.030661068,0.037820914
8.91,0,0,0,0.035518125,3.67E-02,0.03063108,0.038930122
8.92,0,0,0,0.035646179,3.77E-02,0.030915818,0.038631652
8.94,0,0,0,0.035658363,3.75E-02,0.030566075,0.038667582
8.96,0,0,0,0.035495367,3.75E-02,0.030825483,0.038141969
8.97,0,0,0,0.035107668,3.82E-02,0.030723013,0.039230769
8.99,0,0,0,0.035300803,3.74E-02,0.030764636,0.037587747
9.01,0,0,0,0.035719358,3.77E-02,0.030739673,0.03793899
9.02,0,0,0,0.03602719,3.67E-02,0.030714461,0.037814332
9.04,0,0,0,0.036535016,3.75E-02,0.030753724,0.037643106
9.06,0,0,0,0.036826963,3.74E-02,0.030899019,0.037678785
9.07,0,0,0,0.036481557,3.78E-02,0.030636063,0.038081805
9.09,0,0,0,0.037294088,3.78E-02,0.030726739,0.036545413
9.11,0,0,0,0.036253776,3.67E-02,0.030744935,0.03875099
9.12,0,0,0,0.03638262,3.82E-02,0.030684731,0.038935536
9.14,0,0,0,0.036294174,3.71E-02,0.030713707,0.038446398
9.16,0,0,0,0.036356589,3.72E-02,0.03075421,0.039019715
9.18,0,0,0,0.036081671,3.65E-02,0.030650132,0.039408513
9.19,0,0,0,0.036256585,3.69E-02,0.030595659,0.039961304
9.21,0,0,0,0.036149222,3.71E-02,0.0306769,0.038739561
9.23,0,0,0,0.036043588,3.72E-02,0.030700811,0.039306025
9.24,0,0,0,0.036028456,3.83E-02,0.030645591,0.037974684
9.26,0,0,0,0.035988156,3.77E-02,0.030617142,0.038692098
9.28,0,0,0,0.036061863,3.79E-02,0.030656231,0.038353036
9.29,0,0,0,0.035767846,3.73E-02,0.030508158,0.038660144
9.31,0,0,0,0.035656162,3.73E-02,0.030472333,0.038459019
9.33,0,0,0,0.035982455,3.74E-02,0.030766628,0.03929206
9.34,0,0,0,0.035714286,3.71E-02,0.030638682,0.037816446
9.36,0,0,0,0.035565617,3.70E-02,0.030538908,0.037880695
9.38,0,0,0,0.035548798,3.73E-02,0.030652257,0.037934071
9.39,0,0,0,0.035416818,3.73E-02,0.030516267,0.037270468
9.41,0,0,0,0.035495275,3.76E-02,0.030630077,0.037478496
9.43,0,0,0,0.035615842,3.68E-02,0.030646078,0.037303665
9.44,0,0,0,0.035542471,3.74E-02,0.03048282,0.037945309
9.46,0,0,0,0.035292443,3.73E-02,0.030652061,0.039442991
9.48,0,0,0,0.035563808,3.74E-02,0.030568504,0.03958986
9.49,0,0,0,0.035450517,3.77E-02,0.030525172,0.038895152
9.51,0,0,0,0.035298295,3.77E-02,0.030520145,0.038077908
9.53,0,0,0,0.035992934,3.76E-02,0.030381985,0.038511173
9.54,0,0,0,0.03668839,0.037688442,0.030438613,0.037740693
9.56,0,0,0,0.036550857,0.037702373,0.03051491,0.037689394
9.58,0,0,0,0.036145499,0.03651371,0.030424879,0.03875969
9.59,0,0,0,0.036255163,3.78E-02,0.030529941,0.038908439
9.61,0,0,0,0.035947958,3.79E-02,0.030438613,0.038534635
9.63,0,0,0,0.035812264,3.72E-02,0.030373618,0.038116737
9.64,0,0,0,0.03559633,3.64E-02,0.030424903,0.038687753
9.66,0,0,0,0.035617641,3.70E-02,0.030509021,0.038172354
9.68,0,0,0,0.035537791,3.68E-02,0.030349771,0.037914982
9.69,0,0,0,0.035472242,3.70E-02,0.030437554,0.0377438
9.71,0,0,0,0.035505072,3.63E-02,0.030332793,0.03719084
9.73,0,0,0,0.035462523,3.65E-02,0.030428487,0.037644428
9.74,0,0,0,0.035557475,3.80E-02,0.030355358,0.038175896
9.76,0,0,0,0.035310635,3.90E-02,0.030379634,0.038270005
9.78,0,0,0,0.035282472,0.037931557,0.030251116,0.039488445
9.79,0,0,0,0.035599858,0.037789822,0.030241147,0.038088874
9.81,0,0,0,0.03534818,3.71E-02,0.030454659,0.039448017
9.83,0,0,0,0.036267871,3.80E-02,0.030404635,0.038166931
9.84,0,0,0,0.037168287,3.80E-02,0.030307737,0.039471764
9.86,0,0,0,0.036235258,0.036582928,0.030359052,0.038518819
9.88,0,0,0,0.036606717,0.03729788,0.030232148,0.03820696
9.89,0,0,0,0.036018885,0.0371669,0.030163834,0.037191888
9.91,0,0,0,0.036023055,0.037480405,0.030278617,0.037884566
9.93,0,0,0,0.036088386,0.036280288,0.030212491,0.037130232
9.94,0,0,0,0.035886975,0.036762707,0.030104655,0.036637674
9.96,0,0,0,0.035759329,0.037842952,0.030285562,0.038122593
9.98,0,0,0,0.035560108,0.038482813,0.030196265,0.039098652
9.99,0,0,0,0.0356673,0.038391801,0.030231075,0.038254517
10.01,0,0,0,0.035636364,0.037812861,0.030309033,0.0383475
10.03,0,0,0,0.035838907,3.84E-02,0.030074709,0.03819882
10.04,0,0,0,0.035672515,3.73E-02,0.030184791,0.038516116
10.06,0,0,0,0.035407183,3.81E-02,0.030451077,0.037984914
10.08,0,0,0,0.035828256,3.73E-02,0.030343912,0.038569033
10.09,0,0,0,0.035575958,3.70E-02,0.030246657,0.038511349
10.11,0,0,0,0.035424091,0.037504587,0.030099759,0.038315217
10.13,0,0,0,0.035533718,0.036855037,0.03015183,0.038820506
10.14,0,0,0,0.035297427,0.037947262,0.030214043,0.038559721
10.16,0,0,0,0.035480003,0.037429276,0.030350246,0.038144465
10.18,0,0,0,0.03568701,0.037958019,0.030288409,0.03815893
10.19,0,0,0,0.03549923,0.035797214,0.030114713,0.038193531
10.21,0,0,0,0.036395411,0.03622816,0.030240535,0.037742994
10.23,0,0,0,0.036140888,0.036258438,0.03031789,0.037207055
10.24,0,0,0,0.036448742,3.77E-02,0.030287263,0.038239949
10.26,0,0,0,0.03626943,3.81E-02,0.030164128,0.036898645
10.28,0,0,0,0.036526101,3.81E-02,0.030363124,0.038181361
10.29,0,0,0,0.036373549,3.81E-02,0.030029227,0.037735849
10.31,0,0,0,0.036237531,3.83E-02,0.030214764,0.036673101
10.33,0,0,0,0.036275416,3.79E-02,0.02994012,0.038574676
10.34,0,0,0,0.036184962,3.73E-02,0.030138842,0.038384244
10.36,0,0,0,0.03589397,0.038127979,0.030080228,0.038648334
10.38,0,0,0,0.036042829,3.80E-02,0.030005867,0.037834692
10.39,0,0,0,0.035921033,3.77E-02,0.030195045,0.038152479
10.41,0,0,0,0.035594609,3.66E-02,0.030225691,0.037437139
10.43,0,0,0,0.035888347,3.78E-02,0.0301398,0.038288883
10.44,0,0,0,0.035719535,3.68E-02,0.02999711,0.038102544
10.46,0,0,0,0.035819143,3.74E-02,0.029926116,0.038006431
10.48,0,0,0,0.035662194,3.70E-02,0.03000647,0.036427599
10.49,0,0,0,0.035714286,3.65E-02,0.029902041,0.038406551
10.51,0,0,0,0.03579239,3.66E-02,0.030199852,0.037809252
10.53,0,0,0,0.03556105,3.61E-02,0.030060993,0.038275003
10.54,0,0,0,0.035904831,3.64E-02,0.030154884,0.038413056
10.56,0,0,0,0.035488506,3.76E-02,0.030152225,0.03828964
10.58,0,0,0,0.035803795,3.84E-02,0.030019036,0.038302139
10.59,0,0,0,0.035622685,3.81E-02,0.029919305,0.038944471
10.61,0,0,0,0.035511766,3.80E-02,0.030060462,0.038604557
10.63,0,0,0,0.035307357,3.78E-02,0.030080614,0.038724066
10.64,0,0,0,0.035439137,3.82E-02,0.03000125,0.038623455
10.66,0,0,0,0.035432796,3.81E-02,0.029890375,0.0375868
10.68,0,0,0,0.035359193,3.79E-02,0.029994811,0.037914387
10.69,0,0,0,0.035284293,3.75E-02,0.029992773,0.037761715
10.71,0,0,0,0.035105658,3.71E-02,0.029949436,0.037223823
10.73,0,0,0,0.035177247,0.036792971,0.03001339,0.038558745
10.74,0,0,0,0.035974431,0.036977039,0.029855583,0.038367076
10.76,0,0,0,0.035401433,0.036949576,0.030148959,0.039005602
10.78,0,0,0,0.036269028,3.78E-02,0.029967427,0.038240525
10.79,0,0,0,0.036351113,3.75E-02,0.030210778,0.038640859
10.81,0,0,0,0.0368263,3.76E-02,0.029895787,0.039431388
10.83,0,0,0,0.036903099,3.61E-02,0.029947259,0.038613188
10.84,0,0,0,0.036460752,3.64E-02,0.029934688,0.039684264
10.86,0,0,0,0.036482547,3.74E-02,0.029927491,0.037974684
10.88,0,0,0,0.036390788,3.75E-02,0.029979247,0.038919222
10.89,0,0,0,0.035983705,3.74E-02,0.030080283,0.038050953
10.91,0,0,0,0.036207426,3.82E-02,0.03002441,0.038421053
10.93,0,0,0,0.036192214,3.77E-02,0.030044067,0.037855289
10.94,0,0,0,0.0360094,3.79E-02,0.030063454,0.038982133
10.96,0,0,0,0.03621043,3.70E-02,0.030107303,0.037659291
10.98,0,0,0,0.036140912,3.67E-02,0.029982578,0.038049787
10.99,0,0,0,0.036095035,0.037825955,0.03016769,0.038056732
11.01,0,0,0,0.036048865,0.03708742,0.030134321,0.037348328
11.03,0,0,0,0.036090114,3.79E-02,0.030089912,0.037754173
11.04,0,0,0,0.035897056,3.74E-02,0.029912263,0.037373134
11.06,0,0,0,0.036129321,3.80E-02,0.029854637,0.038827258
11.08,0,0,0,0.035767071,3.69E-02,0.030103771,0.038810179
11.09,0,0,0,0.035714286,3.70E-02,0.030020135,0.038573459
11.11,0,0,0,0.03598786,3.75E-02,0.030164631,0.038260987
11.13,0,0,0,0.035827795,3.65E-02,0.030156941,0.038076949
11.14,0,0,0,0.035664896,3.70E-02,0.030096417,0.038854663
11.16,0,0,0,0.03574802,3.62E-02,0.030184555,0.038093378
11.18,0,0,0,0.035675831,3.70E-02,0.030087176,0.038143264
11.19,0,0,0,0.035489572,3.74E-02,0.030089191,0.03835199
11.21,0,0,0,0.035675831,3.75E-02,0.030039959,0.038752874
11.23,0,0,0,0.035531552,3.73E-02,0.030121108,0.037982683
11.24,0,0,0,0.035312324,0.038272583,0.030069061,0.038855765
11.26,0,0,0,0.035291631,0.037680937,0.029992492,0.038339486
11.28,0,0,0,0.03549252,0.038256088,0.030070219,0.037094281
11.29,0,0,0,0.035487512,0.037685975,0.029882754,0.037428367
11.31,0,0,0,0.035631943,0.037707616,0.030121366,0.03717695
11.33,0,0,0,0.035080563,0.037969896,0.029978803,0.037814038
11.34,0,0,0,0.03559417,3.71E-02,0.030089734,0.039051604
11.36,0,0,0,0.035118764,3.64E-02,0.030084186,0.037901443
11.38,0,0,0,0.035237769,3.70E-02,0.029900598,0.038547266
11.39,0,0,0,0.035158891,3.73E-02,0.030043007,0.038218239
11.41,0,0,0,0.036073026,3.69E-02,0.030089734,0.038828429
11.43,0,0,0,0.036262514,3.70E-02,0.030128886,0.038145198
11.44,0,0,0,0.036093582,0.036596031,0.02988196,0.037377451
11.46,0,0,0,0.036045709,0.036261928,0.030043183,0.038464
11.48,0,0,0,0.03672995,0.03800578,0.03005276,0.037793035
11.49,0,0,0,0.03626943,0.037130917,0.030127415,0.038048232
11.51,0,0,0,0.036455541,0.037669764,0.030210655,0.036401975
11.53,0,0,0,0.036133695,0.037671728,0.029964759,0.038597166
11.54,0,0,0,0.034963565,0.037731637,0.030181171,0.038023797
11.56,0,0,0,0.035280592,0.036885246,0.030152006,0.039299142
11.58,0,0,0,0.034720784,0.03706619,0.030160816,0.038740751
11.59,0,0,0,0.034979284,0.037254758,0.030147383,0.039193491
11.61,0,0,0,3.48E-02,3.71E-02,0.029997551,0.039395882
11.63,0,0,0,3.53E-02,3.69E-02,0.03020398,0.038085938
11.64,0,0,0,3.61E-02,3.77E-02,0.030137156,0.038559892
11.66,0,0,0,3.58E-02,3.73E-02,0.030000826,0.037664663
11.68,0,0,0,3.47E-02,3.73E-02,0.030127296,0.038469178
11.69,0,0,0,0.035589473,3.77E-02,0.030059792,0.037798119
11.71,0,0,0,0.035747413,3.67E-02,0.030007063,0.03820996
11.73,0,0,0,0.034375203,3.71E-02,0.030109508,0.038034565
11.74,0,0,0,0.035449068,3.69E-02,0.030019227,0.039144957
11.76,0,0,0,0.036193516,3.75E-02,0.029988397,0.038819568
11.78,0,0,0,0.034221509,3.84E-02,0.029954838,0.037579696
11.79,0,0,0,0.035391353,3.91E-02,0.030033762,0.038529585
11.81,0,0,0,0.035421959,3.79E-02,0.03011374,0.038398532
11.83,0,0,0,0.03550007,3.74E-02,0.030158269,0.039639508
11.84,0,0,0,0.035277227,3.70E-02,0.030028522,0.039310444
11.86,0,0,0,0.034640523,3.78E-02,0.030155805,0.038631958
11.88,0,0,0,0.035215627,3.74E-02,0.02991513,0.038124747
11.89,0,0,0,0.035378169,3.79E-02,0.030091936,0.038844346
11.91,0,0,0,3.48E-02,0.036456559,0.029851046,0.038949338
11.93,0,0,0,3.52E-02,0.036879827,0.029949546,0.039021998
11.94,0,0,0,3.58E-02,0.037759275,0.030094495,0.037915301
11.96,0,0,0,0.034818856,0.036699136,0.030139358,0.038397662
11.98,0,0,0,0.035352845,0.036762689,0.030109284,0.038096452
11.99,0,0,0,0.035451229,0.036783169,0.030021923,0.037580596
12.01,0,0,0,0.035437057,0.036877395,0.030125678,0.037691547
12.03,0,0,0,0.035416382,0.037446505,0.029996035,0.037151519
12.04,0,0,0,3.55E-02,0.037653303,0.030142281,0.037959815
12.06,0,0,0,3.55E-02,0.038769949,0.029934778,0.037646334
12.08,0,0,0,3.67E-02,0.037735849,0.030090006,0.038206603
12.09,0,0,0,3.67E-02,0.038212025,0.030054645,0.038066309
12.11,0,0,0,0.036839211,0.038294855,0.030037672,0.039374017
12.13,0,0,0,3.62E-02,0.037882281,0.029986936,0.03872924
12.14,0,0,0,0.035257761,0.038577075,0.030219142,0.039170672
12.16,0,0,0,0.035701328,0.038476487,0.03007334,0.038403408
12.18,0,0,0,0.035431939,0.037494518,0.030054589,0.038330378
12.19,0,0,0,0.035382391,0.037535305,0.030119368,0.039084507
12.21,0,0,0,0.033841055,0.037822947,0.030014465,0.037861046
12.23,0,0,0,0.034304207,0.038183065,0.030007457,0.038408327
12.24,0,0,0,0.035273855,0.037060794,0.03011664,0.037958368
12.26,0,0,0,0.035643564,0.037458242,0.030134274,0.038418079
12.28,0,0,0,0.035934217,0.037034374,0.029879123,0.037897543
12.29,0,0,0,0.035481124,0.037267081,0.029988744,0.037846983
12.31,0,0,0,0.035714286,0.037800687,0.030059427,0.038196901
12.33,0,0,0,0.035524342,0.037102715,0.030134522,0.038409919
12.34,0,0,0,0.034812769,0.037297029,0.029984229,0.037062937
12.36,0,0,0,0.035863633,0.037707728,0.030215738,0.038872363
12.38,0,0,0,0.035547041,3.78E-02,0.029923202,0.038692098
12.39,0,0,0,0.036414994,3.70E-02,0.0300906,0.039140608
12.41,0,0,0,0.037037037,3.78E-02,0.030031602,0.039130129
12.43,0,0,0,0.037327267,3.81E-02,0.030046083,0.038801436
12.44,0,0,0,0.036969019,0.037428863,0.030159185,0.039251548
12.46,0,0,0,0.03643176,3.65E-02,0.030068815,0.038632088
12.48,0,0,0,0.037522184,3.74E-02,0.030032534,0.038187104
12.49,0,0,0,0.037715154,3.75E-02,0.030031349,0.038407868
12.51,0,0,0,0.037447301,3.78E-02,0.030013725,0.037321692
12.53,0,0,0,0.037123908,3.74E-02,0.030089045,0.038537811
12.54,0,0,0,0.036789034,3.71E-02,0.030042656,0.037458597
12.56,0,0,0,0.036555333,3.72E-02,0.029989964,0.038162093
12.58,0,0,0,0.03667721,3.60E-02,0.030065044,0.037792517
12.59,0,0,0,0.036724229,3.66E-02,0.029945716,0.036769759
12.61,0,0,0,0.036021466,0.036873665,0.030059392,0.037606219
12.63,0,0,0,0.036162362,0.038050122,0.030023379,0.037565918
12.64,0,0,0,0.036135638,0.037258476,0.030130662,0.037672895
12.66,0,0,0,0.035932831,0.037318436,0.030018572,0.03833803
12.68,0,0,0,0.036357039,0.037116135,0.030182832,0.038376827
12.69,0,0,0,0.03748667,0.037380337,0.030041103,0.038951791
12.71,0,0,0,0.038071715,0.037382475,0.029999007,0.039099859
12.73,0,0,0,0.038315826,0.037780576,0.030170629,0.038979248
12.74,0,0,0,0.037735849,0.038098888,0.030042745,0.038320315
12.76,0,0,0,0.036894576,0.03659385,0.030217049,0.039226444
12.78,0,0,0,0.038401929,0.036781609,0.029943806,0.037745506
12.79,0,0,0,0.03742503,0.036680328,0.030139667,0.038793103
12.81,0,0,0,0.036405427,0.036841383,0.030178807,0.038064559
12.83,0,0,0,0.037242034,0.036704731,0.030115344,0.037466658
12.84,0,0,0,0.036765816,0.036717063,0.030151481,0.038481506
12.86,0,0,0,0.036433435,0.036990596,0.030095567,0.038119603
12.88,0,0,0,0.037296404,0.03627634,0.030043962,0.038168899
12.89,0,0,0,0.0375357,0.038551402,0.030000804,0.037015683
12.91,0,0,0,0.037784636,0.036984854,0.030045931,0.037159372
12.93,0,0,0,0.037383178,0.036878936,0.03022189,0.038517346
12.95,0,0,0,0.03733635,0.037536443,0.029998778,0.037993722
12.96,0,0,0,0.037457435,0.037410798,0.030144903,0.038863873
12.98,0,0,0,0.037646871,0.037080923,0.030222407,0.038492598
13,0,0,0,0.037318812,0.036734418,0.030155522,0.037545729
13.01,0,0,0,0.036749601,0.035736716,0.030149303,0.038592431
13.03,0,0,0,0.036788005,0.036682509,0.030141409,0.039398027
13.05,0,0,0,0.036766917,0.036844941,0.030015265,0.038629241
13.06,0,0,0,0.037922243,0.038176427,0.030128008,0.037912889
13.08,0,0,0,0.037364341,0.037570959,0.030007607,0.038221123
13.1,0,0,0,0.036303393,0.03780747,0.030138613,0.038381473
13.11,0,0,0,0.038158543,0.037127821,0.030151699,0.038034354
13.13,0,0,0,0.03820034,0.036495343,0.030097864,0.037631742
13.15,0,0,0,0.038118897,0.037807606,0.030084408,0.038056426
13.16,0,0,0,0.038424759,0.037398495,0.029848417,0.038312963
13.18,0,0,0,0.037190083,0.038245134,0.030021159,0.038044156
13.2,0,0,0,0.038550501,0.037383178,0.029958782,0.038365144
13.21,0,0,0,0.037117552,0.037220844,0.030025323,0.038237243
13.23,0,0,0,0.037240045,0.036805173,0.030086047,0.038924029
13.25,0,0,0,0.037596992,0.037093426,0.030009197,0.038534163
13.26,0,0,0,0.038157895,0.036936632,0.034855584,0.038574835
13.28,0,0,0,0.037493005,0.036106955,0.035439652,0.038194916
13.3,0,0,0,0.036244314,0.037067602,0.035598518,0.039277355
13.31,0,0,0,0.038338389,0.036705222,0.035689859,0.038828147
13.33,0,0,0,0.036732205,0.037387633,0.036748404,0.039248906
13.35,0,0,0,0.036821557,0.036932392,0.037226015,0.038171001
13.36,0,0,0,0.037635706,0.036906001,0.037571186,0.038821138
13.38,0,0,0,0.037003405,0.03745401,0.037334289,0.038281409
