Time,Van,OC6,IPTG,Sponge Circuit + mutagenised mScarlet-I,Sponge Circuit + mScarlet-I,Sponge Circuit,Negative Control Sponge Circuit + mScarlet
13.4,0,0,0,0.036512027,0.036980529,3.81E-02,0.03835705
13.41,0,0,0,0.03692751,0.037355276,0.038788081,0.038250294
13.43,0,0,0,0.037478302,0.037791995,0.038854104,0.039003695
13.45,0,0,0,0.038058187,0.037708974,0.039016477,0.03821615
13.46,0,0,0,0.0379843,0.037447487,0.038587045,0.037521924
13.48,0,0,0,0.037578461,0.037643804,0.038823724,0.037136411
13.5,0,0,0,0.038136296,0.036343612,0.038592233,0.03741621
13.51,0,0,0,0.037823877,0.036285733,0.038565307,0.037863545
13.53,0,0,0,0.037273364,0.037243948,0.039137974,0.037047807
13.55,0,0,0,0.037148131,0.037088776,0.038696376,0.038154788
13.56,0,0,0,0.037420382,0.037527594,0.039329092,0.03823178
13.58,0,0,0,0.036976491,0.036955945,0.039366816,0.040066526
13.6,0,0,0,0.036872705,0.037242687,0.03885949,0.038660341
13.61,0,0,0,0.036432161,0.036697848,0.039393198,0.039306025
13.63,0,0,0,0.036595364,0.036756245,0.03959748,0.037359098
13.65,0,0,0,0.037059771,0.037462501,0.039650098,0.038252101
13.66,0,0,0,0.037460169,0.037209302,0.039649382,0.038321659
13.68,0,0,0,0.036556073,0.037237107,0.039983129,0.037710394
13.7,0,0,0,0.037640951,0.036886416,0.039676047,0.037727331
13.71,0,0,0,0.037525273,0.037395322,0.039174125,0.037922875
13.73,0,0,0,0.038128963,0.036808511,0.039964404,0.037478918
13.75,0,0,0,0.037194307,0.037435487,0.03937736,0.038222868
13.76,0,0,0,0.037152445,0.036099909,0.039317043,0.038663981
13.78,0,0,0,0.037628825,0.036164456,0.039987075,0.03870334
13.8,0,0,0,0.036909937,0.037115141,0.038589337,0.037857231
13.81,0,0,0,0.036978341,0.036523594,0.040015754,0.037338642
13.83,0,0,0,0.037517586,0.03686016,0.03972272,0.037851788
13.85,0,0,0,0.037006331,0.037341858,0.040569631,0.037941397
13.86,0,0,0,0.036745804,0.036617667,0.039921105,0.038542018
13.88,0,0,0,0.036577494,0.036642149,0.039169811,0.038827534
13.9,0,0,0,0.03636225,0.037414229,0.037986705,0.039036486
13.91,0,0,0,0.037116345,0.038452371,0.039983942,0.038735122
13.93,0,0,0,0.036896878,0.037938113,0.040575806,0.038425047
13.95,0,0,0,0.037732642,0.037617555,0.03967598,0.038712718
13.96,0,0,0,0.037788779,0.037209302,0.041223404,0.038115999
13.98,0,0,0,0.037449556,0.038105359,0.040562842,0.036954915
14,0,0,0,0.037735849,0.036504962,0.040609137,0.03801888
14.01,0,0,0,0.036965282,0.036413812,0.040483075,0.038391581
14.03,0,0,0,0.037557548,0.03713098,0.040419677,0.038249951
14.05,0,0,0,0.03750985,0.036692297,0.039611006,0.036975587
14.06,0,0,0,0.037602353,0.036938231,0.040755552,0.037593082
14.08,0,0,0,0.036411411,0.036298701,0.040277319,0.037300599
14.1,0,0,0,0.036594473,0.036417323,0.041020338,0.037132728
14.11,0,0,0,0.036684984,0.03612532,0.039832801,0.037783695
14.13,0,0,0,0.037002988,0.037885213,0.040648379,0.038836982
14.15,0,0,0,0.03733871,0.036410494,0.039713938,0.039302902
14.16,0,0,0,0.037956573,0.037023953,0.039757726,0.037307225
14.18,0,0,0,0.037614452,0.037545922,0.04013024,0.039162493
14.2,0,0,0,0.03766984,0.037984377,0.03944595,0.038504946
14.21,0,0,0,0.037713513,0.037765957,0.039575809,0.038703501
14.23,0,0,0,0.037996689,0.037731603,0.040380048,0.038250653
14.25,0,0,0,0.037600065,0.036561541,0.042066421,0.038513908
14.26,0,0,0,0.037749517,0.037097577,0.040987258,0.038105113
14.28,0,0,0,0.037229908,0.037926104,0.040867679,0.038786404
14.3,0,0,0,0.036584457,0.036609254,0.040988708,0.037622038
14.31,0,0,0,0.036528669,3.74E-02,0.040640081,0.037761545
14.33,0,0,0,0.037073318,3.78E-02,0.040408231,0.037953172
14.35,0,0,0,0.036842506,3.67E-02,0.039964831,0.038241415
14.36,0,0,0,0.037193311,3.65E-02,0.041000695,0.03833824
14.38,0,0,0,0.036945623,3.71E-02,0.040916392,0.039137266
14.4,0,0,0,0.038229723,0.036737445,0.039432177,0.038466757
14.41,0,0,0,0.037565304,0.037847598,0.040041643,0.037891701
14.43,0,0,0,0.037688231,3.62E-02,0.040430834,0.039223986
14.45,0,0,0,0.038213315,3.78E-02,0.039218633,0.03839957
14.46,0,0,0,0.036982592,3.78E-02,0.039842829,0.037573164
14.48,0,0,0,0.037326389,3.85E-02,0.039750404,0.038151953
14.5,0,0,0,0.036691684,0.036968708,0.040633552,0.038721327
14.51,0,0,0,0.037199969,0.037605813,0.040274135,0.039453399
14.53,0,0,0,0.037335399,0.037052602,0.039150062,0.037200693
14.55,0,0,0,0.03722751,0.037343487,0.040214927,0.037981895
14.56,0,0,0,0.037687228,0.037060302,0.041105857,0.03795019
14.58,0,0,0,0.037724994,3.72E-02,0.040523579,0.037786775
14.6,0,0,0,0.038451455,0.038124907,0.041386211,0.038220673
14.61,0,0,0,0.037429612,3.74E-02,0.040319837,0.038028076
14.63,0,0,0,0.03731402,3.73E-02,0.040661733,0.038979054
14.65,0,0,0,0.036308162,3.64E-02,0.040512821,0.038847817
14.66,0,0,0,0.037457157,3.63E-02,0.040686531,0.038239096
14.68,0,0,0,0.037506011,3.62E-02,0.039949431,0.038235095
14.7,0,0,0,0.03717501,3.72E-02,0.040043837,0.038268291
14.71,0,0,0,0.037144652,3.77E-02,0.03993623,0.037583628
14.73,0,0,0,0.036523009,3.76E-02,0.040555322,0.038313923
14.75,0,0,0,0.037158804,3.81E-02,0.04025869,0.037719075
14.76,0,0,0,0.036928839,0.036807632,0.039399182,0.038087313
14.78,0,0,0,0.036776676,0.03837383,0.041100662,0.038935108
14.8,0,0,0,0.036744221,0.037986556,0.040275442,0.03806296
14.81,0,0,0,0.03764455,0.037990196,0.040963021,0.037490811
14.83,0,0,0,0.03747386,0.037261698,0.040947302,0.038100109
14.85,0,0,0,0.037318204,0.037576632,0.041497976,0.037262914
14.86,0,0,0,0.0374541,3.74E-02,0.040570864,0.037501529
14.88,0,0,0,0.037540133,3.67E-02,0.040666725,0.039131021
14.9,0,0,0,0.037372054,3.72E-02,0.039671458,0.038585641
14.91,0,0,0,0.036987905,3.66E-02,0.040140063,0.038600139
14.93,0,0,0,0.037550217,3.65E-02,0.039423868,0.038981252
14.95,0,0,0,0.03670286,0.036636637,0.040102743,0.03895288
14.96,0,0,0,0.036861062,3.65E-02,0.039380707,0.038788961
14.98,0,0,0,0.036819887,3.76E-02,0.040465395,0.038945847
15,0,0,0,0.036819189,3.71E-02,0.040440558,0.037796771
15.01,0,0,0,0.03667263,3.77E-02,0.040016502,0.039065674
15.03,0,0,0,0.03764455,3.80E-02,0.040003299,0.038147314
15.05,0,0,0,0.037094763,3.84E-02,0.039360781,0.037803724
15.06,0,0,0,0.037417763,0.037126837,0.040099834,0.038421464
15.08,0,0,0,0.03787549,0.038977058,0.039989746,0.037916483
15.1,0,0,0,0.037387921,0.038002172,0.041233352,0.03729391
15.11,0,0,0,0.037590773,0.037664211,0.04028051,0.038218173
15.13,0,0,0,0.038246517,0.037531338,0.041023298,0.037104874
15.15,0,0,0,0.037276749,0.038223938,0.039841689,0.038266568
15.16,0,0,0,0.037320256,0.037126185,0.039521754,0.036998071
15.18,0,0,0,0.037822252,0.038081484,0.040411139,0.038423645
15.2,0,0,0,0.037780692,0.037283527,0.040611862,0.038211968
15.21,0,0,0,0.03636087,0.037747065,0.039963059,0.038799513
15.23,0,0,0,0.037210039,3.74E-02,0.039261909,0.039121339
15.25,0,0,0,0.036653992,0.037796744,0.039925405,0.038908403
15.26,0,0,0,0.037056846,3.65E-02,0.039536579,0.037610896
15.28,0,0,0,0.036799638,0.037281009,0.038553318,0.036953556
15.3,5.5,0,0,0.03648937,3.67E-02,0.040121055,0.037320872
15.31,5.5,0,0,0.036411609,3.78E-02,0.039502255,0.037709066
15.33,5.5,0,0,0.037557204,3.79E-02,0.039385287,0.038421464
15.35,5.5,0,0,0.036717872,0.036623786,0.039161296,0.038399275
15.36,5.5,0,0,0.036984799,0.036765197,0.039278132,0.038896933
15.38,5.5,0,0,0.037520259,0.036935246,0.040017437,0.037418428
15.4,5.5,0,0,0.036695076,0.037356913,0.039920333,0.038174985
15.41,5.5,0,0,0.038093626,0.03785248,0.040687413,0.038213132
15.43,5.5,0,0,0.038247214,0.037188179,0.039989336,0.039159435
15.45,5.5,0,0,0.037037037,0.037195611,0.039798446,0.03823785
15.46,5.5,0,0,0.037626283,0.037363673,0.040017513,0.039047748
15.48,5.5,0,0,0.037368746,0.038453039,0.040010237,0.037886907
15.5,5.5,0,0,0.037872171,0.03844721,0.041137856,0.037879256
15.51,5.5,0,0,0.037914692,0.038444831,0.04038974,0.039053176
15.53,5.5,0,0,0.038357015,0.039545899,0.041458935,0.038339454
15.55,5.5,0,0,0.038241356,0.039028247,0.040629096,0.039380415
15.56,5.5,0,0,0.037904288,0.039001887,0.040829397,0.03986407
15.58,5.5,0,0,0.03802393,0.039075889,0.041157556,0.039044254
15.6,5.5,0,0,0.039301997,0.039877086,0.04187212,0.038741625
15.61,5.5,0,0,0.039894276,0.041384887,0.042250159,0.039880298
15.63,5.5,0,0,0.039847884,0.040907837,0.041126802,0.040630685
15.65,5.5,0,0,0.039471538,0.041246937,0.042743854,0.040621895
15.66,5.5,0,0,0.040893126,0.041470568,0.043639053,0.040766657
15.68,5.5,0,0,0.039916305,0.042304787,0.044297832,0.041465583
15.7,5.5,0,0,0.040781989,0.042485978,0.045544023,0.042091062
15.71,5.5,0,0,0.04127776,0.044259839,0.045558689,0.043787748
15.73,5.5,0,0,0.040986133,0.043790186,0.04496554,0.043222004
15.75,5.5,0,0,0.041582622,0.045000723,0.045849869,0.044182422
15.76,5.5,0,0,0.042339963,0.045408823,0.04614365,0.043824173
15.78,5.5,0,0,0.042536616,0.046810396,0.047571105,0.043879173
15.8,5.5,0,0,0.043373118,0.047670875,0.047744268,0.044506169
15.81,5.5,0,0,0.04210832,0.046912235,0.048605909,0.044573521
15.83,5.5,0,0,0.042622241,0.047560391,0.048672566,0.04461813
15.85,5.5,0,0,0.043820139,0.048119693,0.048542159,0.045577396
15.86,5.5,0,0,0.046297858,0.048552571,0.049878739,0.046952856
15.88,5.5,0,0,0.046063794,0.048758977,0.050713779,0.046718099
15.9,5.5,0,0,0.046830093,0.049801052,0.051743715,0.048398351
15.91,5.5,0,0,0.04754666,0.050586371,0.051665313,0.047114937
15.93,5.5,0,0,0.047871021,0.052562331,0.053358497,0.048297604
15.95,5.5,0,0,0.048999253,0.053966055,0.052677029,0.048461289
15.96,5.5,0,0,0.048196566,0.052503138,0.053076855,0.04837691
15.98,5.5,0,0,0.050064599,0.055184588,0.053819758,0.05022981
16,5.5,0,0,0.050423526,0.055365687,0.051533047,0.051729907
16.01,5.5,0,0,0.049708267,0.055331623,0.054303721,0.05148105
16.03,5.5,0,0,0.050658561,0.057000224,0.054931017,0.052085335
16.05,5.5,0,0,0.051898239,0.056745802,0.054147558,0.049930971
16.06,5.5,0,0,0.05089378,0.059397824,0.054650126,0.052757646
16.08,5.5,0,0,0.051368855,0.060216008,0.056668052,0.051903925
16.1,5.5,0,0,0.051256353,0.057670359,0.055476753,0.054077253
16.11,5.5,0,0,0.052779006,0.057701104,0.05703854,0.0536885
16.13,5.5,0,0,0.054574132,0.061271757,0.058019097,0.055870047
16.15,5.5,0,0,0.053873659,0.061791615,0.057035962,0.055119953
16.16,5.5,0,0,0.055203697,0.060292906,0.057955252,0.057849725
16.18,5.5,0,0,0.056618611,0.063773069,0.057866868,0.057397724
16.2,5.5,0,0,0.05436086,0.061141052,0.059646987,0.058985993
16.21,5.5,0,0,0.054469918,0.06273976,0.0600758,0.057563412
16.23,5.5,0,0,0.056719509,0.066719883,0.060252258,0.057731263
16.25,5.5,0,0,0.057018227,0.065722264,0.059157556,0.05687171
16.26,5.5,0,0,0.057465091,0.063230895,0.060148429,0.056322846
16.28,5.5,0,0,0.059205319,0.06690222,0.060436296,0.057867672
16.3,5.5,0,0,0.058752363,0.063318932,0.061158433,0.058472717
16.31,5.5,0,0,0.060911309,0.065079478,0.062178388,0.060957287
16.33,5.5,0,0,0.060087455,0.067074949,0.062215861,0.058955126
16.35,5.5,0,0,0.059967704,0.065675769,0.062113338,0.06007675
16.36,5.5,0,0,0.059149329,0.067640277,0.061982474,0.061350933
16.38,5.5,0,0,0.060830968,0.070775086,0.062454728,0.063725832
16.4,5.5,0,0,0.059603614,0.070999571,0.063592233,0.0604854
16.41,5.5,0,0,0.060143974,0.070694992,0.063540927,0.061974522
16.43,5.5,0,0,0.061437468,0.068795908,0.06391478,0.063136194
16.45,5.5,0,0,0.059469638,0.073940167,0.063742601,0.063134796
16.46,5.5,0,0,0.062060507,0.072863466,0.065401344,0.064371729
16.48,5.5,0,0,0.063046141,0.071671018,0.065778788,0.066306167
16.5,5.5,0,0,0.061826916,0.072064,0.064814058,0.067350783
16.51,5.5,0,0,0.064313346,0.074918998,0.064745734,0.064626054
16.53,5.5,0,0,0.063303812,0.073775691,0.061652489,0.064278733
16.55,5.5,0,0,0.065630259,0.073966508,0.064308106,0.066023739
16.56,5.5,0,0,0.06315867,0.074537975,0.064952517,0.063254813
16.58,5.5,0,0,0.064788091,0.079882072,0.064561159,0.066083962
16.6,5.5,0,0,0.065775482,0.075606872,0.066305217,0.06832123
16.61,5.5,0,0,0.065033341,0.073384604,0.066022124,0.066565007
16.63,5.5,0,0,0.063982746,0.074130768,0.065049522,0.065851785
16.65,5.5,0,0,0.066773504,0.073482428,0.063177599,0.0689747
16.67,5.5,0,0,0.064094499,0.073789929,0.064413265,0.069842119
16.68,5.5,0,0,0.068993773,0.074242738,0.067450914,0.066666667
16.7,5.5,0,0,0.066057399,0.078824898,0.066628422,0.070265029
16.72,5.5,0,0,0.066262013,0.075446095,0.066378413,0.068238744
16.73,5.5,0,0,0.066115702,0.078995757,0.06607651,0.069515111
16.75,5.5,0,0,0.066623856,0.075845284,0.066833229,0.069922945
16.77,5.5,0,0,0.066116976,0.081991737,0.066883418,0.067020489
16.78,5.5,0,0,0.068896535,0.080306975,0.067321829,0.066821809
16.8,5.5,0,0,0.067782233,0.080229033,0.069539352,0.068102288
16.82,5.5,0,0,0.069361507,0.08180593,0.06814839,0.068963174
16.83,5.5,0,0,0.069499241,0.082336615,0.069669938,0.069953817
16.85,5.5,0,0,0.071143515,0.084490741,0.065863108,0.071067723
16.87,5.5,0,0,0.072390833,0.078353254,0.065753189,0.073041169
16.88,5.5,0,0,0.070802328,0.0820061,0.067346035,0.072921631
16.9,5.5,0,0,0.070035018,0.078972868,0.066042553,0.070697974
16.92,5.5,0,0,0.074981501,0.080815018,0.064927584,0.069806613
16.93,5.5,0,0,0.070634608,0.076652551,0.067368064,0.072078332
16.95,5.5,0,0,0.0679032,0.077674786,0.068349016,0.073625169
16.97,5.5,0,0,0.069401403,0.080812607,0.067359667,0.074041092
16.98,5.5,0,0,0.07057475,0.07773313,0.064449541,0.07486631
17,5.5,0,0,0.072051324,0.076985413,0.067332268,0.073798285
17.02,5.5,0,0,0.071582648,0.080148918,0.067996156,0.071590003
17.03,5.5,0,0,0.073721661,0.080247338,0.067785873,0.074219023
17.05,5.5,0,0,0.072661073,0.081507086,0.067955844,0.072290773
17.07,5.5,0,0,0.071898928,0.083707865,0.068284337,0.073887946
17.08,5.5,0,0,0.071874295,0.079185086,0.068968217,0.07495915
17.1,5.5,0,0,0.074407323,0.08432662,0.067529632,0.071707953
17.12,5.5,0,0,0.075089858,0.08764827,0.066418875,0.075122911
17.13,5.5,0,0,0.074273576,0.085796191,0.067291242,0.073829305
17.15,5.5,0,0,0.074198181,0.08312504,0.067283084,0.078210406
17.17,5.5,0,0,0.073405833,0.082180736,0.06612419,0.073339761
17.18,5.5,0,0,0.072245236,0.082694685,0.067106099,0.074827016
17.2,5.5,0,0,0.074112554,0.085548117,0.068880283,0.075046904
17.22,5.5,0,0,0.072841051,0.085571701,0.066717616,0.074286873
17.23,5.5,0,0,0.072969857,0.086136177,0.069231995,0.071879428
17.25,5.5,0,0,0.071417518,0.081667697,0.067419112,0.073304302
17.27,5.5,0,0,0.07727002,0.085376532,0.066255325,0.075452784
17.28,5.5,0,0,0.074261737,0.082412355,0.06901888,0.072535957
17.3,5.5,0,0,0.072970508,0.081449893,0.064623262,0.071649391
17.32,5.5,0,0,0.071580491,0.081347114,0.067691398,0.077366746
17.33,5.5,0,0,0.073984233,0.084727352,0.066447321,0.072802198
17.35,5.5,0,0,0.071997132,0.085577758,0.064468272,0.073153282
17.37,5.5,0,0,0.076183887,0.081280129,0.067855338,0.077038519
17.38,5.5,0,0,0.074704631,0.085663966,0.062959412,0.074690771
17.4,5.5,0,0,0.074693907,0.08571032,0.066615673,0.075590644
17.42,5.5,0,0,0.0746001,0.086775714,0.065439946,0.07798444
17.43,5.5,0,0,0.075288056,0.084666535,0.066795473,0.07798275
17.45,5.5,0,0,0.075765142,0.085045139,0.065805169,0.07639096
17.47,5.5,0,0,0.074981495,0.085540911,0.066089274,0.075133509
17.48,5.5,0,0,0.075595859,0.087703078,0.065021695,0.072727273
17.5,5.5,0,0,0.071808095,0.089709411,0.067871736,0.07233347
17.52,5.5,0,0,0.074875885,0.087267616,0.064109725,0.075805983
17.53,5.5,0,0,0.073493693,0.0895657,0.064044944,0.074562943
17.55,5.5,0,0,0.075755154,0.084670725,0.066899552,0.074150787
17.57,5.5,0,0,0.074759892,0.084965395,0.066584223,0.075465173
17.58,5.5,0,0,0.076295774,0.084718459,0.066373399,0.075827746
17.6,5.5,0,0,0.074474342,0.084547684,0.064549555,0.075028144
17.62,5.5,0,0,0.075724501,0.086096064,0.06670493,0.076792273
17.63,5.5,0,0,0.077695966,0.081489334,0.065596131,0.075620842
17.65,5.5,0,0,0.076905963,0.086681652,0.065395444,0.073261206
17.67,5.5,0,0,0.07753271,0.088746305,0.065269302,0.077333861
17.68,5.5,0,0,0.07711461,0.086445886,0.065741062,0.075455116
17.7,5.5,0,0,0.076743197,0.084891992,0.065385984,0.074302849
17.72,5.5,0,0,0.074520511,0.086441918,0.065218965,0.075565529
17.73,5.5,0,0,0.079753657,0.087108473,0.065271776,0.076875769
17.75,5.5,0,0,0.07498155,0.086642834,0.064281289,0.077754576
17.77,5.5,0,0,0.077579137,0.089301093,0.065959184,0.077948718
17.78,5.5,0,0,0.078767694,0.089829396,0.067080094,0.07692757
17.8,5.5,0,0,0.074074074,0.085625229,0.064147271,0.078355774
17.82,5.5,0,0,0.075623916,0.08701694,0.06513754,0.07621471
17.83,5.5,0,0,0.078311362,0.088125572,0.067078329,0.07776724
17.85,5.5,0,0,0.076210245,0.086305021,0.065692842,0.077224247
17.87,5.5,0,0,0.078738935,0.084361569,0.065616384,0.076592935
17.88,5.5,0,0,0.078429878,0.085840522,0.065134392,0.079696656
17.9,5.5,0,0,0.079585572,0.08696265,0.065932373,0.073949887
17.92,5.5,0,0,0.077160267,0.0859375,0.067228878,0.078400524
17.93,5.5,0,0,0.078201152,0.085046916,0.068107243,0.076508487
17.95,5.5,0,0,0.078448209,0.088508892,0.066976178,0.075416317
17.97,5.5,0,0,0.074748552,0.087492503,0.066511173,0.075814202
17.98,5.5,0,0,0.075334448,0.091232227,0.070130514,0.076644072
18,5.5,0,0,0.073504818,0.086564299,0.06708664,0.082034771
18.02,5.5,0,0,0.077321742,0.08511551,0.065700159,0.076999416
18.03,5.5,0,0,0.074218142,0.088938619,0.066048863,0.074994478
18.05,5.5,0,0,0.07663417,0.0899341,0.066425324,0.077342048
18.07,5.5,0,0,0.075359865,0.091217385,0.065711948,0.079797639
18.08,5.5,0,0,0.078066619,0.089953436,0.067411981,0.078291059
18.1,5.5,0,0,0.075197496,0.087424725,0.064819816,0.072830381
18.12,5.5,0,0,0.076818798,0.085068832,0.066533865,0.074774952
18.13,5.5,0,0,0.078094377,0.08617264,0.068076454,0.075836924
18.15,5.5,0,0,0.075464975,0.081738301,0.067164772,0.074158876
18.17,5.5,0,0,0.079830982,0.085061062,0.067644393,0.073741781
18.18,5.5,0,0,0.080054172,0.083174905,0.065726141,0.077374356
18.2,5.5,0,0,0.078680388,0.083845271,0.063770325,0.076659909
18.22,5.5,0,0,0.07866462,0.088621209,0.066093498,0.079357768
18.23,5.5,0,0,0.075241208,0.086752638,0.065767434,0.074222432
18.25,5.5,0,0,0.076570189,0.084975046,0.064223995,0.079209808
18.27,5.5,0,0,0.075538096,0.087917351,0.067504202,0.077313975
18.28,5.5,0,0,0.077740304,0.087453482,0.064258988,0.08094028
18.3,5.5,0,0,0.074241951,0.086936761,0.066148517,0.080044607
18.32,5.5,0,0,0.077779624,0.089075741,0.064258312,0.078854966
18.33,5.5,0,0,0.077189311,0.088369698,0.066423418,0.076927454
18.35,5.5,0,0,0.077038916,0.086916119,0.066912367,0.075128026
18.37,5.5,0,0,0.076337053,0.090258263,0.065330189,0.076221666
18.38,5.5,0,0,0.080434783,0.089236182,0.066936958,0.076974033
18.4,5.5,0,0,0.075643856,0.089840762,0.065841393,0.077950558
18.42,5.5,0,0,0.074037443,0.085143238,0.067357923,0.07751634
18.43,5.5,0,0,0.079440324,0.085234258,0.06634962,0.076780106
18.45,5.5,0,0,0.076391389,0.084931888,0.067112546,0.07623038
18.47,5.5,0,0,0.080432809,0.084651955,0.067242883,0.075963303
18.48,5.5,0,0,0.074546313,0.084868514,0.063987392,0.078493332
18.5,5.5,0,0,0.07992714,0.084777356,0.066929479,0.080232558
18.52,5.5,0,0,0.076612045,0.083227488,0.066387508,0.0754662
18.53,5.5,0,0,0.079358812,0.084984884,0.064745196,0.077775102
18.55,5.5,0,0,0.077509942,0.088551859,0.065954404,0.077894988
18.57,5.5,0,0,0.077059345,0.088991017,0.066119853,0.076743789
18.58,5.5,0,0,0.078752469,0.088377148,0.066588687,0.078291602
18.6,5.5,0,0,0.079800912,0.0841947,0.065390116,0.078185883
18.62,5.5,0,0,0.0776615,0.092176227,0.064912693,0.075989007
18.63,5.5,0,0,0.077350625,0.086230876,0.066888276,0.076812541
18.65,5.5,0,0,0.076240209,0.083945435,0.066266986,0.074220172
18.67,5.5,0,0,0.07656389,0.084618375,0.066399812,0.076598425
18.68,5.5,0,0,0.075518013,0.087676907,0.067800729,0.078487059
18.7,5.5,0,0,0.07886459,0.087691349,0.06518023,0.076927872
18.72,5.5,0,0,0.078037658,0.081644621,0.066278048,0.07549527
18.73,5.5,0,0,0.076530612,0.087087518,0.066823174,0.076649053
18.75,5.5,0,0,0.075426147,0.082496608,0.065556802,0.082302911
18.77,5.5,0,0,0.076966428,0.086712192,0.06321092,0.081571953
18.78,5.5,0,0,0.076483656,0.085856836,0.065666041,0.078746269
18.8,5.5,0,0,0.074692576,0.086108239,0.063088436,0.079611892
18.82,5.5,0,0,0.076433615,0.086956522,0.067862166,0.0774156
18.83,5.5,0,0,0.078088212,0.088454633,0.064341023,0.076407873
18.85,5.5,0,0,0.08113408,0.085931411,0.064633953,0.074950298
18.87,5.5,0,0,0.074972836,0.085039065,0.066055496,0.072713549
18.88,5.5,0,0,0.078706903,0.088487973,0.067350654,0.076351575
18.9,5.5,0,0,0.079082218,0.088697017,0.065555816,0.075308403
18.92,5.5,0,0,0.080024342,0.086642599,0.065952381,0.076787578
18.93,5.5,0,0,0.07984734,0.082531646,0.065554872,0.077051926
18.95,5.5,0,0,0.078800203,0.083752203,0.064916611,0.074060672
18.97,5.5,0,0,0.07576277,0.08272458,0.063752277,0.076740704
18.98,5.5,0,0,0.076202237,0.084244329,0.063292985,0.07472462
19,5.5,0,0,0.074169551,0.086369968,0.065274151,0.077820041
19.02,5.5,0,0,0.076472502,0.083863588,0.064989518,0.076521426
19.03,5.5,0,0,0.073990683,0.082196672,0.063239118,0.077582589
19.05,5.5,0,0,0.075579065,0.083248878,0.063473257,0.08003971
19.07,5.5,0,0,0.075414664,0.081209533,0.06157537,0.08004158
19.08,5.5,0,0,0.080259222,0.085564228,0.064604341,0.078272945
19.1,5.5,0,0,0.080019517,0.080784728,0.06337053,0.075886756
19.12,5.5,0,0,0.07341754,0.083282219,0.062806906,0.079963493
19.13,5.5,0,0,0.0751858,0.083361549,0.065696501,0.077938529
19.15,5.5,0,0,0.077065993,0.085438083,0.063580149,0.078834848
19.17,5.5,0,0,0.076783247,0.085045971,0.062255933,0.080486821
19.18,5.5,0,0,0.079516974,0.08795464,0.063479745,0.072011494
19.2,5.5,0,0,0.076233184,0.084851265,0.063591894,0.079046019
19.22,5.5,0,0,0.077835257,0.087505088,0.062809917,0.078719778
19.23,5.5,0,0,0.076181995,0.088891914,0.063621411,0.082090043
19.25,5.5,0,0,0.074286156,0.089711713,0.061367918,0.079889287
19.27,5.5,0,0,0.075117011,0.084943328,0.065885549,0.079555281
19.28,5.5,0,0,0.073973839,0.087660563,0.062698736,0.077889892
19.3,5.5,0,0,0.077839047,0.087772101,0.063777524,0.073077535
19.32,5.5,0,0,0.078549849,0.083748821,0.062285762,0.080839228
19.33,5.5,0,0,0.07813226,0.082058508,0.061584771,0.075634635
19.35,5.5,0,0,0.078559361,0.083432658,0.063488016,0.082677729
19.37,5.5,0,0,0.075652676,0.08237777,0.062943995,0.076325823
19.38,5.5,0,0,0.076129312,0.084362738,0.064480503,0.077193991
19.4,5.5,0,0,0.078758196,0.082850966,0.064524228,0.074108693
19.42,5.5,0,0,0.073726645,0.084906327,0.060770565,0.075301205
19.43,5.5,0,0,0.076923077,0.085923088,0.065369845,0.072616199
19.45,5.5,0,0,0.072310139,0.084641873,0.062294329,0.075352296
19.47,5.5,0,0,0.074331097,0.081910596,0.060947916,0.073502779
19.48,5.5,0,0,0.075182763,0.087100103,0.06242515,0.073762838
19.5,5.5,0,0,0.075122026,0.08984375,0.063870868,0.077408033
19.52,5.5,0,0,0.078274634,0.088565718,0.061900869,0.074265242
19.53,5.5,0,0,0.077178359,0.087194918,0.063220741,0.077603769
19.55,5.5,0,0,0.077821614,0.086100461,0.063120932,0.077227102
19.57,5.5,0,0,0.076295087,0.08225758,0.062426085,0.072866026
19.58,5.5,0,0,0.079257108,0.083528001,0.061241,0.081061599
19.6,5.5,0,0,0.077862261,0.084976432,0.062868533,0.077970222
19.62,5.5,0,0,0.079172891,0.087152825,0.059770639,0.077260599
19.63,5.5,0,0,0.079311222,0.086513112,0.062423799,0.074502391
19.65,5.5,0,0,0.073823313,0.084222191,0.061788998,0.077585669
19.67,5.5,0,0,0.075833404,0.081826704,0.061781163,0.076544021
19.68,5.5,0,0,0.075262592,0.08114094,0.060307829,0.07422903
19.7,5.5,0,0,0.07420973,0.084478223,0.063338827,0.075096101
19.72,5.5,0,0,0.076051516,0.087163592,0.061354519,0.075158282
19.73,5.5,0,0,0.074733938,0.085619956,0.063654325,0.076721221
19.75,5.5,0,0,0.076107746,0.081108211,0.064034152,0.078358989
19.77,5.5,0,0,0.076178484,0.08573854,0.060739652,0.076876391
19.78,5.5,0,0,0.078544685,0.084881553,0.06304834,0.074008588
19.8,5.5,0,0,0.076917106,0.084555593,0.05899479,0.076271186
19.82,5.5,0,0,0.076467011,0.083606128,0.061004785,0.074837986
19.83,5.5,0,0,0.071878854,0.084564644,0.062194327,0.080239766
19.85,5.5,0,0,0.07666642,0.09096742,0.058693081,0.073561458
19.87,5.5,0,0,0.076542851,0.08073184,0.061647059,0.075605933
19.88,5.5,0,0,0.075686442,0.083348826,0.061372669,0.072299944
19.9,5.5,0,0,0.076727525,0.087236494,0.061884994,0.073983369
19.92,5.5,0,0,0.075574508,0.087527964,0.059825961,0.076859259
