exp_time,od_measured,od_setpoint,od_zero_setpoint,thermostat_setpoint,heating_rate,internal_air_temp,external_air_temp,media_temp,opt_gen_act_int,pump_1_rate,pump_2_rate,pump_3_rate,pump_4_rate,media_vol,stirring_rate,LED_395nm_setpoint,Van,OC6,IPTG,LED_457nm_setpoint,LED_500nm_setpoint,LED_523nm_setpoint,LED_595nm_setpoint,LED_623nm_setpoint,LED_6500K_setpoint,laser_setpoint,LED_UV_int,FP1_base,FP1_emit1,FP1_emit2,FP2_base,FP2_emit1,FP2_emit2,FP3_base,FP3_emit1,FP3_emit2,custom_prog_param1,custom_prog_param2,custom_prog_param3,custom_prog_status,zigzag_target,growth_rate
0.19,0.003342329,0.5,6400,37,0.16645,32.125,34.5625,36.93,0,0,0.25,0,0,20,0.5,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10338,0.039079126,0.016831109,0,0,0,0,0,0,0,0,0,0,5,2
60.26,-0.00385209,0.5,6400,37,0.1675,32.25,34.5625,36.81,0,0,0.07,0,0,20,0.5,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10412,0.039377641,0.017287745,0,0,0,0,0,0,0,0,0,0,5,2
120.33,0.003887666,0.5,6400,37,0.1472,32.3125,34.5,36.89,0,0,0.07,0,0,20,0.5,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10445,0.039061752,0.017041647,0,0,0,0,0,0,0,0,0,0,5,2
180.41,-0.004963081,0.5,6400,37,0.1876,32.375,34.5625,36.73,0,0,0.07,0,0,20,0.5,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10418,0.039258975,0.017277788,0,0,0,0,0,0,0,0,0,0,5,2
240.46,0.003495583,0.5,6400,37,0.2118,32.4375,34.5625,36.87,0,0,0.07,0,0,20,0.5,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10442,0.039168742,0.01714231,0,0,0,0,0,0,0,0,0,0,5,2
300.53,0.006444364,0.5,6400,37,0.1541,32.5,34.625,36.87,0,0,0.25,0,0,20,0.5,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10526,0.038951169,0.016910507,0,0,0,0,0,0,0,0,0,0,5,2
360.59,0.001693649,0.5,6400,37,0.2157,32.5,34.625,37.01,0,0,0.07,0,0,20,0.5,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10518,0.038980795,0.01730367,0,0,0,0,0,0,0,0,0,0,5,-2.108961712
420.62,0.003440687,0.5,6400,37,0.1981,32.5625,34.6875,37.03,0,0,0.07,0,0,20,0.5,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10465,0.039178213,0.017391304,0,0,0,0,0,0,0,0,0,0,5,0.122843356
480.66,-0.005898952,0.5,6400,37,0.1946,32.625,34.6875,36.89,0,0,0.07,0,0,20,0.5,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10479,0.039316729,0.017177212,0,0,0,0,0,0,0,0,0,0,5,0.122843356
540.7,-0.006552,0.5,6400,37,0.1534,32.625,34.625,36.87,0,0,0.07,0,0,20,0.5,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0,10464,0.039277523,0.017201835,0,0,0,0,0,0,0,0,0,0,5,0.122843356
